fold_id,study,recording_key,method,gamma,eog_coherence_reduction,nonartifact_preservation,psd_distortion,covariance_distortion
study01_layout_01_heldout_00,study01,study01/study01_p01,DIFF-RAW-SHUFFLED120,1.0,0.021631016933905158,0.7412325441837311,0.216106116771698,0.2905003035874642
study01_layout_01_heldout_00,study01,study01/study01_p01,DIFF-RAW-WRONG120-0,0.5,0.008696460759202981,0.8701012283563614,0.11358052492141724,0.1680085101612674
study01_layout_01_heldout_00,study01,study01/study01_p01,DIFF-RAW-WRONG120-0,0.65,0.011135112943834277,0.8311315774917603,0.14681407809257507,0.21036953092374178
study01_layout_01_heldout_00,study01,study01/study01_p01,DIFF-RAW-WRONG120-0,0.75,0.01268382197053268,0.8051518499851227,0.16857945919036865,0.23657945906848735
study01_layout_01_heldout_00,study01,study01/study01_p01,DIFF-RAW-WRONG120-0,0.85,0.014180872083545251,0.7791720479726791,0.18996956944465637,0.2611790528024467
study01_layout_01_heldout_00,study01,study01/study01_p01,DIFF-RAW-WRONG120-0,0.925,0.015263032168149948,0.7596873044967651,0.20574769377708435,0.2785801675462506
study01_layout_01_heldout_00,study01,study01/study01_p01,DIFF-RAW-WRONG120-0,1.0,0.016296646927065894,0.7402024567127228,0.22128205001354218,0.2950895133103997
study01_layout_01_heldout_00,study01,study01/study01_p01,DIFF-RAW-WRONG120-1,0.5,0.008255464209500574,0.8837146610021591,0.09552532434463501,0.15803746859408313
study01_layout_01_heldout_00,study01,study01/study01_p01,DIFF-RAW-WRONG120-1,0.65,0.010714702324235235,0.8488289713859558,0.1236562505364418,0.1987570209289553
study01_layout_01_heldout_00,study01,study01/study01_p01,DIFF-RAW-WRONG120-1,0.75,0.012253931065186345,0.8255720287561417,0.14221012592315674,0.2241959944191616
study01_layout_01_heldout_00,study01,study01/study01_p01,DIFF-RAW-WRONG120-1,0.85,0.013676814381675478,0.8023148626089096,0.16057774424552917,0.24827280849233457
study01_layout_01_heldout_00,study01,study01/study01_p01,DIFF-RAW-WRONG120-1,0.925,0.01465119545926051,0.7848720550537109,0.17421764135360718,0.265438634522699
study01_layout_01_heldout_00,study01,study01/study01_p01,DIFF-RAW-WRONG120-1,1.0,0.015536190492325817,0.7674293220043182,0.18773028254508972,0.2818418864068807
study01_layout_01_heldout_00,study01,study01/study01_p02,DIFF-POP,0.5,0.003793100802356314,0.8623093813657761,0.10391644388437271,0.19891692637656277
study01_layout_01_heldout_00,study01,study01/study01_p02,DIFF-POP,0.65,0.005040137811788713,0.8210022896528244,0.13397979736328125,0.24985461244573373
study01_layout_01_heldout_00,study01,study01/study01_p02,DIFF-POP,0.75,0.0058644480184362885,0.7934641242027283,0.1536305695772171,0.2815769072638779
study01_layout_01_heldout_00,study01,study01/study01_p02,DIFF-POP,0.85,0.006659096789321507,0.7659259885549545,0.17292152345180511,0.31151214387324105
study01_layout_01_heldout_00,study01,study01/study01_p02,DIFF-POP,0.925,0.007219947248311903,0.7452723979949951,0.1871277242898941,0.3327918809602433
study01_layout_01_heldout_00,study01,study01/study01_p02,DIFF-POP,1.0,0.0077368404057904586,0.7246187925338745,0.20108787715435028,0.3530682303157944
study01_layout_01_heldout_00,study01,study01/study01_p02,DIFF-MATCH120,0.5,0.005500317880369976,0.8607399016618729,0.10505588352680206,0.19910157205751944
study01_layout_01_heldout_00,study01,study01/study01_p02,DIFF-MATCH120,0.65,0.007407519099270475,0.8189619332551956,0.1351310908794403,0.2502552166550335
study01_layout_01_heldout_00,study01,study01/study01_p02,DIFF-MATCH120,0.75,0.00871119726095991,0.7911098301410675,0.15460440516471863,0.28218538251797043
study01_layout_01_heldout_00,study01,study01/study01_p02,DIFF-MATCH120,0.85,0.010013463055907654,0.7632578909397125,0.17352795600891113,0.31238980599312016
study01_layout_01_heldout_00,study01,study01/study01_p02,DIFF-MATCH120,0.925,0.010969855485419774,0.7423688173294067,0.18731637299060822,0.33391746522395904
study01_layout_01_heldout_00,study01,study01/study01_p02,DIFF-MATCH120,1.0,0.011889470331691979,0.7214798033237457,0.20072726905345917,0.3544860904102402
study01_layout_01_heldout_00,study01,study01/study01_p02,DIFF-EB-FIXED120,0.5,0.004549807636067271,0.8596144169569016,0.10666677355766296,0.20237000942628863
study01_layout_01_heldout_00,study01,study01/study01_p02,DIFF-EB-FIXED120,0.65,0.0060707697532428745,0.8174988031387329,0.1374061405658722,0.2541012247687122
study01_layout_01_heldout_00,study01,study01/study01_p02,DIFF-EB-FIXED120,0.75,0.007082846368952046,0.7894216477870941,0.15742982923984528,0.28629792996857245
study01_layout_01_heldout_00,study01,study01/study01_p02,DIFF-EB-FIXED120,0.85,0.008062838745335567,0.7613445371389389,0.17701292037963867,0.3166673004265378
study01_layout_01_heldout_00,study01,study01/study01_p02,DIFF-EB-FIXED120,0.925,0.008756518179293848,0.7402866780757904,0.19137534499168396,0.33824815282456466
study01_layout_01_heldout_00,study01,study01/study01_p02,DIFF-EB-FIXED120,1.0,0.009396807756274939,0.7192288339138031,0.20543059706687927,0.3588062830658452
study01_layout_01_heldout_00,study01,study01/study01_p02,DIFF-RAW-SHUFFLED120,0.5,0.005560573848799384,0.8620203882455826,0.1057538390159607,0.20345370626557022
study01_layout_01_heldout_00,study01,study01/study01_p02,DIFF-RAW-SHUFFLED120,0.65,0.007316207994931732,0.8206266313791275,0.13638806343078613,0.25560057044057083
study01_layout_01_heldout_00,study01,study01/study01_p02,DIFF-RAW-SHUFFLED120,0.75,0.00846734209435767,0.7930306196212769,0.15642182528972626,0.2880895228863133
study01_layout_01_heldout_00,study01,study01/study01_p02,DIFF-RAW-SHUFFLED120,0.85,0.009576512524729658,0.7654347568750381,0.1760983169078827,0.31875961070977227
study01_layout_01_heldout_00,study01,study01/study01_p02,DIFF-RAW-SHUFFLED120,0.925,0.010363296180128538,0.7447378635406494,0.19059903919696808,0.3405694773675511
study01_layout_01_heldout_00,study01,study01/study01_p02,DIFF-RAW-SHUFFLED120,1.0,0.01109482185786654,0.7240407764911652,0.2048584222793579,0.3613578325928718
study01_layout_01_heldout_00,study01,study01/study01_p02,DIFF-RAW-WRONG120-0,0.5,0.0030132330199382426,0.8200211226940155,0.12515346705913544,0.27238190175287935
study01_layout_01_heldout_00,study01,study01/study01_p02,DIFF-RAW-WRONG120-0,0.65,0.004275206347991681,0.7660275101661682,0.1595299392938614,0.33925856863912596
study01_layout_01_heldout_00,study01,study01/study01_p02,DIFF-RAW-WRONG120-0,0.75,0.005180830248342504,0.7300316691398621,0.18126681447029114,0.380104888750081
study01_layout_01_heldout_00,study01,study01/study01_p02,DIFF-RAW-WRONG120-0,0.85,0.006111566394824408,0.6940359473228455,0.2019924819469452,0.4179919918366724
study01_layout_01_heldout_00,study01,study01/study01_p02,DIFF-RAW-WRONG120-0,0.925,0.0068083915795231695,0.667039155960083,0.21697300672531128,0.44448359870310733
study01_layout_01_heldout_00,study01,study01/study01_p02,DIFF-RAW-WRONG120-0,1.0,0.007487733784163821,0.640042245388031,0.2314399629831314,0.46934213240504596
study01_layout_01_heldout_00,study01,study01/study01_p02,DIFF-RAW-WRONG120-1,0.5,0.0031919315826661604,0.8695217669010162,0.09291430562734604,0.19454963108985765
study01_layout_01_heldout_00,study01,study01/study01_p02,DIFF-RAW-WRONG120-1,0.65,0.0042999277035866285,0.8303783386945724,0.11992241442203522,0.24492183310952356
study01_layout_01_heldout_00,study01,study01/study01_p02,DIFF-RAW-WRONG120-1,0.75,0.005070860080164052,0.8042825758457184,0.1376289427280426,0.2764628292384774
study01_layout_01_heldout_00,study01,study01/study01_p02,DIFF-RAW-WRONG120-1,0.85,0.00586146044801792,0.7781869471073151,0.15506283938884735,0.3063754077327011
study01_layout_01_heldout_00,study01,study01/study01_p02,DIFF-RAW-WRONG120-1,0.925,0.00646287751191392,0.7586152404546738,0.16794060170650482,0.3277434344762878
study01_layout_01_heldout_00,study01,study01/study01_p02,DIFF-RAW-WRONG120-1,1.0,0.007067440928698612,0.7390435338020325,0.1806337833404541,0.34819930105861885
study01_layout_01_heldout_00,study01,study01/study01_p03,DIFF-POP,0.5,0.009394082979395466,0.856688529253006,0.09823577851057053,0.17943579966440795
study01_layout_01_heldout_00,study01,study01/study01_p03,DIFF-POP,0.65,0.012496540804618386,0.8136950433254242,0.12582455575466156,0.22340801198488222
study01_layout_01_heldout_00,study01,study01/study01_p03,DIFF-POP,0.75,0.014521448343093026,0.7850327640771866,0.14358556270599365,0.25020936361773716
study01_layout_01_heldout_00,study01,study01/study01_p03,DIFF-POP,0.85,0.016419341884039602,0.7563704252243042,0.16078831255435944,0.2750067207085133
study01_layout_01_heldout_00,study01,study01/study01_p03,DIFF-POP,0.925,0.01769833459422506,0.7348737418651581,0.17330189049243927,0.29229358097001285
study01_layout_01_heldout_00,study01,study01/study01_p03,DIFF-POP,1.0,0.01880603148762522,0.713377058506012,0.18546845018863678,0.308460043305539
study01_layout_01_heldout_00,study01,study01/study01_p03,DIFF-MATCH120,0.5,0.004488913631387828,0.8588163256645203,0.09179853647947311,0.1761914463971484
study01_layout_01_heldout_00,study01,study01/study01_p03,DIFF-MATCH120,0.65,0.006149439927961298,0.8164611607789993,0.1177896186709404,0.21945453574919138
study01_layout_01_heldout_00,study01,study01/study01_p03,DIFF-MATCH120,0.75,0.007282510881536988,0.7882244735956192,0.13460718095302582,0.24585243563392536
study01_layout_01_heldout_00,study01,study01/study01_p03,DIFF-MATCH120,0.85,0.008388775208129959,0.7599876374006271,0.15097838640213013,0.27030249877796253
study01_layout_01_heldout_00,study01,study01/study01_p03,DIFF-MATCH120,0.925,0.009185155395996472,0.7388102412223816,0.16295211017131805,0.2873661583476503
study01_layout_01_heldout_00,study01,study01/study01_p03,DIFF-MATCH120,1.0,0.009952456280910252,0.7176326513290405,0.17465609312057495,0.30334172162487016
study01_layout_01_heldout_00,study01,study01/study01_p03,DIFF-EB-FIXED120,0.5,0.009406131114168409,0.8545681089162827,0.101823590695858,0.1829536612946995
study01_layout_01_heldout_00,study01,study01/study01_p03,DIFF-EB-FIXED120,0.65,0.012509443411796259,0.8109385520219803,0.13058753311634064,0.22765396743305066
study01_layout_01_heldout_00,study01,study01/study01_p03,DIFF-EB-FIXED120,0.75,0.01451065169711565,0.781852200627327,0.14914874732494354,0.254856704042193
study01_layout_01_heldout_00,study01,study01/study01_p03,DIFF-EB-FIXED120,0.85,0.01634640831114917,0.752765879034996,0.1671592891216278,0.27998821268631097
study01_layout_01_heldout_00,study01,study01/study01_p03,DIFF-EB-FIXED120,0.925,0.017548132398775937,0.7309510409832001,0.18027910590171814,0.2974815576950329
study01_layout_01_heldout_00,study01,study01/study01_p03,DIFF-EB-FIXED120,1.0,0.018557212122812354,0.7091362178325653,0.1930452436208725,0.3138166791215439
study01_layout_01_heldout_00,study01,study01/study01_p03,DIFF-RAW-SHUFFLED120,0.5,0.00913588023455493,0.8565758764743805,0.097022145986557,0.17947784153490196
study01_layout_01_heldout_00,study01,study01/study01_p03,DIFF-RAW-SHUFFLED120,0.65,0.012136129341248802,0.813548743724823,0.12457218766212463,0.22346949013860445
study01_layout_01_heldout_00,study01,study01/study01_p03,DIFF-RAW-SHUFFLED120,0.75,0.014082873304342401,0.7848638147115707,0.14239776134490967,0.2502839720174138
study01_layout_01_heldout_00,study01,study01/study01_p03,DIFF-RAW-SHUFFLED120,0.85,0.01589362695813179,0.7561790347099304,0.15973685681819916,0.27509385209434667
study01_layout_01_heldout_00,study01,study01/study01_p03,DIFF-RAW-SHUFFLED120,0.925,0.017100855330776037,0.73466557264328,0.17239868640899658,0.292389269534554
study01_layout_01_heldout_00,study01,study01/study01_p03,DIFF-RAW-SHUFFLED120,1.0,0.018128769167152975,0.713151752948761,0.18475443124771118,0.30856319408792654
study01_layout_01_heldout_00,study01,study01/study01_p03,DIFF-RAW-WRONG120-0,0.5,0.009129627334788962,0.8455599546432495,0.1134076789021492,0.18516031814111536
study01_layout_01_heldout_00,study01,study01/study01_p03,DIFF-RAW-WRONG120-0,0.65,0.012326334249870535,0.7992280274629593,0.1437903791666031,0.22965664519382936
study01_layout_01_heldout_00,study01,study01/study01_p03,DIFF-RAW-WRONG120-0,0.75,0.014472119068598438,0.7683399170637131,0.16304805874824524,0.25654347070206246
study01_layout_01_heldout_00,study01,study01/study01_p03,DIFF-RAW-WRONG120-0,0.85,0.01654564887927524,0.7374520003795624,0.18178905546665192,0.28123551365649624
study01_layout_01_heldout_00,study01,study01/study01_p03,DIFF-RAW-WRONG120-0,0.925,0.017992811470196164,0.7142859399318695,0.1957395374774933,0.29833026189452266
study01_layout_01_heldout_00,study01,study01/study01_p03,DIFF-RAW-WRONG120-0,1.0,0.01929004736051991,0.691119909286499,0.20939332246780396,0.3142182434074865
study01_layout_01_heldout_00,study01,study01/study01_p03,DIFF-RAW-WRONG120-1,0.5,0.009131023692416737,0.8628339320421219,0.0965091809630394,0.16428340253414234
study01_layout_01_heldout_00,study01,study01/study01_p03,DIFF-RAW-WRONG120-1,0.65,0.012028990457926325,0.8216841518878937,0.12303803116083145,0.20506443357464432
study01_layout_01_heldout_00,study01,study01/study01_p03,DIFF-RAW-WRONG120-1,0.75,0.013823637160761605,0.7942508906126022,0.1399175077676773,0.23011414461769947
study01_layout_01_heldout_00,study01,study01/study01_p03,DIFF-RAW-WRONG120-1,0.85,0.015471396678737523,0.766817718744278,0.1561216115951538,0.25347368468037673
study01_layout_01_heldout_00,study01,study01/study01_p03,DIFF-RAW-WRONG120-1,0.925,0.016612447565421462,0.7462427914142609,0.16782686114311218,0.26989573141651246
study01_layout_01_heldout_00,study01,study01/study01_p03,DIFF-RAW-WRONG120-1,1.0,0.017669052110406862,0.7256678640842438,0.1791606843471527,0.2853869337574071
study01_layout_01_heldout_01,study01,study01/study01_p04,DIFF-POP,0.5,0.0146006543574662,0.8933099806308746,0.055834829807281494,0.1066640960168061
study01_layout_01_heldout_01,study01,study01/study01_p04,DIFF-POP,0.65,0.01959901383339331,0.8613029718399048,0.07002360373735428,0.133817061782816
study01_layout_01_heldout_01,study01,study01/study01_p04,DIFF-POP,0.75,0.022979824988428377,0.8399650007486343,0.07878677546977997,0.15069378374305584
study01_layout_01_heldout_01,study01,study01/study01_p04,DIFF-POP,0.85,0.02638306453470783,0.8186270147562027,0.0870012640953064,0.16659817093352128
study01_layout_01_heldout_01,study01,study01/study01_p04,DIFF-POP,0.925,0.028938666371435953,0.802623525261879,0.09283216297626495,0.17789286405933524
study01_layout_01_heldout_01,study01,study01/study01_p04,DIFF-POP,1.0,0.03147882984244618,0.7866199612617493,0.09838477522134781,0.18864830288319118
study01_layout_01_heldout_01,study01,study01/study01_p04,DIFF-MATCH120,0.5,0.012620791857098704,0.8736839294433594,0.09132613241672516,0.1478119731217259
study01_layout_01_heldout_01,study01,study01/study01_p04,DIFF-MATCH120,0.65,0.017131375245236113,0.8357891589403152,0.11636094748973846,0.1847906144596139
study01_layout_01_heldout_01,study01,study01/study01_p04,DIFF-MATCH120,0.75,0.020200010228516724,0.8105258643627167,0.1323237419128418,0.20756670525805188
study01_layout_01_heldout_01,study01,study01/study01_p04,DIFF-MATCH120,0.85,0.023216537922492314,0.7852626740932465,0.14764076471328735,0.22884731116006937
study01_layout_01_heldout_01,study01,study01/study01_p04,DIFF-MATCH120,0.925,0.025383164793060256,0.7663152515888214,0.15867659449577332,0.24382958134134278
study01_layout_01_heldout_01,study01,study01/study01_p04,DIFF-MATCH120,1.0,0.027421816123713708,0.7473678290843964,0.16930453479290009,0.25797618794347604
study01_layout_01_heldout_01,study01,study01/study01_p04,DIFF-EB-FIXED120,0.5,0.01387893093814109,0.8854950517416,0.06725996732711792,0.12056566537332272
study01_layout_01_heldout_01,study01,study01/study01_p04,DIFF-EB-FIXED120,0.65,0.018862528975346474,0.8511436432600021,0.0849343091249466,0.15101644468632855
study01_layout_01_heldout_01,study01,study01/study01_p04,DIFF-EB-FIXED120,0.75,0.022306793995586965,0.828242614865303,0.09600018709897995,0.16986716540717237
study01_layout_01_heldout_01,study01,study01/study01_p04,DIFF-EB-FIXED120,0.85,0.02576891081568239,0.8053416758775711,0.1064947247505188,0.18756562405778276
study01_layout_01_heldout_01,study01,study01/study01_p04,DIFF-EB-FIXED120,0.925,0.028324170415450267,0.788165956735611,0.11397611349821091,0.200087648792926
study01_layout_01_heldout_01,study01,study01/study01_p04,DIFF-EB-FIXED120,1.0,0.03079915818244476,0.7709901034832001,0.12113021314144135,0.2119689792942361
study01_layout_01_heldout_01,study01,study01/study01_p04,DIFF-RAW-SHUFFLED120,0.5,0.011007800634051185,0.8610422164201736,0.11424942314624786,0.18501218137535344
study01_layout_01_heldout_01,study01,study01/study01_p04,DIFF-RAW-SHUFFLED120,0.65,0.014999771570979523,0.819354921579361,0.14637577533721924,0.23089323374697257
study01_layout_01_heldout_01,study01,study01/study01_p04,DIFF-RAW-SHUFFLED120,0.75,0.017684707418084145,0.7915633320808411,0.16699820756912231,0.25901696527856044
study01_layout_01_heldout_01,study01,study01/study01_p04,DIFF-RAW-SHUFFLED120,0.85,0.020279769014952514,0.7637718617916107,0.1868811994791031,0.28517149450974294
study01_layout_01_heldout_01,study01,study01/study01_p04,DIFF-RAW-SHUFFLED120,0.925,0.022110167103980116,0.742928147315979,0.20124779641628265,0.30349609533936656
study01_layout_01_heldout_01,study01,study01/study01_p04,DIFF-RAW-SHUFFLED120,1.0,0.02380526659945989,0.7220844030380249,0.21509738266468048,0.3207147397459868
study01_layout_01_heldout_01,study01,study01/study01_p04,DIFF-RAW-WRONG120-0,0.5,0.01173192643207209,0.8698495477437973,0.10261649638414383,0.16217279113519173
study01_layout_01_heldout_01,study01,study01/study01_p04,DIFF-RAW-WRONG120-0,0.65,0.016039806450235436,0.830804318189621,0.1309981644153595,0.20284627408194017
study01_layout_01_heldout_01,study01,study01/study01_p04,DIFF-RAW-WRONG120-0,0.75,0.019000940627000973,0.8047743439674377,0.14913026988506317,0.22792938342135352
study01_layout_01_heldout_01,study01,study01/study01_p04,DIFF-RAW-WRONG120-0,0.85,0.021932832872623514,0.7787441164255142,0.16656050086021423,0.2513925184607713
study01_layout_01_heldout_01,study01,study01/study01_p04,DIFF-RAW-WRONG120-0,0.925,0.024049745792330338,0.7592215538024902,0.179134801030159,0.26793026083821186
study01_layout_01_heldout_01,study01,study01/study01_p04,DIFF-RAW-WRONG120-0,1.0,0.026047887409041667,0.7396990954875946,0.1912529170513153,0.2835627771429973
study01_layout_01_heldout_01,study01,study01/study01_p05,DIFF-POP,0.5,0.019802230586907985,0.8682354241609573,0.06727142632007599,0.10435606471674254
study01_layout_01_heldout_01,study01,study01/study01_p05,DIFF-POP,0.65,0.025873351143673062,0.8287059962749481,0.08410582691431046,0.12862795731481014
study01_layout_01_heldout_01,study01,study01/study01_p05,DIFF-POP,0.75,0.029866996975936755,0.8023531585931778,0.09432519227266312,0.14302974572478955
study01_layout_01_heldout_01,study01,study01/study01_p05,DIFF-POP,0.85,0.03380353669314805,0.7760001122951508,0.1037147045135498,0.15602006461383633
study01_layout_01_heldout_01,study01,study01/study01_p05,DIFF-POP,0.925,0.03669941491158357,0.7562355250120163,0.11020482331514359,0.16484383221165289
study01_layout_01_heldout_01,study01,study01/study01_p05,DIFF-POP,1.0,0.03952635769282692,0.7364708483219147,0.11622089147567749,0.17288642450277328
study01_layout_01_heldout_01,study01,study01/study01_p05,DIFF-MATCH120,0.5,0.011816073538221672,0.8589982986450195,0.09156901389360428,0.1206519363850602
study01_layout_01_heldout_01,study01,study01/study01_p05,DIFF-MATCH120,0.65,0.015561822986487159,0.8166978061199188,0.11593722552061081,0.14906830862970658
study01_layout_01_heldout_01,study01,study01/study01_p05,DIFF-MATCH120,0.75,0.018018299264126805,0.7884974926710129,0.13121049106121063,0.16603875328421241
study01_layout_01_heldout_01,study01,study01/study01_p05,DIFF-MATCH120,0.85,0.020400018864792993,0.7602972686290741,0.14564315974712372,0.18144040095890895
study01_layout_01_heldout_01,study01,study01/study01_p05,DIFF-MATCH120,0.925,0.02211587741200266,0.7391469478607178,0.15587788820266724,0.1919682522082633
study01_layout_01_heldout_01,study01,study01/study01_p05,DIFF-MATCH120,1.0,0.023756051717069127,0.7179965972900391,0.16560690104961395,0.20162436003470013
study01_layout_01_heldout_01,study01,study01/study01_p05,DIFF-EB-FIXED120,0.5,0.012958895069836024,0.8596835136413574,0.09435383975505829,0.12377341401606978
study01_layout_01_heldout_01,study01,study01/study01_p05,DIFF-EB-FIXED120,0.65,0.01711956987253807,0.8175885379314423,0.11947115510702133,0.15318219420860887
study01_layout_01_heldout_01,study01,study01/study01_p05,DIFF-EB-FIXED120,0.75,0.01986885324505895,0.7895252257585526,0.1352015733718872,0.17082771216386874
study01_layout_01_heldout_01,study01,study01/study01_p05,DIFF-EB-FIXED120,0.85,0.022553739844468124,0.761461928486824,0.1500573754310608,0.18691468858565738
study01_layout_01_heldout_01,study01,study01/study01_p05,DIFF-EB-FIXED120,0.925,0.024501833791748195,0.7404144108295441,0.16058115661144257,0.19796292506499683
study01_layout_01_heldout_01,study01,study01/study01_p05,DIFF-EB-FIXED120,1.0,0.026376615294480113,0.7193670272827148,0.1705625206232071,0.2081445695580714
study01_layout_01_heldout_01,study01,study01/study01_p05,DIFF-RAW-SHUFFLED120,0.5,0.012674744634343107,0.8594645857810974,0.09430176019668579,0.13583003586409192
study01_layout_01_heldout_01,study01,study01/study01_p05,DIFF-RAW-SHUFFLED120,0.65,0.01689109447861796,0.817303940653801,0.11917250603437424,0.16872858123473775
study01_layout_01_heldout_01,study01,study01/study01_p05,DIFF-RAW-SHUFFLED120,0.75,0.01971647932579547,0.7891969382762909,0.13472403585910797,0.18866931092316772
study01_layout_01_heldout_01,study01,study01/study01_p05,DIFF-RAW-SHUFFLED120,0.85,0.02250569608415766,0.7610898613929749,0.14947615563869476,0.20702690394286952
study01_layout_01_heldout_01,study01,study01/study01_p05,DIFF-RAW-SHUFFLED120,0.925,0.0245450306362633,0.7400094866752625,0.16003049910068512,0.2197621573306851
study01_layout_01_heldout_01,study01,study01/study01_p05,DIFF-RAW-SHUFFLED120,1.0,0.026513492600221567,0.7189291715621948,0.1701895147562027,0.23161726981445033
study01_layout_01_heldout_01,study01,study01/study01_p05,DIFF-RAW-WRONG120-0,0.5,0.014365961991957027,0.8606357574462891,0.08588947355747223,0.11898929774259089
study01_layout_01_heldout_01,study01,study01/study01_p05,DIFF-RAW-WRONG120-0,0.65,0.018842864083126187,0.8188265115022659,0.10870599746704102,0.146973581337525
study01_layout_01_heldout_01,study01,study01/study01_p05,DIFF-RAW-WRONG120-0,0.75,0.021761159838080912,0.7909536212682724,0.12299478054046631,0.16366607627880891
study01_layout_01_heldout_01,study01,study01/study01_p05,DIFF-RAW-WRONG120-0,0.85,0.024576533055896382,0.763080820441246,0.13648509979248047,0.17879443622321398
study01_layout_01_heldout_01,study01,study01/study01_p05,DIFF-RAW-WRONG120-0,0.925,0.026595501108737332,0.7421761751174927,0.14604726433753967,0.18911833373011525
study01_layout_01_heldout_01,study01,study01/study01_p05,DIFF-RAW-WRONG120-0,1.0,0.028517610971526844,0.7212715148925781,0.15510927140712738,0.19856954744934494
study02_layout_02_heldout_03,study02,study02/study02_p11,DIFF-POP,0.5,0.006229395257832948,0.8563755303621292,0.06926897913217545,0.16949106899774863
study02_layout_02_heldout_03,study02,study02/study02_p11,DIFF-POP,0.65,0.00858989291737089,0.8132880479097366,0.08746231347322464,0.2114582606571974
study02_layout_02_heldout_03,study02,study02/study02_p11,DIFF-POP,0.75,0.010270103099173866,0.7845632433891296,0.09878652542829514,0.23719824634988126
study02_layout_02_heldout_03,study02,study02/study02_p11,DIFF-POP,0.85,0.012015435931971297,0.7558383345603943,0.1094757467508316,0.2611658257790603
study02_layout_02_heldout_03,study02,study02/study02_p11,DIFF-POP,0.925,0.013352686670259573,0.7342946529388428,0.11707635968923569,0.2779888893848937
study02_layout_02_heldout_03,study02,study02/study02_p11,DIFF-POP,1.0,0.014700415944389533,0.7127510607242584,0.1243303120136261,0.2938330698344561
