absolute_path,accepted,digest,methods,panel,participant,producing_job,rows,sessions,tasks,wrong_donors
/home/infres/yinwang/denoiseNet_counterfactual_operator_v19/results/cgdr/counterfactual_operator_headroom_v19/o0_natural/sub-18.csv,1,sha256:7373a5aaa12eafeccce076b05bb463076f29c26b6179fecd6787e57310da5bed,CHANNEL_PERM;GAIN_MATCH;GAIN_POP;GAIN_WRONG;MATCH;NULL;POP;TIME_SHIFT;WRONG,natural,sub-18,934248,15910,3,ERP;SSVEP,15
/home/infres/yinwang/denoiseNet_counterfactual_operator_v19/results/cgdr/counterfactual_operator_headroom_v19/o0_paired/sub-18.csv,1,sha256:50d1bc1419102bc85f3c9ee2d67cca2dd270afaa1052e1f173b573eb53009708,CHANNEL_PERM;GAIN_MATCH;GAIN_POP;GAIN_WRONG;MATCH;NULL;POP;QUERY_ORACLE;TIME_SHIFT;WRONG,paired,sub-18,934231,2736,3,ERP;SSVEP,15
