adjacent_latent_rms_ratio,clipped_fraction,finite,latent_rms,mapped_contamination_rms,predicted_v_rms,predicted_x0_rms,reverse_index,sample_index,timestep
,0.004999999888241291,True,1.0030438899993896,0.7265132069587708,0.7522005438804626,0.7388225197792053,0,0,999
0.9950064363716639,0.004999999888241291,True,0.9979219436645508,0.7225513458251953,0.7542791962623596,0.7345331311225891,1,0,989
0.9954997818563556,0.004999999888241291,True,0.992938756942749,0.7211301326751709,0.7530949711799622,0.7278517484664917,2,0,979
0.9957379439428165,0.004999999888241291,True,0.9884703159332275,0.7215178608894348,0.7530752420425415,0.7235677242279053,3,0,969
0.9959407377137387,0.004999999888241291,True,0.9842574000358582,0.732024073600769,0.7642951011657715,0.7311601042747498,4,0,959
0.9956069742627842,0.004999999888241291,True,0.980262041091919,0.7218291759490967,0.7584285140037537,0.72111576795578,5,0,949
0.9962063831164627,0.004999999888241291,True,0.9759557247161865,0.7273033261299133,0.7642849087715149,0.724002480506897,6,0,938
0.9964667088122737,0.005185185000300407,True,0.9722533226013184,0.7456653714179993,0.7813252806663513,0.7391250133514404,7,0,928
0.9966032507550416,0.004999999888241291,True,0.9688180685043335,0.7343268990516663,0.7683960199356079,0.7256984114646912,8,0,918
0.9964944444543903,0.004999999888241291,True,0.9655272364616394,0.7257739305496216,0.763672411441803,0.7174549698829651,9,0,908
0.9969077701482332,0.005486111156642437,True,0.9621425271034241,0.7391151785850525,0.7722011804580688,0.7272949814796448,10,0,898
0.9969140869732946,0.004999999888241291,True,0.9591673612594604,0.7329584360122681,0.7666530609130859,0.7221111059188843,11,0,888
0.997059685027875,0.004999999888241291,True,0.9562074542045593,0.7314882874488831,0.764297366142273,0.720751941204071,12,0,878
0.9971642346337484,0.0056597222574055195,True,0.9533959031105042,0.7416242957115173,0.7738139629364014,0.7286046147346497,13,0,868
0.9972639446970747,0.005694444291293621,True,0.9506922960281372,0.7393065690994263,0.7700391411781311,0.7262921333312988,14,0,858
0.9972992513043549,0.004999999888241291,True,0.9480911493301392,0.7339348793029785,0.7642725706100464,0.7224913239479065,15,0,848
0.997078111581706,0.004999999888241291,True,0.9455305933952332,0.7295753359794617,0.7588660717010498,0.7179297208786011,16,0,838
0.997249355441164,0.005532407201826572,True,0.942767858505249,0.7401426434516907,0.773238480091095,0.729641318321228,17,0,827
0.9972695365959378,0.004999999888241291,True,0.9401746392250061,0.7320924401283264,0.7625958323478699,0.7208088636398315,18,0,817
0.996999766821585,0.004999999888241291,True,0.9376075267791748,0.7276433110237122,0.7651286721229553,0.7172602415084839,19,0,807
0.9970870831675248,0.004999999888241291,True,0.9347944855690002,0.7357232570648193,0.7702615261077881,0.7245782613754272,20,0,797
0.9970363032863493,0.004999999888241291,True,0.9320715069770813,0.7357906103134155,0.770799458026886,0.7243125438690186,21,0,787
0.9969473203508128,0.004999999888241291,True,0.9293091297149658,0.7368522882461548,0.7739258408546448,0.7253246307373047,22,0,777
0.9968988572485504,0.004999999888241291,True,0.9264722466468811,0.7425019145011902,0.7818077802658081,0.731293797492981,23,0,767
0.9968539740318141,0.004999999888241291,True,0.923599123954773,0.7399749159812927,0.780038058757782,0.7294211983680725,24,0,757
0.9967182577115473,0.004999999888241291,True,0.9206934571266174,0.7468404173851013,0.7917540669441223,0.736532986164093,25,0,747
0.9966216508061422,0.004999999888241291,True,0.9176719784736633,0.73897784948349,0.7858759760856628,0.7290412187576294,26,0,737
0.9961562093977255,0.004999999888241291,True,0.9145717620849609,0.7435372471809387,0.79488605260849,0.7334614396095276,27,0,727
