combined_score,diffusion_loss,loss,one_step_loss,phase,step
,,2.5040524005889893,,anchor,1
,,0.11268293857574463,,anchor,250
,,0.0843239352107048,,anchor,500
,,0.027146099135279655,,anchor,750
,,0.024985328316688538,,anchor,1000
,,0.03844546526670456,,anchor,1250
,,0.019723106175661087,,anchor,1500
,,0.01617218367755413,,anchor,1750
,,0.013437073677778244,,anchor,2000
,,0.018155263736844063,,anchor,2250
,,0.01011647004634142,,anchor,2500
,,0.01351500116288662,,anchor,2750
,,0.01133305300027132,,anchor,3000
,,0.011160528287291527,,anchor,3250
,,0.009889207780361176,,anchor,3500
,,0.011888556182384491,,anchor,3750
,,0.00924800056964159,,anchor,4000
,,0.01098957285284996,,anchor,4250
,,0.007522864732891321,,anchor,4500
,,0.007160985376685858,,anchor,4750
,,0.008107496425509453,,anchor,5000
,,0.028827175498008728,,anchor,5250
,,0.0060734073631465435,,anchor,5500
,,0.005537812598049641,,anchor,5750
,,0.00588096771389246,,anchor,6000
,,0.005423192400485277,,anchor,6250
,,0.0061192819848656654,,anchor,6500
,,0.006086338311433792,,anchor,6750
,,0.005258031189441681,,anchor,7000
,,0.004535204730927944,,anchor,7250
,,0.004681709688156843,,anchor,7500
,,0.005288342479616404,,anchor,7750
,,0.004456578753888607,,anchor,8000
,,0.027025099843740463,,one_step,1
,,0.31626832485198975,,diffusion,1
,,0.004031206015497446,,one_step,250
,,0.18399272859096527,,diffusion,250
0.32816118001937866,0.20271089673042297,,0.1254502832889557,validation,250
,,0.0038011688739061356,,one_step,500
,,0.17678293585777283,,diffusion,500
0.311345674097538,0.18641994893550873,,0.12492572516202927,validation,500
,,0.0032969119492918253,,one_step,750
,,0.16176390647888184,,diffusion,750
0.30068427324295044,0.17461557686328888,,0.12606869637966156,validation,750
,,0.002778066322207451,,one_step,1000
,,0.15029564499855042,,diffusion,1000
0.291828453540802,0.1663481593132019,,0.1254802942276001,validation,1000
,,0.0037405213806778193,,one_step,1250
,,0.14391720294952393,,diffusion,1250
0.28797364234924316,0.16117018461227417,,0.126803457736969,validation,1250
,,0.0037483754567801952,,one_step,1500
,,0.1393575668334961,,diffusion,1500
0.28226763010025024,0.1569003164768219,,0.12536731362342834,validation,1500
,,0.0032565949950367212,,one_step,1750
,,0.13368459045886993,,diffusion,1750
0.2821067273616791,0.155467689037323,,0.12663903832435608,validation,1750
,,0.0029862942174077034,,one_step,2000
,,0.13360123336315155,,diffusion,2000
0.27790771424770355,0.15159544348716736,,0.1263122707605362,validation,2000
,,0.0036812759935855865,,one_step,2250
,,0.1267576664686203,,diffusion,2250
0.27472323179244995,0.1478738933801651,,0.12684933841228485,validation,2250
,,0.0025298413820564747,,one_step,2500
,,0.12315394729375839,,diffusion,2500
0.27263243496418,0.1465645134449005,,0.12606792151927948,validation,2500
,,0.003252099035307765,,one_step,2750
,,0.12036903202533722,,diffusion,2750
0.27320994436740875,0.14512981474399567,,0.12808012962341309,validation,2750
,,0.002633047988638282,,one_step,3000
,,0.118503138422966,,diffusion,3000
0.26794710755348206,0.14264458417892456,,0.1253025233745575,validation,3000
,,0.0023114322684705257,,one_step,3250
,,0.11661578714847565,,diffusion,3250
0.26869548857212067,0.14203613996505737,,0.1266593486070633,validation,3250
,,0.0024007968604564667,,one_step,3500
,,0.1156749427318573,,diffusion,3500
0.26712605357170105,0.14049336314201355,,0.1266326904296875,validation,3500
,,0.0021849251352250576,,one_step,3750
,,0.11478747427463531,,diffusion,3750
0.2653236538171768,0.13899686932563782,,0.126326784491539,validation,3750
,,0.0018887871410697699,,one_step,4000
,,0.1140442043542862,,diffusion,4000
0.26367026567459106,0.13833816349506378,,0.12533210217952728,validation,4000
,,0.001591236679814756,,one_step,4250
,,0.11338326334953308,,diffusion,4250
0.26433393359184265,0.1377483755350113,,0.12658555805683136,validation,4250
,,0.0014556661481037736,,one_step,4500
,,0.11304834485054016,,diffusion,4500
0.2634868770837784,0.13726647198200226,,0.12622040510177612,validation,4500
,,0.001071983715519309,,one_step,4750
,,0.11232180893421173,,diffusion,4750
0.2641160637140274,0.13706952333450317,,0.12704654037952423,validation,4750
,,0.0009095104178413749,,one_step,5000
,,0.11266758292913437,,diffusion,5000
0.2633790224790573,0.13649171590805054,,0.12688730657100677,validation,5000
,,0.0008272147388197482,,one_step,5250
,,0.11209550499916077,,diffusion,5250
0.2625684142112732,0.13619641959667206,,0.12637199461460114,validation,5250
,,0.0009632580913603306,,one_step,5500
,,0.1112201139330864,,diffusion,5500
0.2625897526741028,0.1362769901752472,,0.1263127624988556,validation,5500
,,0.0008700206526555121,,one_step,5750
,,0.11244536936283112,,diffusion,5750
0.26195646822452545,0.13589300215244293,,0.12606346607208252,validation,5750
,,0.0007805786444805562,,one_step,6000
,,0.112678162753582,,diffusion,6000
0.2609270513057709,0.13447219133377075,,0.12645485997200012,validation,6000
,,0.0006235749460756779,,one_step,6250
,,0.11023250222206116,,diffusion,6250
0.2627693861722946,0.13610804080963135,,0.12666134536266327,validation,6250
,,0.0006024429458193481,,one_step,6500
,,0.1100437343120575,,diffusion,6500
0.2605822682380676,0.13458293676376343,,0.1259993314743042,validation,6500
,,0.0007181973196566105,,one_step,6750
,,0.10908889770507812,,diffusion,6750
0.2586555629968643,0.13282707333564758,,0.12582848966121674,validation,6750
,,0.0005857876385562122,,one_step,7000
,,0.10739214718341827,,diffusion,7000
0.25598616898059845,0.13024070858955383,,0.12574546039104462,validation,7000
,,0.0007537523051723838,,one_step,7250
,,0.10736741125583649,,diffusion,7250
0.2565901130437851,0.13051049411296844,,0.12607961893081665,validation,7250
,,0.00044039846397936344,,one_step,7500
,,0.10674422979354858,,diffusion,7500
0.25631648302078247,0.13009107112884521,,0.12622541189193726,validation,7500
,,0.0007190194446593523,,one_step,7750
,,0.10692024230957031,,diffusion,7750
0.2553090304136276,0.12929879128932953,,0.1260102391242981,validation,7750
,,0.00038185445009730756,,one_step,8000
,,0.10650786757469177,,diffusion,8000
0.2553311735391617,0.1291150599718094,,0.1262161135673523,validation,8000
,,0.0004697876574937254,,one_step,8250
,,0.10652054101228714,,diffusion,8250
0.25539956986904144,0.12904129922389984,,0.1263582706451416,validation,8250
,,0.000498603971209377,,one_step,8500
,,0.10644418001174927,,diffusion,8500
0.25471390783786774,0.12849700450897217,,0.12621690332889557,validation,8500
,,0.0003720550157595426,,one_step,8750
,,0.10573473572731018,,diffusion,8750
