job_id,experiment,stage,resource,terminal_state,recovery_of,superseded_by
932425,diffusion_fair_neural_prior,final,cpu,recorded_terminal_state_unknown,,
932427,diffusion_fair_neural_prior,clean-import,cpu,recorded_terminal_state_unknown,,
919867,diffusion_incremental_decision,COMPLETED,cpu,completed,,
920060,diffusion_incremental_decision,inconclusive_natural_comparator_not_yet_run,unknown,completed,,
920061,diffusion_incremental_decision,333_passed,unknown,completed,,
920476,diffusion_incremental_decision,15_folds_43_success_1_blocked,unknown,completed,,
920485,diffusion_incremental_decision,natural_status_inconclusive,unknown,completed,,
920555,diffusion_incremental_decision,335_passed_1_stale_test_expectation,unknown,failed_or_cancelled,,
920583,diffusion_incremental_decision,336_passed,unknown,completed,,
920585,diffusion_incremental_decision,protocol_scoped_inconclusive_family_wide_not_tested,unknown,completed,,
919797,eegdfus_benchmark,14_tests_and_real_headers,cpu,completed,,
919798,eegdfus_benchmark,upstream_RRMSE_s_denominator_shape_400_vs_512,unknown,failed_or_cancelled,,
919799,eegdfus_benchmark,not_run,unknown,recorded_terminal_state_unknown,,
919807,eegdfus_benchmark,cpu_validation_after_spectral_metric_compatibility|919807|cpu,cpu,recorded_terminal_state_unknown,,
919808,eegdfus_benchmark,afterok:919807,gpu,recorded_terminal_state_unknown,,
919809,eegdfus_benchmark,8_of_8_cells_88_metrics_44_pairs,unknown,completed,,
919832,eegdfus_benchmark,COMPLETED,cpu,completed,,
919833,eegdfus_benchmark,scientific_result_eligible_local_benchmark,unknown,completed,,
920060,eegdfus_benchmark,inconclusive_natural_SGE_gate_not_run,unknown,completed,,
920061,eegdfus_benchmark,333_passed,unknown,completed,,
920066,eegdfus_benchmark,COMPLETED,cpu,completed,,
920068,eegdfus_benchmark,COMPLETED,cpu,completed,,
920070,eegdfus_benchmark,COMPLETED,cpu,completed,,
920072,eegdfus_benchmark,COMPLETED,cpu,completed,,
919844,klados_conditional_diffusion,COMPLETED,cpu,completed,,
919848,klados_conditional_diffusion,afterok:919843,gpu,failed_or_cancelled,,
919849,klados_conditional_diffusion,afterok:919848,gpu,failed_or_cancelled,,
919850,klados_conditional_diffusion,COMPLETED,cpu,completed,,
919858,klados_conditional_diffusion,array:0-2%3,gpu,completed,,
919867,klados_conditional_diffusion,COMPLETED,cpu,completed,,
919875,klados_conditional_diffusion,array:0-7%8,gpu,completed,,
919906,klados_conditional_diffusion,COMPLETED,cpu,completed,,
919907,klados_conditional_diffusion,FAILED_CONTRACT,cpu,failed_or_cancelled,,
919916,klados_conditional_diffusion,COMPLETED,cpu,completed,,
919935,klados_conditional_diffusion,COMPLETED,cpu,completed,,
919944,klados_conditional_diffusion,COMPLETED,cpu,completed,,
919945,klados_conditional_diffusion,afterok:919944,gpu,completed,,
919946,klados_conditional_diffusion,afterok:919945,cpu,completed,,
919947,klados_conditional_diffusion,afterok:919946,gpu,completed,,
919948,klados_conditional_diffusion,"afterok:919947,afterok:919946",cpu-high,completed,,
919968,klados_conditional_diffusion,COMPLETED,cpu,completed,,
919977,klados_conditional_diffusion,COMPLETED,cpu,completed,,
919979,klados_conditional_diffusion,COMPLETED,cpu,completed,,
919982,klados_conditional_diffusion,FAILED,cpu,failed_or_cancelled,,
919984,klados_conditional_diffusion,FAILED,cpu,failed_or_cancelled,,
919985,klados_conditional_diffusion,CANCELLED,cpu-high,failed_or_cancelled,,
919986,klados_conditional_diffusion,COMPLETED,cpu,completed,,
919987,klados_conditional_diffusion,COMPLETED,cpu,completed,,
919988,klados_conditional_diffusion,"afterok:919986,afterok:919987",cpu-high,completed,,
919993,klados_conditional_diffusion,COMPLETED,cpu,completed,,
919994,klados_conditional_diffusion,COMPLETED,cpu,completed,,
919996,klados_conditional_diffusion,COMPLETED,cpu,completed,,
920033,klados_conditional_diffusion,COMPLETED,cpu,completed,,
920037,klados_conditional_diffusion,COMPLETED,cpu,completed,,
920038,klados_conditional_diffusion,COMPLETED,cpu,completed,,
920039,klados_conditional_diffusion,COMPLETED,cpu-high,completed,,
920040,klados_conditional_diffusion,FAILED,cpu,failed_or_cancelled,,
920041,klados_conditional_diffusion,COMPLETED,cpu,completed,,
920042,klados_conditional_diffusion,CANCELLED,cpu-high,failed_or_cancelled,,
920043,klados_conditional_diffusion,COMPLETED,cpu,completed,,
920044,klados_conditional_diffusion,COMPLETED,cpu,completed,,
920045,klados_conditional_diffusion,COMPLETED,cpu-high,completed,,
920047,klados_conditional_diffusion,COMPLETED,cpu,completed,,
920048,klados_conditional_diffusion,COMPLETED,cpu,completed,,
920049,klados_conditional_diffusion,COMPLETED,cpu-high,completed,,
919784,klados_stage3,sim31_complete_engineering_only,gpu,recorded_terminal_state_unknown,,
919785,klados_stage3,single_checkpoint_selection_mixed_query_oracle_geometry,unknown,failed_or_cancelled,,
919786,klados_stage3,not_scientific_evidence,unknown,failed_or_cancelled,,
919787,klados_stage3,not_run,unknown,failed_or_cancelled,,
919825,klados_stage3,COMPLETED,cpu,completed,,
919827,klados_stage3,afterok:919825,gpu,completed,,
919830,klados_stage3,afterok:919827,gpu,completed,,
919831,klados_stage3,afterok:919830,cpu-high,completed,,
919842,klados_stage3,COMPLETED,cpu,completed,,
919843,klados_stage3,selection_asymmetry_detected_before_use,unknown,failed_or_cancelled,,
919850,klados_stage3,COMPLETED,cpu,completed,,
919854,klados_stage3,afterok:919850,gpu,completed,,
919857,klados_stage3,afterok:919854,gpu,completed,,
919876,klados_stage3,afterok:919857,cpu-high,completed,,
924788,literature_guided_exploration_v3,submitted,cpu,recorded_terminal_state_unknown,,
924794,literature_guided_exploration_v3,submitted,cpu,recorded_terminal_state_unknown,,
924795,literature_guided_exploration_v3,submitted,cpu,recorded_terminal_state_unknown,,
924796,literature_guided_exploration_v3,cancelled_before_start_for_A100_idle,A100,failed_or_cancelled,,
924797,literature_guided_exploration_v3,submitted,cpu-high,recorded_terminal_state_unknown,,
924798,literature_guided_exploration_v3,CUDA_system_not_initialized_before_model_execution,A100,recorded_terminal_state_unknown,,
924799,literature_guided_exploration_v3,submitted_same_config,H100,recorded_terminal_state_unknown,,
924800,literature_guided_exploration_v3,submitted,A100,recorded_terminal_state_unknown,,
924826,literature_guided_exploration_v3,submitted,cpu,recorded_terminal_state_unknown,,
924827,literature_guided_exploration_v3,official OSF returned transient HTTP 500 after 1.5G; partial retained,cpu-high,recorded_terminal_state_unknown,,
924828,literature_guided_exploration_v3,completed 26/26; Klados 16 source records and SGE 58 compatible stems with blocked singleton retained,A100,completed,,
924855,literature_guided_exploration_v3,submitted after task slots released,cpu,recorded_terminal_state_unknown,,
924856,literature_guided_exploration_v3,"dependencies cleared only after 26/26 outputs, 15/15 tests, real-record seal, and source refresh completed; Slurm wildcard retained historical requeue failures",unknown,completed,,
924857,literature_guided_exploration_v3,submitted after adding official/mobile import coverage,cpu,recorded_terminal_state_unknown,,
924858,literature_guided_exploration_v3,dependency changed to afterok:924859; no duplicate index job,cpu,recorded_terminal_state_unknown,,
924859,literature_guided_exploration_v3,completed_official_mobile_bci_download; 2973 files; 9125232937 declared bytes,cpu-high,completed,,
924860,literature_guided_exploration_v3,submitted,cpu,recorded_terminal_state_unknown,,
924861,literature_guided_exploration_v3,completed_low_selective_ceiling; full 16 Klados source records and 58/59 SGE stems; deployable selector not trained under frozen ceiling rule,cpu-high,completed,,
924862,literature_guided_exploration_v3,submitted,cpu,recorded_terminal_state_unknown,,
924868,literature_guided_exploration_v3,"EEGOAR NumPy advanced-index assignment transposed sample/channel axes; 14 passed, 1 failed; no science output affected",cpu,failed_or_cancelled,,
924869,literature_guided_exploration_v3,afterany:924828,cpu,recorded_terminal_state_unknown,,
924875,literature_guided_exploration_v3,completed 26/26 tasks; Klados 16 source records and SGE 58 compatible stems with blocked singleton retained,A100,completed,,
924876,literature_guided_exploration_v3,completed; header-only re-index distinguishes four source EOG channels from processed BIDS layout; outcomes unopened,cpu,completed,,
924877,literature_guided_exploration_v3,terminal entry rejected unsupported stage name before any model/data work; no scientific output,gpu,failed_or_cancelled,,
924878,literature_guided_exploration_v3,completed; same header-only index at implementation commit 346609e; no signal outcomes,cpu,completed,,
924879,literature_guided_exploration_v3,completed afterany:924878; 198/198 source records expose 46 EEG + 4 EOG; no signal outcomes,cpu,completed,,
924881,literature_guided_exploration_v3,completed at commit 8d564cc; 15/15 tests and real-record seal passed,cpu,completed,,
924883,literature_guided_exploration_v3,completed at commit 8d564cc; all 13 named official repositories available,cpu,completed,,
924895,literature_guided_exploration_v3,terminal entry rejected unsupported stage name before any model/data work; no scientific output,gpu,failed_or_cancelled,,
924905,literature_guided_exploration_v3,completed 26/26 tasks; Klados 16 source records and SGE 58 compatible stems with blocked singleton retained,A100,completed,,
924908,literature_guided_exploration_v3,submitted after QOS capacity became available; same frozen task list,gpu,recorded_terminal_state_unknown,,
924913,literature_guided_exploration_v3,afterok:924908; concurrency-bounded scheduler chunk,gpu,recorded_terminal_state_unknown,,
924914,literature_guided_exploration_v3,afterok:924913; concurrency-bounded scheduler chunk,gpu,recorded_terminal_state_unknown,,
924915,literature_guided_exploration_v3,afterok:924914; concurrency-bounded scheduler chunk,gpu,recorded_terminal_state_unknown,,
924916,literature_guided_exploration_v3,chunk dependency cleared while only five GPU tasks were active; array throttle remains two and total active v3 GPU tasks remains at most eight,gpu,recorded_terminal_state_unknown,,
924922,literature_guided_exploration_v3,independent P-D chunk released into the remaining two GPU slots; scientific configuration unchanged,gpu,recorded_terminal_state_unknown,,
924923,literature_guided_exploration_v3,independent P-D chunk released after P-B slots freed; total v3 GPU concurrency remains at most eight,gpu,recorded_terminal_state_unknown,,
924931,literature_guided_exploration_v3,throttle restored from one to three after P-B completion; seven v3 GPU tasks active at most,gpu,recorded_terminal_state_unknown,,
924934,literature_guided_exploration_v3,"final independent task released after P-B completed, using the eighth GPU slot",gpu,completed,,
924937,literature_guided_exploration_v3,"all route tables and the route-effect figure were computed, then an empty deployable-selector summary was incorrectly rejected after the frozen low-ceiling outcome",cpu-high,failed_or_cancelled,,
924938,literature_guided_exploration_v3,"completed; 15/15 tests, clean-checkout import, and terminal consistency check passed",cpu,completed,,
924955,literature_guided_exploration_v3,uses accepted stage j4-lora; same frozen tasks and science configuration,gpu,recorded_terminal_state_unknown,,
925016,literature_guided_exploration_v3,"completed; 78/78 metric files, participant/source-record aggregation, 20,000-replicate paired bootstrap, compact tables and figure",cpu-high,completed,,
921365,mainline_subject_residual_diffusion,J0 CPU tests/task generation: 921365,cpu,recorded_terminal_state_unknown,,
921387,mainline_subject_residual_diffusion,J1 L40S technical check: 921387 (afterok:921365),L40S,recorded_terminal_state_unknown,,
921405,mainline_subject_residual_diffusion,"Canceled before allocation after V100 authorization: 921405, 921409, 921410, 921411, 921412",unknown,recorded_terminal_state_unknown,,
921409,mainline_subject_residual_diffusion,J3 A100 Klados evaluation 0-2%8: 921409 (afterok:921405),A100,recorded_terminal_state_unknown,,
921410,mainline_subject_residual_diffusion,J4 A100 SGE evaluation workers 0-7%8: 921410 (afterok:921405; covers all 75 fold-seed tasks),A100,recorded_terminal_state_unknown,,
921411,mainline_subject_residual_diffusion,"J5 cpu-high aggregation/bootstrap: 921411 (afterok:921409,921410)",cpu-high,recorded_terminal_state_unknown,,
921412,mainline_subject_residual_diffusion,J6 CPU final tests/report terminal manifest: 921412 (afterok:921411),cpu,recorded_terminal_state_unknown,,
921442,mainline_subject_residual_diffusion,Partial resource reroute: kept running V100 shards 921442_0-4; canceled unallocated 921442_5-7 and stale downstream 921448-921451,unknown,recorded_terminal_state_unknown,,
921448,mainline_subject_residual_diffusion,J3 V100-32GB Klados evaluation 0-2%8: 921448 (afterok:921442),unknown,recorded_terminal_state_unknown,,
921449,mainline_subject_residual_diffusion,J4 V100-32GB SGE evaluation workers 0-7%8: 921449 (afterok:921442; covers all 75 fold-seed tasks),unknown,recorded_terminal_state_unknown,,
921450,mainline_subject_residual_diffusion,"J5 cpu-high aggregation/bootstrap: 921450 (afterok:921448,921449)",cpu-high,recorded_terminal_state_unknown,,
921451,mainline_subject_residual_diffusion,J6 CPU final tests/report terminal manifest: 921451 (afterok:921450),cpu,recorded_terminal_state_unknown,,
921547,mainline_subject_residual_diffusion,Canceled unallocated A100 shard 921547_7; kept 921547_5-6 running,A100,recorded_terminal_state_unknown,,
921581,mainline_subject_residual_diffusion,"- Replaced pending, never-allocated H100 worker 7 (921581) with V100-32GB worker 7: 921616",H100,recorded_terminal_state_unknown,,
921616,mainline_subject_residual_diffusion,"- Replaced pending, never-allocated V100-32GB worker 7 (921616) with standard V100 worker 7: 921621",unknown,recorded_terminal_state_unknown,,
921621,mainline_subject_residual_diffusion,"- J4 full SGE worker array, gpu-any, afterok 921621: 921975",gpu,recorded_terminal_state_unknown,,
921974,mainline_subject_residual_diffusion,"- J5 aggregate trigger, cpu-high, afterok 921974 and 921975: 921983",cpu-high,recorded_terminal_state_unknown,,
921984,mainline_subject_residual_diffusion,"- J6 final-test trigger, cpu, afterok J5: 921984",cpu,recorded_terminal_state_unknown,,
922001,mainline_subject_residual_diffusion,- SGE scoring-field repair CPU validation: 922001,cpu,recorded_terminal_state_unknown,,
922002,mainline_subject_residual_diffusion,"- J4 retry after repair validation, gpu-any: 922002",gpu,recorded_terminal_state_unknown,,
922003,mainline_subject_residual_diffusion,- J5 retry after J4: 922003,unknown,recorded_terminal_state_unknown,,
922004,mainline_subject_residual_diffusion,- J6 retry after J5: 922004,unknown,recorded_terminal_state_unknown,,
922079,mainline_subject_residual_diffusion,- Missing-ERP aggregation repair CPU validation: 922079,cpu,recorded_terminal_state_unknown,,
922080,mainline_subject_residual_diffusion,- J5 aggregate retry after validation: 922080,unknown,recorded_terminal_state_unknown,,
922081,mainline_subject_residual_diffusion,- J6 finalize retry after J5: 922081,unknown,recorded_terminal_state_unknown,,
922086,mainline_subject_residual_diffusion,- Seed-count display repair CPU validation: 922086,cpu,recorded_terminal_state_unknown,,
922087,mainline_subject_residual_diffusion,- Final J5 aggregate after display repair: 922087,unknown,recorded_terminal_state_unknown,,
922088,mainline_subject_residual_diffusion,- Final J6 tests/manifest: 922088,unknown,recorded_terminal_state_unknown,,
925491,mobile_headroom_temporal_v4,targeted tests,cpu,recorded_terminal_state_unknown,,
925492,mobile_headroom_temporal_v4,metadata-only split,cpu,recorded_terminal_state_unknown,,
925590,mobile_headroom_temporal_v4,v3 evidence correction,cpu-high,recorded_terminal_state_unknown,,
925591,mobile_headroom_temporal_v4,safety-constrained oracle,cpu-high,recorded_terminal_state_unknown,,
925595,mobile_headroom_temporal_v4,development signal/alignment/event audit,cpu-high,recorded_terminal_state_unknown,,
925626,mobile_headroom_temporal_v4,method-blind evaluator and frozen protocols,cpu-high,recorded_terminal_state_unknown,,
925664,mobile_headroom_temporal_v4,four-fold temporal deterministic headroom,L40S,recorded_terminal_state_unknown,,
925665,mobile_headroom_temporal_v4,participant bootstrap and routing,cpu-high,recorded_terminal_state_unknown,,
925667,mobile_headroom_temporal_v4,expanded targeted tests,cpu,recorded_terminal_state_unknown,,
925668,mobile_headroom_temporal_v4,base config repair,cpu-high,recorded_terminal_state_unknown,,
925669,mobile_headroom_temporal_v4,task-level availability repair,cpu-high,recorded_terminal_state_unknown,,
925670,mobile_headroom_temporal_v4,afterok:925669,L40S,recorded_terminal_state_unknown,,
925671,mobile_headroom_temporal_v4,afterok:925670,cpu-high,recorded_terminal_state_unknown,,
925709,mobile_headroom_temporal_v4,official event semantics tests,cpu,recorded_terminal_state_unknown,,
925710,mobile_headroom_temporal_v4,boolean-axis repair,cpu-high,recorded_terminal_state_unknown,,
925711,mobile_headroom_temporal_v4,official 100Hz event-index semantics,cpu-high,recorded_terminal_state_unknown,,
925712,mobile_headroom_temporal_v4,afterok:925711,L40S,recorded_terminal_state_unknown,,
925713,mobile_headroom_temporal_v4,afterok:925712,cpu-high,recorded_terminal_state_unknown,,
925718,mobile_headroom_temporal_v4,corrected events no stale J2 flag,cpu-high,recorded_terminal_state_unknown,,
925719,mobile_headroom_temporal_v4,CPU RNG state remap repair,cpu,recorded_terminal_state_unknown,,
925720,mobile_headroom_temporal_v4,afterok:925719,cpu-high,recorded_terminal_state_unknown,,
925721,mobile_headroom_temporal_v4,non-copy mixed assignment,cpu-high,recorded_terminal_state_unknown,,
925725,mobile_headroom_temporal_v4,all v4 targeted tests,cpu,recorded_terminal_state_unknown,,
925726,mobile_headroom_temporal_v4,natural event-block protocol and frozen compatible wrong donors,cpu-high,recorded_terminal_state_unknown,,
925727,mobile_headroom_temporal_v4,afterok:925726,L40S,recorded_terminal_state_unknown,,
925728,mobile_headroom_temporal_v4,afterok:925727,cpu-high,recorded_terminal_state_unknown,,
925729,mobile_headroom_temporal_v4,block semantics tests,cpu,recorded_terminal_state_unknown,,
925730,mobile_headroom_temporal_v4,existing SGE structure audit path,cpu-high,recorded_terminal_state_unknown,,
925736,mobile_headroom_temporal_v4,"resume completed training, full inference",L40S,completed,,
925737,mobile_headroom_temporal_v4,afterok:925736,cpu-high,recorded_terminal_state_unknown,,
925738,mobile_headroom_temporal_v4,targeted tests,cpu,recorded_terminal_state_unknown,,
925743,mobile_headroom_temporal_v4,"same checkpoints, cached support tokens",L40S,recorded_terminal_state_unknown,,
925744,mobile_headroom_temporal_v4,afterok:925743,cpu-high,recorded_terminal_state_unknown,,
925745,mobile_headroom_temporal_v4,targeted tests,cpu,recorded_terminal_state_unknown,,
925753,mobile_headroom_temporal_v4,direct encode_support/forward_with_tokens test,cpu,recorded_terminal_state_unknown,,
925754,mobile_headroom_temporal_v4,afterok:925753,L40S,recorded_terminal_state_unknown,,
925755,mobile_headroom_temporal_v4,afterok:925754,cpu-high,recorded_terminal_state_unknown,,
925884,mobile_headroom_temporal_v4,targeted tests and compact final aggregation,cpu-high,recorded_terminal_state_unknown,,
925905,mobile_headroom_temporal_v4,minimal selector unit tests,cpu-high,recorded_terminal_state_unknown,,
925907,mobile_headroom_temporal_v4,cancelled after boolean-axis implementation fault,cpu-high,failed_or_cancelled,,
925911,mobile_headroom_temporal_v4,cancelled with invalid upstream,cpu-high,failed_or_cancelled,,
925923,mobile_headroom_temporal_v4,axis-correct selector tests,cpu-high,recorded_terminal_state_unknown,,
925924,mobile_headroom_temporal_v4,single valid deployable selector after corrected ceiling,cpu-high,recorded_terminal_state_unknown,,
925925,mobile_headroom_temporal_v4,final tests and report regeneration,cpu-high,recorded_terminal_state_unknown,,
926110,mobile_temporal_diffusion_v5,J0_tests|926110|CPU,cpu,recorded_terminal_state_unknown,,
926111,mobile_temporal_diffusion_v5,J1b_metadata|926111|CPU,cpu,recorded_terminal_state_unknown,,
926112,mobile_temporal_diffusion_v5,PC_selector|926112|cpu-high,cpu-high,recorded_terminal_state_unknown,,
926113,mobile_temporal_diffusion_v5,afterok:926111,cpu-high,recorded_terminal_state_unknown,,
926114,mobile_temporal_diffusion_v5,afterok:926113,cpu-high,recorded_terminal_state_unknown,,
926130,mobile_temporal_diffusion_v5,reason:continuous_welch_common_grid,cpu,recorded_terminal_state_unknown,,
926131,mobile_temporal_diffusion_v5,afterok:926114:926130,L40S,recorded_terminal_state_unknown,,
926133,mobile_temporal_diffusion_v5,afterok:926131,A100,recorded_terminal_state_unknown,,
926137,mobile_temporal_diffusion_v5,afterok:926133,cpu-high,recorded_terminal_state_unknown,,
926161,mobile_temporal_diffusion_v5,J0_tests_post_report|926161|CPU,cpu,recorded_terminal_state_unknown,,
926267,mobile_temporal_diffusion_v5,afterok:926137,cpu,recorded_terminal_state_unknown,,
926268,mobile_temporal_diffusion_v5,afterok:926267,cpu,recorded_terminal_state_unknown,,
926269,mobile_temporal_diffusion_v5,afterok:926268,cpu,recorded_terminal_state_unknown,,
926270,mobile_temporal_diffusion_v5,afterok:926269,cpu,recorded_terminal_state_unknown,,
926272,mobile_temporal_diffusion_v5,reason:add_deterministic_paired_audit,cpu-high,recorded_terminal_state_unknown,,
926273,mobile_temporal_diffusion_v5,afterok:926272,cpu,recorded_terminal_state_unknown,,
926274,mobile_temporal_diffusion_v5,afterok:926273,cpu,recorded_terminal_state_unknown,,
932060,operator_shrinkage,tests,cpu,recorded_terminal_state_unknown,,
932062,operator_shrinkage,audit,cpu,recorded_terminal_state_unknown,,
932063,operator_shrinkage,prepare-all,unknown,recorded_terminal_state_unknown,,
932067,operator_shrinkage,train,gpu,recorded_terminal_state_unknown,,
932068,operator_shrinkage,train,gpu,recorded_terminal_state_unknown,,
932069,operator_shrinkage,tests,cpu,recorded_terminal_state_unknown,,
932071,operator_shrinkage,repair-metadata,cpu,recorded_terminal_state_unknown,,
932072,operator_shrinkage,tests,cpu,recorded_terminal_state_unknown,,
932073,operator_shrinkage,bci2a-inventory,cpu,recorded_terminal_state_unknown,,
932086,operator_shrinkage,clean-import,cpu,recorded_terminal_state_unknown,,
932106,operator_shrinkage,oppost-select,gpu,recorded_terminal_state_unknown,,
932107,operator_shrinkage,oppost-oracle,gpu,recorded_terminal_state_unknown,,
932109,operator_shrinkage,train,gpu,recorded_terminal_state_unknown,,
932110,operator_shrinkage,train,gpu,recorded_terminal_state_unknown,,
932111,operator_shrinkage,train,gpu,recorded_terminal_state_unknown,,
932112,operator_shrinkage,train,gpu,recorded_terminal_state_unknown,,
932113,operator_shrinkage,train,gpu,recorded_terminal_state_unknown,,
932114,operator_shrinkage,train,gpu,recorded_terminal_state_unknown,,
932125,operator_shrinkage,train,gpu,recorded_terminal_state_unknown,,
932130,operator_shrinkage,train,gpu,recorded_terminal_state_unknown,,
932141,operator_shrinkage,train,gpu,recorded_terminal_state_unknown,,
932147,operator_shrinkage,tests,cpu,recorded_terminal_state_unknown,,
932151,operator_shrinkage,shrink-infer,gpu,recorded_terminal_state_unknown,,
932153,operator_shrinkage,shrink-infer,gpu,recorded_terminal_state_unknown,,
932156,operator_shrinkage,shrink-infer,gpu,recorded_terminal_state_unknown,,
932157,operator_shrinkage,shrink-infer,gpu,recorded_terminal_state_unknown,,
932158,operator_shrinkage,shrink-infer,gpu,recorded_terminal_state_unknown,,
932159,operator_shrinkage,shrink-infer,gpu,recorded_terminal_state_unknown,,
932161,operator_shrinkage,shrink-infer,gpu,recorded_terminal_state_unknown,,
932162,operator_shrinkage,shrink-infer,gpu,recorded_terminal_state_unknown,,
932163,operator_shrinkage,shrink-infer,gpu,recorded_terminal_state_unknown,,
932164,operator_shrinkage,shrink-infer,gpu,recorded_terminal_state_unknown,,
932167,operator_shrinkage,shrink-infer,gpu,recorded_terminal_state_unknown,,
932185,operator_shrinkage,shrink-infer,gpu,recorded_terminal_state_unknown,,
932186,operator_shrinkage,shrink-infer,gpu,recorded_terminal_state_unknown,,
932187,operator_shrinkage,shrink-infer,gpu,recorded_terminal_state_unknown,,
932188,operator_shrinkage,shrink-infer,gpu,recorded_terminal_state_unknown,,
932190,operator_shrinkage,shrink-infer,gpu,recorded_terminal_state_unknown,,
932191,operator_shrinkage,shrink-infer,gpu,recorded_terminal_state_unknown,,
932193,operator_shrinkage,shrink-infer,gpu,recorded_terminal_state_unknown,,
932194,operator_shrinkage,shrink-infer,gpu,recorded_terminal_state_unknown,,
932195,operator_shrinkage,shrink-infer,gpu,recorded_terminal_state_unknown,,
932196,operator_shrinkage,shrink-infer,gpu,recorded_terminal_state_unknown,,
932197,operator_shrinkage,shrink-infer,gpu,recorded_terminal_state_unknown,,
932198,operator_shrinkage,shrink-infer,gpu,recorded_terminal_state_unknown,,
932199,operator_shrinkage,shrink-infer,gpu,recorded_terminal_state_unknown,,
932200,operator_shrinkage,shrink-infer,gpu,recorded_terminal_state_unknown,,
932201,operator_shrinkage,shrink-infer,gpu,recorded_terminal_state_unknown,,
932202,operator_shrinkage,shrink-infer,gpu,recorded_terminal_state_unknown,,
932208,operator_shrinkage,oppost-select,gpu,recorded_terminal_state_unknown,,
932210,operator_shrinkage,oppost-oracle,gpu,recorded_terminal_state_unknown,,
932224,operator_shrinkage,evaluate-all,unknown,recorded_terminal_state_unknown,,
932225,operator_shrinkage,failed after metrics were written due to plot variable shadowing; scientific inputs unchanged,unknown,failed_or_cancelled,,RECOVERY|932225|aggregate|failed after metrics were written due to plot variable shadowing; scientific inputs unchanged
932226,operator_shrinkage,strict-report,cpu,recorded_terminal_state_unknown,,
932227,operator_shrinkage,oppost-infer,gpu,recorded_terminal_state_unknown,,
932228,operator_shrinkage,oppost-evaluate-all,unknown,recorded_terminal_state_unknown,,
932230,operator_shrinkage,operator likelihood bridge failed; no extra seeds or localized backup submitted,unknown,failed_or_cancelled,,
932234,operator_shrinkage,successful rerun after variable-name-only repair,unknown,completed,,RECOVERY|932234|aggregate|successful rerun after variable-name-only repair
932235,operator_shrinkage,bci2a-extract,cpu,recorded_terminal_state_unknown,,
932245,operator_shrinkage,bci2a-select,unknown,recorded_terminal_state_unknown,,
932248,operator_shrinkage,bci2a-evaluate,cpu,recorded_terminal_state_unknown,,
932257,operator_shrinkage,conditional audit failed headroom gate; no BCI2a GPU factorial submitted,gpu,failed_or_cancelled,,
932265,operator_shrinkage,bci2a-aggregate,unknown,recorded_terminal_state_unknown,,
932266,operator_shrinkage,oppost-aggregate,unknown,recorded_terminal_state_unknown,,
932267,operator_shrinkage,tests,cpu,recorded_terminal_state_unknown,,
932268,operator_shrinkage,clean-import,cpu,recorded_terminal_state_unknown,,
919907,optimizer_step_audit,FAILED_CONTRACT,cpu,failed_or_cancelled,,
923348,parallel_subject_aware_routes_v1,J0_CPU|923348|afterok=none,cpu,recorded_terminal_state_unknown,,
923349,parallel_subject_aware_routes_v1,array=0-4%4,gpu,recorded_terminal_state_unknown,,
923350,parallel_subject_aware_routes_v1,array=0-7%8,H100,recorded_terminal_state_unknown,,
923352,parallel_subject_aware_routes_v1,FIR_CACHE_CPU_HIGH|923352|afterok=none,cpu,recorded_terminal_state_unknown,,
923357,parallel_subject_aware_routes_v1,retries=923348,cpu,recorded_terminal_state_unknown,,
923358,parallel_subject_aware_routes_v1,array=0-77%8,H100,recorded_terminal_state_unknown,,
923359,parallel_subject_aware_routes_v1,array=0-7%8,H100,recorded_terminal_state_unknown,,
923360,parallel_subject_aware_routes_v1,retries=923352,cpu,recorded_terminal_state_unknown,,
923369,parallel_subject_aware_routes_v1,array=0-15%8,H100,recorded_terminal_state_unknown,,
923419,parallel_subject_aware_routes_v1,J0_CPU_IMPORT_FIX|923419|afterok=none,cpu,recorded_terminal_state_unknown,,
923420,parallel_subject_aware_routes_v1,array=0-4%4,gpu,recorded_terminal_state_unknown,,
923421,parallel_subject_aware_routes_v1,array=0-15%8,H100,recorded_terminal_state_unknown,,
923422,parallel_subject_aware_routes_v1,FIR_CACHE_IMPORT_FIX|923422|afterok=none,unknown,recorded_terminal_state_unknown,,
923474,parallel_subject_aware_routes_v1,J0_POST_ROUTES|923474|afterok=none,unknown,recorded_terminal_state_unknown,,
923475,parallel_subject_aware_routes_v1,FIR_CACHE_PATH_FIX|923475|afterok=923474,unknown,recorded_terminal_state_unknown,,
923480,parallel_subject_aware_routes_v1,ArrayTaskThrottle=4,H100,recorded_terminal_state_unknown,,
923500,parallel_subject_aware_routes_v1,J0_BLOCKED_COVERAGE_AGGREGATE_TEST|923500|afterok=none,unknown,recorded_terminal_state_unknown,,
923501,parallel_subject_aware_routes_v1,array=0,H100,recorded_terminal_state_unknown,,
923809,parallel_subject_aware_routes_v1,array=0-15%3,A100,recorded_terminal_state_unknown,,
923830,parallel_subject_aware_routes_v1,commit=971d6ec,cpu,failed_or_cancelled,,
923835,parallel_subject_aware_routes_v1,array=0-15%3,A100,recorded_terminal_state_unknown,,
923858,parallel_subject_aware_routes_v1,commit=d64be19,cpu,failed_or_cancelled,,
923885,parallel_subject_aware_routes_v1,array=0-15%3,A100,recorded_terminal_state_unknown,,
