subject,protocol,method,lambda,paired_psd_error_1_45,rrmse
3,same_01,LINEAR-POP,0.7,0.12749280035495758,0.1971188336610794
3,same_01,LINEAR-POP,0.8,0.11652518808841705,0.1765640377998352
3,same_01,LINEAR-POP,0.9,0.10864074528217316,0.16035817563533783
3,same_01,LINEAR-POP,1.0,0.10442444682121277,0.1499183177947998
3,same_01,LINEAR-MATCH,0.0,0.2488958090543747,0.3934550881385803
3,same_01,LINEAR-MATCH,0.1,0.22492286562919617,0.35650113224983215
3,same_01,LINEAR-MATCH,0.2,0.20089341700077057,0.31961917877197266
3,same_01,LINEAR-MATCH,0.3,0.17709232866764069,0.2828374207019806
3,same_01,LINEAR-MATCH,0.4,0.15347830951213837,0.24620075523853302
3,same_01,LINEAR-MATCH,0.5,0.13014456629753113,0.20978519320487976
3,same_01,LINEAR-MATCH,0.6,0.10745381563901901,0.17372988164424896
3,same_01,LINEAR-MATCH,0.7,0.08556638658046722,0.138316810131073
3,same_01,LINEAR-MATCH,0.8,0.06471908837556839,0.10420279204845428
3,same_01,LINEAR-MATCH,0.9,0.04656156152486801,0.07322657108306885
3,same_01,LINEAR-MATCH,1.0,0.033918801695108414,0.05141261965036392
3,same_01,LINEAR-WRONG,0.0,0.2488958090543747,0.3934550881385803
3,same_01,LINEAR-WRONG,0.1,0.22579291462898254,0.3619278073310852
3,same_01,LINEAR-WRONG,0.2,0.20313510298728943,0.33099377155303955
3,same_01,LINEAR-WRONG,0.3,0.18149766325950623,0.3008361756801605
3,same_01,LINEAR-WRONG,0.4,0.1606873720884323,0.27171361446380615
3,same_01,LINEAR-WRONG,0.5,0.14111217856407166,0.24399693310260773
3,same_01,LINEAR-WRONG,0.6,0.12313250452280045,0.21822255849838257
3,same_01,LINEAR-WRONG,0.7,0.10727585107088089,0.19516150653362274
3,same_01,LINEAR-WRONG,0.8,0.09456692636013031,0.17588433623313904
3,same_01,LINEAR-WRONG,0.9,0.08563292026519775,0.16174960136413574
3,same_01,LINEAR-WRONG,1.0,0.08366357535123825,0.1541782170534134
3,same_01,DET-POP,0.0,0.2488958090543747,0.3934550881385803
3,same_01,DET-POP,0.1,0.22790679335594177,0.3591909408569336
3,same_01,DET-POP,0.2,0.20765145123004913,0.32558169960975647
3,same_01,DET-POP,0.3,0.1884472370147705,0.29285284876823425
3,same_01,DET-POP,0.4,0.1703440397977829,0.26133543252944946
3,same_01,DET-POP,0.5,0.1535627543926239,0.23152467608451843
3,same_01,DET-POP,0.6,0.13871923089027405,0.20416957139968872
3,same_01,DET-POP,0.7,0.12658576667308807,0.18039073050022125
3,same_01,DET-POP,0.8,0.11808539181947708,0.16177290678024292
3,same_01,DET-POP,0.9,0.11374367028474808,0.15024712681770325
3,same_01,DET-POP,1.0,0.11318256705999374,0.14748552441596985
3,same_01,DET-MATCH,0.0,0.2488958090543747,0.3934550881385803
3,same_01,DET-MATCH,0.1,0.22420400381088257,0.3544991910457611
3,same_01,DET-MATCH,0.2,0.19964364171028137,0.31573283672332764
3,same_01,DET-MATCH,0.3,0.17534276843070984,0.27723559737205505
3,same_01,DET-MATCH,0.4,0.15157850086688995,0.2391374558210373
3,same_01,DET-MATCH,0.5,0.12854576110839844,0.20166470110416412
3,same_01,DET-MATCH,0.6,0.1069040447473526,0.16524338722229004
3,same_01,DET-MATCH,0.7,0.08732826262712479,0.13075509667396545
3,same_01,DET-MATCH,0.8,0.07073185592889786,0.10021578520536423
3,same_01,DET-MATCH,0.9,0.05903005599975586,0.0783856213092804
3,same_01,DET-MATCH,1.0,0.0550822839140892,0.07348605245351791
3,same_01,DET-WRONG,0.0,0.2488958090543747,0.3934550881385803
3,same_01,DET-WRONG,0.1,0.22494302690029144,0.35815802216529846
3,same_01,DET-WRONG,0.2,0.20157475769519806,0.32354551553726196
3,same_01,DET-WRONG,0.3,0.179340660572052,0.28986284136772156
3,same_01,DET-WRONG,0.4,0.15829776227474213,0.2574752867221832
3,same_01,DET-WRONG,0.5,0.1387331336736679,0.22693794965744019
3,same_01,DET-WRONG,0.6,0.1214560940861702,0.19910398125648499
3,same_01,DET-WRONG,0.7,0.10761208832263947,0.17526616156101227
3,same_01,DET-WRONG,0.8,0.09869620949029922,0.15725238621234894
3,same_01,DET-WRONG,0.9,0.09492316097021103,0.14721636474132538
3,same_01,DET-WRONG,1.0,0.09692678600549698,0.14680348336696625
3,same_01,DIFF-POP,0.0,0.2488958090543747,0.3934550881385803
3,same_01,DIFF-POP,0.1,0.22749905288219452,0.35904017090797424
3,same_01,DIFF-POP,0.2,0.20689819753170013,0.3252989649772644
3,same_01,DIFF-POP,0.3,0.18734028935432434,0.2924647033214569
3,same_01,DIFF-POP,0.4,0.1689673811197281,0.26088014245033264
3,same_01,DIFF-POP,0.5,0.1521410197019577,0.23105822503566742
3,same_01,DIFF-POP,0.6,0.13727982342243195,0.20377440750598907
3,same_01,DIFF-POP,0.7,0.1252317726612091,0.18018533289432526
3,same_01,DIFF-POP,0.8,0.11722870916128159,0.1619139313697815
3,same_01,DIFF-POP,0.9,0.1139361709356308,0.15090437233448029
3,same_01,DIFF-POP,1.0,0.11463866382837296,0.14877760410308838
3,same_01,DIFF-MATCH,0.0,0.2488958090543747,0.3934550881385803
3,same_01,DIFF-MATCH,0.1,0.22317606210708618,0.3541010618209839
3,same_01,DIFF-MATCH,0.2,0.19762760400772095,0.31498491764068604
3,same_01,DIFF-MATCH,0.3,0.17238813638687134,0.276207834482193
3,same_01,DIFF-MATCH,0.4,0.1477799266576767,0.2379356026649475
3,same_01,DIFF-MATCH,0.5,0.12438298016786575,0.20045754313468933
3,same_01,DIFF-MATCH,0.6,0.10255032032728195,0.1643180549144745
3,same_01,DIFF-MATCH,0.7,0.08322788029909134,0.13063281774520874
3,same_01,DIFF-MATCH,0.8,0.06799951940774918,0.10186631977558136
3,same_01,DIFF-MATCH,0.9,0.06021180748939514,0.08328191190958023
3,same_01,DIFF-MATCH,1.0,0.06243222951889038,0.08211160451173782
3,same_01,DIFF-WRONG,0.0,0.2488958090543747,0.3934550881385803
3,same_01,DIFF-WRONG,0.1,0.2245517373085022,0.3580826222896576
3,same_01,DIFF-WRONG,0.2,0.2008081078529358,0.32340702414512634
3,same_01,DIFF-WRONG,0.3,0.178128182888031,0.28967878222465515
3,same_01,DIFF-WRONG,0.4,0.1567726582288742,0.2572706937789917
3,same_01,DIFF-WRONG,0.5,0.13710099458694458,0.22674958407878876
3,same_01,DIFF-WRONG,0.6,0.11969717592000961,0.1989855319261551
3,same_01,DIFF-WRONG,0.7,0.10596953332424164,0.17529359459877014
3,same_01,DIFF-WRONG,0.8,0.09765160083770752,0.15752196311950684
3,same_01,DIFF-WRONG,0.9,0.09510774165391922,0.1478215903043747
3,same_01,DIFF-WRONG,1.0,0.09833455085754395,0.14779043197631836
3,same_01,DIFF-TEMPORAL-SHUFFLED,0.0,0.2488958090543747,0.3934550881385803
3,same_01,DIFF-TEMPORAL-SHUFFLED,0.1,0.24967992305755615,0.39271169900894165
3,same_01,DIFF-TEMPORAL-SHUFFLED,0.2,0.25303032994270325,0.39510577917099
3,same_01,DIFF-TEMPORAL-SHUFFLED,0.3,0.2586418688297272,0.400581032037735
3,same_01,DIFF-TEMPORAL-SHUFFLED,0.4,0.266366571187973,0.4090137481689453
3,same_01,DIFF-TEMPORAL-SHUFFLED,0.5,0.27609238028526306,0.42022600769996643
3,same_01,DIFF-TEMPORAL-SHUFFLED,0.6,0.28740185499191284,0.4340023100376129
3,same_01,DIFF-TEMPORAL-SHUFFLED,0.7,0.3001420795917511,0.4501073360443115
3,same_01,DIFF-TEMPORAL-SHUFFLED,0.8,0.31432390213012695,0.4683009386062622
3,same_01,DIFF-TEMPORAL-SHUFFLED,0.9,0.32973769307136536,0.48834967613220215
3,same_01,DIFF-TEMPORAL-SHUFFLED,1.0,0.34640729427337646,0.5100349187850952
3,same_02,RAW,0.0,0.2762623429298401,0.4321027994155884
3,same_02,RAW,0.1,0.2762623429298401,0.4321027994155884
3,same_02,RAW,0.2,0.2762623429298401,0.4321027994155884
3,same_02,RAW,0.3,0.2762623429298401,0.4321027994155884
3,same_02,RAW,0.4,0.2762623429298401,0.4321027994155884
3,same_02,RAW,0.5,0.2762623429298401,0.4321027994155884
3,same_02,RAW,0.6,0.2762623429298401,0.4321027994155884
3,same_02,RAW,0.7,0.2762623429298401,0.4321027994155884
3,same_02,RAW,0.8,0.2762623429298401,0.4321027994155884
3,same_02,RAW,0.9,0.2762623429298401,0.4321027994155884
3,same_02,RAW,1.0,0.2762623429298401,0.4321027994155884
3,same_02,LINEAR-POP,0.0,0.2762623429298401,0.4321027994155884
3,same_02,LINEAR-POP,0.1,0.25303515791893005,0.3977048993110657
3,same_02,LINEAR-POP,0.2,0.22989560663700104,0.36358389258384705
3,same_02,LINEAR-POP,0.3,0.20717889070510864,0.32982581853866577
3,same_02,LINEAR-POP,0.4,0.18473823368549347,0.29655468463897705
3,same_02,LINEAR-POP,0.5,0.16274666786193848,0.26395460963249207
3,same_02,LINEAR-POP,0.6,0.14110933244228363,0.2323082983493805
3,same_02,LINEAR-POP,0.7,0.11958667635917664,0.20206433534622192
3,same_02,LINEAR-POP,0.8,0.09871673583984375,0.1739557534456253
3,same_02,LINEAR-POP,0.9,0.07888703793287277,0.1491943895816803
3,same_02,LINEAR-POP,1.0,0.06254532188177109,0.12971152365207672
3,same_02,LINEAR-MATCH,0.0,0.2762623429298401,0.4321027994155884
3,same_02,LINEAR-MATCH,0.1,0.24961026012897491,0.3923451006412506
3,same_02,LINEAR-MATCH,0.2,0.222975492477417,0.3526032269001007
3,same_02,LINEAR-MATCH,0.3,0.19671066105365753,0.3128831088542938
3,same_02,LINEAR-MATCH,0.4,0.17049956321716309,0.27319440245628357
3,same_02,LINEAR-MATCH,0.5,0.14458857476711273,0.2335529625415802
3,same_02,LINEAR-MATCH,0.6,0.11882390081882477,0.1939878612756729
3,same_02,LINEAR-MATCH,0.7,0.09282214194536209,0.15455777943134308
3,same_02,LINEAR-MATCH,0.8,0.06639334559440613,0.11540105193853378
3,same_02,LINEAR-MATCH,0.9,0.04035497084259987,0.07693633437156677
3,same_02,LINEAR-MATCH,1.0,0.016570936888456345,0.04115195944905281
3,same_02,LINEAR-WRONG,0.0,0.2762623429298401,0.4321027994155884
3,same_02,LINEAR-WRONG,0.1,0.2513035833835602,0.4003746509552002
3,same_02,LINEAR-WRONG,0.2,0.2266375571489334,0.3691578805446625
3,same_02,LINEAR-WRONG,0.3,0.2023920863866806,0.33859407901763916
3,same_02,LINEAR-WRONG,0.4,0.17841479182243347,0.30887705087661743
3,same_02,LINEAR-WRONG,0.5,0.15504832565784454,0.28027623891830444
3,same_02,LINEAR-WRONG,0.6,0.1322004497051239,0.25317034125328064
3,same_02,LINEAR-WRONG,0.7,0.11016373336315155,0.22809283435344696
3,same_02,LINEAR-WRONG,0.8,0.08950792253017426,0.20578667521476746
3,same_02,LINEAR-WRONG,0.9,0.07185536623001099,0.18724489212036133
3,same_02,LINEAR-WRONG,1.0,0.062365394085645676,0.17367736995220184
3,same_02,DET-POP,0.0,0.2762623429298401,0.4321027994155884
3,same_02,DET-POP,0.1,0.2529761493206024,0.39459964632987976
3,same_02,DET-POP,0.2,0.2299366593360901,0.3575395941734314
3,same_02,DET-POP,0.3,0.20747603476047516,0.32107627391815186
3,same_02,DET-POP,0.4,0.18587876856327057,0.2854383587837219
3,same_02,DET-POP,0.5,0.16497819125652313,0.25097769498825073
3,same_02,DET-POP,0.6,0.14510436356067657,0.21825270354747772
3,same_02,DET-POP,0.7,0.12642930448055267,0.1881711184978485
3,same_02,DET-POP,0.8,0.11013706773519516,0.16221027076244354
3,same_02,DET-POP,0.9,0.09739960730075836,0.1426381915807724
3,same_02,DET-POP,1.0,0.08918854594230652,0.13232091069221497
3,same_02,DET-MATCH,0.0,0.2762623429298401,0.4321027994155884
3,same_02,DET-MATCH,0.1,0.24956592917442322,0.3905313313007355
3,same_02,DET-MATCH,0.2,0.22299547493457794,0.349137544631958
3,same_02,DET-MATCH,0.3,0.19692625105381012,0.3079931139945984
3,same_02,DET-MATCH,0.4,0.1713406890630722,0.26721325516700745
3,same_02,DET-MATCH,0.5,0.14660145342350006,0.22699449956417084
3,same_02,DET-MATCH,0.6,0.12237142026424408,0.1876979023218155
3,same_02,DET-MATCH,0.7,0.09918199479579926,0.15004974603652954
3,same_02,DET-MATCH,0.8,0.07792679965496063,0.11567096412181854
3,same_02,DET-MATCH,0.9,0.06089765578508377,0.08845925331115723
3,same_02,DET-MATCH,1.0,0.05105217173695564,0.07649005204439163
3,same_02,DET-WRONG,0.0,0.2762623429298401,0.4321027994155884
3,same_02,DET-WRONG,0.1,0.25103017687797546,0.3948717713356018
3,same_02,DET-WRONG,0.2,0.22624294459819794,0.3582134544849396
3,same_02,DET-WRONG,0.3,0.20207031071186066,0.32232314348220825
3,same_02,DET-WRONG,0.4,0.17866986989974976,0.28748878836631775
3,same_02,DET-WRONG,0.5,0.15644952654838562,0.2541448771953583
3,same_02,DET-WRONG,0.6,0.1353425830602646,0.22296106815338135
3,same_02,DET-WRONG,0.7,0.11635849624872208,0.19497667253017426
3,same_02,DET-WRONG,0.8,0.10058929771184921,0.17176255583763123
3,same_02,DET-WRONG,0.9,0.09021545201539993,0.15547052025794983
3,same_02,DET-WRONG,1.0,0.08722826838493347,0.14839816093444824
3,same_02,DIFF-POP,0.0,0.2762623429298401,0.4321027994155884
3,same_02,DIFF-POP,0.1,0.2526465654373169,0.39434635639190674
3,same_02,DIFF-POP,0.2,0.22947797179222107,0.35706642270088196
3,same_02,DIFF-POP,0.3,0.20697945356369019,0.3204294741153717
3,same_02,DIFF-POP,0.4,0.18538354337215424,0.28468379378318787
3,same_02,DIFF-POP,0.5,0.16470657289028168,0.2502116858959198
3,same_02,DIFF-POP,0.6,0.14542429149150848,0.2176191657781601
3,same_02,DIFF-POP,0.7,0.1277681291103363,0.1878870129585266
3,same_02,DIFF-POP,0.8,0.11286771297454834,0.16259199380874634
3,same_02,DIFF-POP,0.9,0.1021781861782074,0.1440902054309845
3,same_02,DIFF-POP,1.0,0.09677388519048691,0.1351999193429947
3,same_02,DIFF-MATCH,0.0,0.2762623429298401,0.4321027994155884
3,same_02,DIFF-MATCH,0.1,0.2490587681531906,0.3899429738521576
3,same_02,DIFF-MATCH,0.2,0.22209516167640686,0.3480074405670166
3,same_02,DIFF-MATCH,0.3,0.19580905139446259,0.306388258934021
3,same_02,DIFF-MATCH,0.4,0.17027781903743744,0.26523444056510925
3,same_02,DIFF-MATCH,0.5,0.14571519196033478,0.2248016893863678
3,same_02,DIFF-MATCH,0.6,0.12196577340364456,0.1855619251728058
3,same_02,DIFF-MATCH,0.7,0.09986190497875214,0.148464173078537
3,same_02,DIFF-MATCH,0.8,0.0811321809887886,0.11558949947357178
3,same_02,DIFF-MATCH,0.9,0.06843604892492294,0.09160353988409042
3,same_02,DIFF-MATCH,1.0,0.06447400897741318,0.08445370197296143
3,same_02,DIFF-WRONG,0.0,0.2762623429298401,0.4321027994155884
3,same_02,DIFF-WRONG,0.1,0.25078368186950684,0.3947352468967438
3,same_02,DIFF-WRONG,0.2,0.22600649297237396,0.35796862840652466
3,same_02,DIFF-WRONG,0.3,0.20197603106498718,0.32200899720191956
3,same_02,DIFF-WRONG,0.4,0.17893634736537933,0.2871595323085785
3,same_02,DIFF-WRONG,0.5,0.15699812769889832,0.2538778483867645
3,same_02,DIFF-WRONG,0.6,0.13653989136219025,0.2228674590587616
3,same_02,DIFF-WRONG,0.7,0.11853062361478806,0.19521377980709076
3,same_02,DIFF-WRONG,0.8,0.104560486972332,0.17253842949867249
3,same_02,DIFF-WRONG,0.9,0.09673954546451569,0.15701329708099365
3,same_02,DIFF-WRONG,1.0,0.09670735895633698,0.1508622020483017
3,same_02,DIFF-TEMPORAL-SHUFFLED,0.0,0.2762623429298401,0.4321027994155884
3,same_02,DIFF-TEMPORAL-SHUFFLED,0.1,0.27665987610816956,0.4338661730289459
3,same_02,DIFF-TEMPORAL-SHUFFLED,0.2,0.2795308232307434,0.438164085149765
3,same_02,DIFF-TEMPORAL-SHUFFLED,0.3,0.28481432795524597,0.4449229836463928
3,same_02,DIFF-TEMPORAL-SHUFFLED,0.4,0.2924535572528839,0.4540329873561859
3,same_02,DIFF-TEMPORAL-SHUFFLED,0.5,0.30274078249931335,0.4653560221195221
3,same_02,DIFF-TEMPORAL-SHUFFLED,0.6,0.31474748253822327,0.47873514890670776
3,same_02,DIFF-TEMPORAL-SHUFFLED,0.7,0.3282169997692108,0.4940033257007599
3,same_02,DIFF-TEMPORAL-SHUFFLED,0.8,0.34310001134872437,0.5109912157058716
3,same_02,DIFF-TEMPORAL-SHUFFLED,0.9,0.3592289984226227,0.5295334458351135
3,same_02,DIFF-TEMPORAL-SHUFFLED,1.0,0.3765820860862732,0.549472451210022
3,same_03,RAW,0.0,0.14437954127788544,0.31134602427482605
3,same_03,RAW,0.1,0.14437954127788544,0.31134602427482605
3,same_03,RAW,0.2,0.14437954127788544,0.31134602427482605
3,same_03,RAW,0.3,0.14437954127788544,0.31134602427482605
3,same_03,RAW,0.4,0.14437954127788544,0.31134602427482605
3,same_03,RAW,0.5,0.14437954127788544,0.31134602427482605
3,same_03,RAW,0.6,0.14437954127788544,0.31134602427482605
3,same_03,RAW,0.7,0.14437954127788544,0.31134602427482605
3,same_03,RAW,0.8,0.14437954127788544,0.31134602427482605
3,same_03,RAW,0.9,0.14437954127788544,0.31134602427482605
3,same_03,RAW,1.0,0.14437954127788544,0.31134602427482605
3,same_03,LINEAR-POP,0.0,0.14437954127788544,0.31134602427482605
3,same_03,LINEAR-POP,0.1,0.12666316330432892,0.2760029435157776
3,same_03,LINEAR-POP,0.2,0.10909128934144974,0.2410520315170288
3,same_03,LINEAR-POP,0.3,0.0917399674654007,0.20669235289096832
3,same_03,LINEAR-POP,0.4,0.07483037561178207,0.17327600717544556
3,same_03,LINEAR-POP,0.5,0.05888226255774498,0.14147299528121948
3,same_03,LINEAR-POP,0.6,0.045217115432024,0.11265803128480911
3,same_03,LINEAR-POP,0.7,0.036962468177080154,0.08975659310817719
3,same_03,LINEAR-POP,0.8,0.03861761465668678,0.07815273851156235
3,same_03,LINEAR-POP,0.9,0.04797123745083809,0.08274444937705994
3,same_03,LINEAR-POP,1.0,0.061843544244766235,0.1013539731502533
3,same_03,LINEAR-MATCH,0.0,0.14437954127788544,0.31134602427482605
3,same_03,LINEAR-MATCH,0.1,0.13052044808864594,0.2808355987071991
3,same_03,LINEAR-MATCH,0.2,0.11658386886119843,0.25033214688301086
3,same_03,LINEAR-MATCH,0.3,0.10260264575481415,0.21983864903450012
3,same_03,LINEAR-MATCH,0.4,0.08855089545249939,0.1893598437309265
3,same_03,LINEAR-MATCH,0.5,0.07436548918485641,0.15890422463417053
3,same_03,LINEAR-MATCH,0.6,0.060090165585279465,0.12848825752735138
3,same_03,LINEAR-MATCH,0.7,0.04578753188252449,0.09814883023500443
3,same_03,LINEAR-MATCH,0.8,0.03152146562933922,0.06798847764730453
3,same_03,LINEAR-MATCH,0.9,0.017486942932009697,0.038431163877248764
3,same_03,LINEAR-MATCH,1.0,0.006647633854299784,0.014026924967765808
3,same_03,LINEAR-WRONG,0.0,0.14437954127788544,0.31134602427482605
3,same_03,LINEAR-WRONG,0.1,0.13176646828651428,0.28591883182525635
3,same_03,LINEAR-WRONG,0.2,0.11912613362073898,0.2606678605079651
3,same_03,LINEAR-WRONG,0.3,0.1064675971865654,0.23564967513084412
3,same_03,LINEAR-WRONG,0.4,0.09378484636545181,0.210947185754776
3,same_03,LINEAR-WRONG,0.5,0.08103187382221222,0.1866857260465622
3,same_03,LINEAR-WRONG,0.6,0.06822213530540466,0.16306225955486298
3,same_03,LINEAR-WRONG,0.7,0.0554618313908577,0.1403992623090744
3,same_03,LINEAR-WRONG,0.8,0.04283325746655464,0.11924552917480469
3,same_03,LINEAR-WRONG,0.9,0.030652062967419624,0.10055817663669586
3,same_03,LINEAR-WRONG,1.0,0.020305713638663292,0.0859609991312027
3,same_03,DET-POP,0.0,0.14437954127788544,0.31134602427482605
3,same_03,DET-POP,0.1,0.12756821513175964,0.2776734232902527
3,same_03,DET-POP,0.2,0.11109562963247299,0.24457406997680664
3,same_03,DET-POP,0.3,0.0950847864151001,0.21231628954410553
3,same_03,DET-POP,0.4,0.07975433021783829,0.1813497543334961
3,same_03,DET-POP,0.5,0.06568179279565811,0.15246321260929108
3,same_03,DET-POP,0.6,0.054314352571964264,0.12708306312561035
3,same_03,DET-POP,0.7,0.0473787896335125,0.10771706700325012
3,same_03,DET-POP,0.8,0.04731816053390503,0.09799797832965851
3,same_03,DET-POP,0.9,0.05344037339091301,0.10075726360082626
3,same_03,DET-POP,1.0,0.06405489146709442,0.11510095000267029
3,same_03,DET-MATCH,0.0,0.14437954127788544,0.31134602427482605
3,same_03,DET-MATCH,0.1,0.13079644739627838,0.27909329533576965
3,same_03,DET-MATCH,0.2,0.11734504252672195,0.24703951179981232
3,same_03,DET-MATCH,0.3,0.10415145009756088,0.21527352929115295
3,same_03,DET-MATCH,0.4,0.0912240594625473,0.18394456803798676
3,same_03,DET-MATCH,0.5,0.0786512941122055,0.15332071483135223
3,same_03,DET-MATCH,0.6,0.06679583340883255,0.1239258199930191
3,same_03,DET-MATCH,0.7,0.05598801374435425,0.09688503295183182
3,same_03,DET-MATCH,0.8,0.047276608645915985,0.0747966393828392
3,same_03,DET-MATCH,0.9,0.04195291921496391,0.06309594213962555
3,same_03,DET-MATCH,1.0,0.04091588035225868,0.0674269050359726
3,same_03,DET-WRONG,0.0,0.14437954127788544,0.31134602427482605
3,same_03,DET-WRONG,0.1,0.13192884624004364,0.2820087671279907
3,same_03,DET-WRONG,0.2,0.11964070051908493,0.25296077132225037
3,same_03,DET-WRONG,0.3,0.10752994567155838,0.2243143916130066
3,same_03,DET-WRONG,0.4,0.09564457088708878,0.19624565541744232
3,same_03,DET-WRONG,0.5,0.08401922881603241,0.16904252767562866
3,same_03,DET-WRONG,0.6,0.07295142114162445,0.1431991457939148
3,same_03,DET-WRONG,0.7,0.06275513023138046,0.11960028111934662
3,same_03,DET-WRONG,0.8,0.05406421050429344,0.09985017031431198
3,same_03,DET-WRONG,0.9,0.047966405749320984,0.08662272244691849
3,same_03,DET-WRONG,1.0,0.04526110365986824,0.0830935686826706
3,same_03,DIFF-POP,0.0,0.14437954127788544,0.31134602427482605
3,same_03,DIFF-POP,0.1,0.1272905319929123,0.2778782248497009
3,same_03,DIFF-POP,0.2,0.1105480045080185,0.24497635662555695
3,same_03,DIFF-POP,0.3,0.09423395991325378,0.21290288865566254
3,same_03,DIFF-POP,0.4,0.07862304896116257,0.18209612369537354
3,same_03,DIFF-POP,0.5,0.06462574005126953,0.15332148969173431
3,same_03,DIFF-POP,0.6,0.05358928442001343,0.12795737385749817
3,same_03,DIFF-POP,0.7,0.04798520356416702,0.10842433571815491
3,same_03,DIFF-POP,0.8,0.04944614693522453,0.0982634499669075
3,same_03,DIFF-POP,0.9,0.056949447840452194,0.1003628671169281
3,same_03,DIFF-POP,1.0,0.06835786998271942,0.11404749751091003
3,same_03,DIFF-MATCH,0.0,0.14437954127788544,0.31134602427482605
3,same_03,DIFF-MATCH,0.1,0.1304202824831009,0.2790144681930542
3,same_03,DIFF-MATCH,0.2,0.11664185672998428,0.24690616130828857
3,same_03,DIFF-MATCH,0.3,0.10321597009897232,0.21512100100517273
3,same_03,DIFF-MATCH,0.4,0.09010913968086243,0.18382669985294342
3,same_03,DIFF-MATCH,0.5,0.07753394544124603,0.153324156999588
3,same_03,DIFF-MATCH,0.6,0.06602353602647781,0.1241980791091919
3,same_03,DIFF-MATCH,0.7,0.05631367862224579,0.09768753498792648
3,same_03,DIFF-MATCH,0.8,0.04964865371584892,0.07655958831310272
3,same_03,DIFF-MATCH,0.9,0.047072120010852814,0.06618694961071014
3,same_03,DIFF-MATCH,1.0,0.04907417669892311,0.07142043113708496
3,same_03,DIFF-WRONG,0.0,0.14437954127788544,0.31134602427482605
3,same_03,DIFF-WRONG,0.1,0.13172167539596558,0.2823137938976288
3,same_03,DIFF-WRONG,0.2,0.11924286931753159,0.25357478857040405
3,same_03,DIFF-WRONG,0.3,0.10701388120651245,0.2252412736415863
3,same_03,DIFF-WRONG,0.4,0.09506535530090332,0.19748789072036743
3,same_03,DIFF-WRONG,0.5,0.08345581591129303,0.17059800028800964
3,same_03,DIFF-WRONG,0.6,0.07259052991867065,0.14505259692668915
3,same_03,DIFF-WRONG,0.7,0.06299173831939697,0.12170132994651794
3,same_03,DIFF-WRONG,0.8,0.05551523342728615,0.1020614504814148
3,same_03,DIFF-WRONG,0.9,0.05094175413250923,0.08863542228937149
3,same_03,DIFF-WRONG,1.0,0.05022287741303444,0.08444114774465561
3,same_03,DIFF-TEMPORAL-SHUFFLED,0.0,0.14437954127788544,0.31134602427482605
3,same_03,DIFF-TEMPORAL-SHUFFLED,0.1,0.14440011978149414,0.3106873333454132
3,same_03,DIFF-TEMPORAL-SHUFFLED,0.2,0.1461818665266037,0.3121396601200104
3,same_03,DIFF-TEMPORAL-SHUFFLED,0.3,0.14960862696170807,0.3156737983226776
3,same_03,DIFF-TEMPORAL-SHUFFLED,0.4,0.15468698740005493,0.32122114300727844
3,same_03,DIFF-TEMPORAL-SHUFFLED,0.5,0.16120487451553345,0.32867974042892456
3,same_03,DIFF-TEMPORAL-SHUFFLED,0.6,0.16874293982982635,0.3379230201244354
3,same_03,DIFF-TEMPORAL-SHUFFLED,0.7,0.17731976509094238,0.3488091826438904
3,same_03,DIFF-TEMPORAL-SHUFFLED,0.8,0.18685755133628845,0.36118966341018677
3,same_03,DIFF-TEMPORAL-SHUFFLED,0.9,0.19713161885738373,0.3749164938926697
3,same_03,DIFF-TEMPORAL-SHUFFLED,1.0,0.20793946087360382,0.38984745740890503
