subject,protocol,k,method,panel,band,error,utility,distortion
1,same_03,8,DET-POP,natural,alpha,,,0.10770810526121118
1,same_03,8,DET-POP,natural,beta,,,0.06410562547394627
1,same_03,8,DET-POP,natural,low_gamma,,,0.07586559567172979
1,same_03,8,DET-POP,natural,high_frequency_secondary,,,0.33364360848164826
1,same_03,8,DIFF-POP,natural,delta,,,0.22689870897295528
1,same_03,8,DIFF-POP,natural,theta,,,0.15633524885165187
1,same_03,8,DIFF-POP,natural,alpha,,,0.1069776160270476
1,same_03,8,DIFF-POP,natural,beta,,,0.06399436622741832
1,same_03,8,DIFF-POP,natural,low_gamma,,,0.07378972886903466
1,same_03,8,DIFF-POP,natural,high_frequency_secondary,,,0.2637836169082118
1,same_03,8,LINEAR-MATCH,natural,delta,,,0.13548963599723024
1,same_03,8,LINEAR-MATCH,natural,theta,,,0.09802866229183715
1,same_03,8,LINEAR-MATCH,natural,alpha,,,0.07455187891710348
1,same_03,8,LINEAR-MATCH,natural,beta,,,0.044669684222155476
1,same_03,8,LINEAR-MATCH,natural,low_gamma,,,0.04844080097380405
1,same_03,8,LINEAR-MATCH,natural,high_frequency_secondary,,,0.16656118726017666
1,same_03,8,DET-MATCH,natural,delta,,,0.17150031401904078
1,same_03,8,DET-MATCH,natural,theta,,,0.11807783245405215
1,same_03,8,DET-MATCH,natural,alpha,,,0.07853229405918305
1,same_03,8,DET-MATCH,natural,beta,,,0.04998162898957739
1,same_03,8,DET-MATCH,natural,low_gamma,,,0.050763289750435696
1,same_03,8,DET-MATCH,natural,high_frequency_secondary,,,0.1004424169140796
1,same_03,8,DIFF-MATCH,natural,delta,,,0.166111339396165
1,same_03,8,DIFF-MATCH,natural,theta,,,0.11354844091313103
1,same_03,8,DIFF-MATCH,natural,alpha,,,0.0758564036061171
1,same_03,8,DIFF-MATCH,natural,beta,,,0.04823755332900784
1,same_03,8,DIFF-MATCH,natural,low_gamma,,,0.051764904698483036
1,same_03,8,DIFF-MATCH,natural,high_frequency_secondary,,,0.08263782129959155
1,same_03,8,LINEAR-WRONG,natural,delta,,,0.18834691117859126
1,same_03,8,LINEAR-WRONG,natural,theta,,,0.12787257201925561
1,same_03,8,LINEAR-WRONG,natural,alpha,,,0.10003854738747989
1,same_03,8,LINEAR-WRONG,natural,beta,,,0.05551009118984621
1,same_03,8,LINEAR-WRONG,natural,low_gamma,,,0.07115038365690027
1,same_03,8,LINEAR-WRONG,natural,high_frequency_secondary,,,0.3267887503720309
1,same_03,8,DET-WRONG,natural,delta,,,0.21290631170770682
1,same_03,8,DET-WRONG,natural,theta,,,0.14578200213044198
1,same_03,8,DET-WRONG,natural,alpha,,,0.10436003960979151
1,same_03,8,DET-WRONG,natural,beta,,,0.06081310192482571
1,same_03,8,DET-WRONG,natural,low_gamma,,,0.0694334698678791
1,same_03,8,DET-WRONG,natural,high_frequency_secondary,,,0.24594308271573506
1,same_03,8,DIFF-WRONG,natural,delta,,,0.21166178942741695
1,same_03,8,DIFF-WRONG,natural,theta,,,0.1422614813695367
1,same_03,8,DIFF-WRONG,natural,alpha,,,0.10278435516596866
1,same_03,8,DIFF-WRONG,natural,beta,,,0.061132897862930365
1,same_03,8,DIFF-WRONG,natural,low_gamma,,,0.06965628419657634
1,same_03,8,DIFF-WRONG,natural,high_frequency_secondary,,,0.2093483259019062
1,same_03,8,DIFF-TEMPORAL-SHUFFLED,natural,delta,,,0.10722766780417513
1,same_03,8,DIFF-TEMPORAL-SHUFFLED,natural,theta,,,0.062472956346406226
1,same_03,8,DIFF-TEMPORAL-SHUFFLED,natural,alpha,,,0.056247733079698464
1,same_03,8,DIFF-TEMPORAL-SHUFFLED,natural,beta,,,0.027649396054269287
1,same_03,8,DIFF-TEMPORAL-SHUFFLED,natural,low_gamma,,,0.04277918017666607
1,same_03,8,DIFF-TEMPORAL-SHUFFLED,natural,high_frequency_secondary,,,0.12351439515384266
1,same_01,32,RAW,paired,delta,0.15342362225055695,0.0,
1,same_01,32,RAW,paired,theta,0.11798229068517685,0.0,
1,same_01,32,RAW,paired,alpha,0.11305183917284012,0.0,
1,same_01,32,RAW,paired,beta,0.2592496871948242,0.0,
1,same_01,32,RAW,paired,low_gamma,0.5997954607009888,0.0,
1,same_01,32,RAW,paired,high_frequency_secondary,1.3594614267349243,0.0,
1,same_01,32,LINEAR-POP,paired,delta,0.05238524451851845,0.1010383777320385,
1,same_01,32,LINEAR-POP,paired,theta,0.041133906692266464,0.07684838399291039,
1,same_01,32,LINEAR-POP,paired,alpha,0.04049836844205856,0.07255347073078156,
1,same_01,32,LINEAR-POP,paired,beta,0.09416790306568146,0.16508178412914276,
1,same_01,32,LINEAR-POP,paired,low_gamma,0.21377171576023102,0.38602374494075775,
1,same_01,32,LINEAR-POP,paired,high_frequency_secondary,0.4869134724140167,0.8725479543209076,
1,same_01,32,DET-POP,paired,delta,0.05265815928578377,0.10076546296477318,
1,same_01,32,DET-POP,paired,theta,0.042189713567495346,0.0757925771176815,
1,same_01,32,DET-POP,paired,alpha,0.04132210463285446,0.07172973453998566,
1,same_01,32,DET-POP,paired,beta,0.10324131697416306,0.15600837022066116,
1,same_01,32,DET-POP,paired,low_gamma,0.23780080676078796,0.3619946539402008,
1,same_01,32,DET-POP,paired,high_frequency_secondary,0.5482606291770935,0.8112007975578308,
1,same_01,32,DIFF-POP,paired,delta,0.052152469754219055,0.10127115249633789,
1,same_01,32,DIFF-POP,paired,theta,0.042219556868076324,0.07576273381710052,
1,same_01,32,DIFF-POP,paired,alpha,0.04201176017522812,0.071040078997612,
1,same_01,32,DIFF-POP,paired,beta,0.1050892025232315,0.1541604846715927,
1,same_01,32,DIFF-POP,paired,low_gamma,0.2429981529712677,0.35679730772972107,
1,same_01,32,DIFF-POP,paired,high_frequency_secondary,0.5552647113800049,0.8041967153549194,
1,same_01,32,LINEAR-MATCH,paired,delta,0.05493897944688797,0.09848464280366898,
1,same_01,32,LINEAR-MATCH,paired,theta,0.042056549340486526,0.07592574134469032,
1,same_01,32,LINEAR-MATCH,paired,alpha,0.0400535948574543,0.07299824431538582,
1,same_01,32,LINEAR-MATCH,paired,beta,0.0928017720580101,0.16644791513681412,
1,same_01,32,LINEAR-MATCH,paired,low_gamma,0.20781682431697845,0.3919786363840103,
1,same_01,32,LINEAR-MATCH,paired,high_frequency_secondary,0.4753081500530243,0.8841532766819,
1,same_01,32,DET-MATCH,paired,delta,0.05435723438858986,0.09906638786196709,
1,same_01,32,DET-MATCH,paired,theta,0.0429779477417469,0.07500434294342995,
1,same_01,32,DET-MATCH,paired,alpha,0.04097503423690796,0.07207680493593216,
1,same_01,32,DET-MATCH,paired,beta,0.10174380987882614,0.15750587731599808,
1,same_01,32,DET-MATCH,paired,low_gamma,0.23134775459766388,0.3684477061033249,
1,same_01,32,DET-MATCH,paired,high_frequency_secondary,0.535679817199707,0.8237816095352173,
1,same_01,32,DIFF-MATCH,paired,delta,0.05392720177769661,0.09949642047286034,
1,same_01,32,DIFF-MATCH,paired,theta,0.04308543726801872,0.07489685341715813,
1,same_01,32,DIFF-MATCH,paired,alpha,0.04189535602927208,0.07115648314356804,
1,same_01,32,DIFF-MATCH,paired,beta,0.10463328659534454,0.15461640059947968,
1,same_01,32,DIFF-MATCH,paired,low_gamma,0.24017921090126038,0.3596162497997284,
1,same_01,32,DIFF-MATCH,paired,high_frequency_secondary,0.5491398572921753,0.810321569442749,
1,same_01,32,LINEAR-WRONG,paired,delta,0.03194846212863922,0.12147516012191772,
1,same_01,32,LINEAR-WRONG,paired,theta,0.02638602815568447,0.09159626252949238,
1,same_01,32,LINEAR-WRONG,paired,alpha,0.02578647993505001,0.08726535923779011,
1,same_01,32,LINEAR-WRONG,paired,beta,0.05946863815188408,0.19978104904294014,
1,same_01,32,LINEAR-WRONG,paired,low_gamma,0.13724175095558167,0.4625537097454071,
1,same_01,32,LINEAR-WRONG,paired,high_frequency_secondary,0.3061804175376892,1.053281009197235,
1,same_01,32,DET-WRONG,paired,delta,0.039840035140514374,0.11358358711004257,
1,same_01,32,DET-WRONG,paired,theta,0.028973650187253952,0.0890086404979229,
1,same_01,32,DET-WRONG,paired,alpha,0.0273327324539423,0.08571910671889782,
1,same_01,32,DET-WRONG,paired,beta,0.06995256245136261,0.1892971247434616,
1,same_01,32,DET-WRONG,paired,low_gamma,0.16289959847927094,0.43689586222171783,
1,same_01,32,DET-WRONG,paired,high_frequency_secondary,0.3682282269001007,0.9912331998348236,
1,same_01,32,DIFF-WRONG,paired,delta,0.03862570971250534,0.1147979125380516,
1,same_01,32,DIFF-WRONG,paired,theta,0.028285207226872444,0.0896970834583044,
1,same_01,32,DIFF-WRONG,paired,alpha,0.027470294386148453,0.08558154478669167,
1,same_01,32,DIFF-WRONG,paired,beta,0.07175090163946152,0.1874987855553627,
1,same_01,32,DIFF-WRONG,paired,low_gamma,0.17367775738239288,0.4261177033185959,
1,same_01,32,DIFF-WRONG,paired,high_frequency_secondary,0.4046611785888672,0.9548002481460571,
1,same_01,32,DIFF-TEMPORAL-SHUFFLED,paired,delta,0.18321651220321655,-0.029792889952659607,
1,same_01,32,DIFF-TEMPORAL-SHUFFLED,paired,theta,0.14300091564655304,-0.02501862496137619,
1,same_01,32,DIFF-TEMPORAL-SHUFFLED,paired,alpha,0.1279604732990265,-0.01490863412618637,
1,same_01,32,DIFF-TEMPORAL-SHUFFLED,paired,beta,0.2992786467075348,-0.04002895951271057,
1,same_01,32,DIFF-TEMPORAL-SHUFFLED,paired,low_gamma,0.6772102117538452,-0.07741475105285645,
1,same_01,32,DIFF-TEMPORAL-SHUFFLED,paired,high_frequency_secondary,1.4597643613815308,-0.10030293464660645,
1,same_01,32,RAW,natural,delta,,,0.0
1,same_01,32,RAW,natural,theta,,,0.0
1,same_01,32,RAW,natural,alpha,,,0.0
1,same_01,32,RAW,natural,beta,,,0.0
1,same_01,32,RAW,natural,low_gamma,,,0.0
1,same_01,32,RAW,natural,high_frequency_secondary,,,0.0
1,same_01,32,LINEAR-POP,natural,delta,,,0.12944419933579973
1,same_01,32,LINEAR-POP,natural,theta,,,0.08326665218114442
1,same_01,32,LINEAR-POP,natural,alpha,,,0.04802507923818533
1,same_01,32,LINEAR-POP,natural,beta,,,0.04562546908456084
1,same_01,32,LINEAR-POP,natural,low_gamma,,,0.0775877131840555
1,same_01,32,LINEAR-POP,natural,high_frequency_secondary,,,0.23481875341866323
1,same_01,32,DET-POP,natural,delta,,,0.16584246855642654
1,same_01,32,DET-POP,natural,theta,,,0.09926840584887821
1,same_01,32,DET-POP,natural,alpha,,,0.052161383119658004
1,same_01,32,DET-POP,natural,beta,,,0.0483260143383199
1,same_01,32,DET-POP,natural,low_gamma,,,0.07234733156194083
1,same_01,32,DET-POP,natural,high_frequency_secondary,,,0.1803095550835115
1,same_01,32,DIFF-POP,natural,delta,,,0.16441300575078088
1,same_01,32,DIFF-POP,natural,theta,,,0.09711392944899228
1,same_01,32,DIFF-POP,natural,alpha,,,0.05093000632195345
1,same_01,32,DIFF-POP,natural,beta,,,0.046996299154290204
1,same_01,32,DIFF-POP,natural,low_gamma,,,0.0706302884562252
1,same_01,32,DIFF-POP,natural,high_frequency_secondary,,,0.1539963343035683
1,same_01,32,LINEAR-MATCH,natural,delta,,,0.12591067244962437
1,same_01,32,LINEAR-MATCH,natural,theta,,,0.08008373017650429
1,same_01,32,LINEAR-MATCH,natural,alpha,,,0.04726030830971465
1,same_01,32,LINEAR-MATCH,natural,beta,,,0.045275125939474005
1,same_01,32,LINEAR-MATCH,natural,low_gamma,,,0.0777096758551717
1,same_01,32,LINEAR-MATCH,natural,high_frequency_secondary,,,0.23834666168223984
1,same_01,32,DET-MATCH,natural,delta,,,0.1623408178771273
1,same_01,32,DET-MATCH,natural,theta,,,0.09589875351522804
1,same_01,32,DET-MATCH,natural,alpha,,,0.051161519119656655
1,same_01,32,DET-MATCH,natural,beta,,,0.04774058752035818
1,same_01,32,DET-MATCH,natural,low_gamma,,,0.07202545293323358
1,same_01,32,DET-MATCH,natural,high_frequency_secondary,,,0.1833673355940545
1,same_01,32,DIFF-MATCH,natural,delta,,,0.16073965438155774
1,same_01,32,DIFF-MATCH,natural,theta,,,0.09361665108712412
1,same_01,32,DIFF-MATCH,natural,alpha,,,0.04979602935491424
1,same_01,32,DIFF-MATCH,natural,beta,,,0.04596316251769141
1,same_01,32,DIFF-MATCH,natural,low_gamma,,,0.06943885097746498
1,same_01,32,DIFF-MATCH,natural,high_frequency_secondary,,,0.16091238242558675
1,same_01,32,LINEAR-WRONG,natural,delta,,,0.16234467208382133
1,same_01,32,LINEAR-WRONG,natural,theta,,,0.1033691285315496
1,same_01,32,LINEAR-WRONG,natural,alpha,,,0.06021477523820003
1,same_01,32,LINEAR-WRONG,natural,beta,,,0.0542890559514177
1,same_01,32,LINEAR-WRONG,natural,low_gamma,,,0.09756018650712985
1,same_01,32,LINEAR-WRONG,natural,high_frequency_secondary,,,0.3364699396646471
1,same_01,32,DET-WRONG,natural,delta,,,0.19900488249601048
1,same_01,32,DET-WRONG,natural,theta,,,0.12018158436613738
1,same_01,32,DET-WRONG,natural,alpha,,,0.06456791879800106
1,same_01,32,DET-WRONG,natural,beta,,,0.05695420274853033
1,same_01,32,DET-WRONG,natural,low_gamma,,,0.09103439061908816
1,same_01,32,DET-WRONG,natural,high_frequency_secondary,,,0.27637945218347126
1,same_01,32,DIFF-WRONG,natural,delta,,,0.19870506199984528
1,same_01,32,DIFF-WRONG,natural,theta,,,0.11856371222941478
1,same_01,32,DIFF-WRONG,natural,alpha,,,0.06385904231822638
1,same_01,32,DIFF-WRONG,natural,beta,,,0.056237503570702174
1,same_01,32,DIFF-WRONG,natural,low_gamma,,,0.08917176448968427
1,same_01,32,DIFF-WRONG,natural,high_frequency_secondary,,,0.2217948500001745
1,same_01,32,DIFF-TEMPORAL-SHUFFLED,natural,delta,,,0.06773764891101487
1,same_01,32,DIFF-TEMPORAL-SHUFFLED,natural,theta,,,0.04363873308029473
1,same_01,32,DIFF-TEMPORAL-SHUFFLED,natural,alpha,,,0.029346419277775353
1,same_01,32,DIFF-TEMPORAL-SHUFFLED,natural,beta,,,0.029847880085473493
1,same_01,32,DIFF-TEMPORAL-SHUFFLED,natural,low_gamma,,,0.06373430044054756
1,same_01,32,DIFF-TEMPORAL-SHUFFLED,natural,high_frequency_secondary,,,0.15029098371657332
1,same_02,32,RAW,paired,delta,0.22931551933288574,0.0,
1,same_02,32,RAW,paired,theta,0.15831725299358368,0.0,
1,same_02,32,RAW,paired,alpha,0.12393034994602203,0.0,
1,same_02,32,RAW,paired,beta,0.15645650029182434,0.0,
1,same_02,32,RAW,paired,low_gamma,0.38869303464889526,0.0,
1,same_02,32,RAW,paired,high_frequency_secondary,0.6709726452827454,0.0,
1,same_02,32,LINEAR-POP,paired,delta,0.0416303314268589,0.18768518790602684,
1,same_02,32,LINEAR-POP,paired,theta,0.037635382264852524,0.12068187072873116,
1,same_02,32,LINEAR-POP,paired,alpha,0.02738591656088829,0.09654443338513374,
1,same_02,32,LINEAR-POP,paired,beta,0.026473764330148697,0.12998273596167564,
1,same_02,32,LINEAR-POP,paired,low_gamma,0.05718183517456055,0.3315111994743347,
1,same_02,32,LINEAR-POP,paired,high_frequency_secondary,0.09478658437728882,0.5761860609054565,
1,same_02,32,DET-POP,paired,delta,0.07290515303611755,0.1564103662967682,
1,same_02,32,DET-POP,paired,theta,0.05227027088403702,0.10604698210954666,
1,same_02,32,DET-POP,paired,alpha,0.03539831191301346,0.08853203803300858,
1,same_02,32,DET-POP,paired,beta,0.03622099384665489,0.12023550644516945,
1,same_02,32,DET-POP,paired,low_gamma,0.08236321061849594,0.3063298240303993,
1,same_02,32,DET-POP,paired,high_frequency_secondary,0.14076273143291473,0.5302099138498306,
1,same_02,32,DIFF-POP,paired,delta,0.07214997708797455,0.1571655422449112,
1,same_02,32,DIFF-POP,paired,theta,0.051195427775382996,0.10712182521820068,
1,same_02,32,DIFF-POP,paired,alpha,0.03510018810629845,0.08883016183972359,
1,same_02,32,DIFF-POP,paired,beta,0.036499034613370895,0.11995746567845345,
1,same_02,32,DIFF-POP,paired,low_gamma,0.08811957389116287,0.3005734607577324,
1,same_02,32,DIFF-POP,paired,high_frequency_secondary,0.16554002463817596,0.5054326206445694,
1,same_02,32,LINEAR-MATCH,paired,delta,0.05849500373005867,0.17082051560282707,
1,same_02,32,LINEAR-MATCH,paired,theta,0.038692545145750046,0.11962470784783363,
1,same_02,32,LINEAR-MATCH,paired,alpha,0.0320710726082325,0.09185927733778954,
1,same_02,32,LINEAR-MATCH,paired,beta,0.03249029815196991,0.12396620213985443,
1,same_02,32,LINEAR-MATCH,paired,low_gamma,0.06875157356262207,0.3199414610862732,
1,same_02,32,LINEAR-MATCH,paired,high_frequency_secondary,0.11906979233026505,0.5519028529524803,
1,same_02,32,DET-MATCH,paired,delta,0.07543708384037018,0.15387843549251556,
1,same_02,32,DET-MATCH,paired,theta,0.04996660351753235,0.10835064947605133,
1,same_02,32,DET-MATCH,paired,alpha,0.03621085360646248,0.08771949633955956,
1,same_02,32,DET-MATCH,paired,beta,0.038733262568712234,0.1177232377231121,
1,same_02,32,DET-MATCH,paired,low_gamma,0.08959896117448807,0.2990940734744072,
1,same_02,32,DET-MATCH,paired,high_frequency_secondary,0.15613755583763123,0.5148350894451141,
1,same_02,32,DIFF-MATCH,paired,delta,0.07191028445959091,0.15740523487329483,
1,same_02,32,DIFF-MATCH,paired,theta,0.046323228627443314,0.11199402436614037,
1,same_02,32,DIFF-MATCH,paired,alpha,0.03443584218621254,0.0894945077598095,
1,same_02,32,DIFF-MATCH,paired,beta,0.04423973336815834,0.112216766923666,
1,same_02,32,DIFF-MATCH,paired,low_gamma,0.1206972748041153,0.26799575984477997,
1,same_02,32,DIFF-MATCH,paired,high_frequency_secondary,0.20569847524166107,0.4652741700410843,
1,same_02,32,LINEAR-WRONG,paired,delta,0.08096090704202652,0.14835461229085922,
1,same_02,32,LINEAR-WRONG,paired,theta,0.06388493627309799,0.09443231672048569,
1,same_02,32,LINEAR-WRONG,paired,alpha,0.04530287906527519,0.07862747088074684,
1,same_02,32,LINEAR-WRONG,paired,beta,0.04252774268388748,0.11392875760793686,
1,same_02,32,LINEAR-WRONG,paired,low_gamma,0.07683796435594559,0.3118550702929497,
1,same_02,32,LINEAR-WRONG,paired,high_frequency_secondary,0.1287764012813568,0.5421962440013885,
1,same_02,32,DET-WRONG,paired,delta,0.11791466176509857,0.11140085756778717,
1,same_02,32,DET-WRONG,paired,theta,0.08509009331464767,0.073227159678936,
1,same_02,32,DET-WRONG,paired,alpha,0.05482334643602371,0.06910700350999832,
1,same_02,32,DET-WRONG,paired,beta,0.045495472848415375,0.11096102744340897,
1,same_02,32,DET-WRONG,paired,low_gamma,0.07496829330921173,0.31372474133968353,
1,same_02,32,DET-WRONG,paired,high_frequency_secondary,0.1255595088005066,0.5454131364822388,
1,same_02,32,DIFF-WRONG,paired,delta,0.11843037605285645,0.1108851432800293,
1,same_02,32,DIFF-WRONG,paired,theta,0.08535291254520416,0.07296434044837952,
1,same_02,32,DIFF-WRONG,paired,alpha,0.0566675029695034,0.06726284697651863,
1,same_02,32,DIFF-WRONG,paired,beta,0.048305246978998184,0.10815125331282616,
1,same_02,32,DIFF-WRONG,paired,low_gamma,0.08689391613006592,0.30179911851882935,
1,same_02,32,DIFF-WRONG,paired,high_frequency_secondary,0.14466366171836853,0.5263089835643768,
1,same_02,32,DIFF-TEMPORAL-SHUFFLED,paired,delta,0.3398917019367218,-0.11057618260383606,
1,same_02,32,DIFF-TEMPORAL-SHUFFLED,paired,theta,0.23341110348701477,-0.07509385049343109,
1,same_02,32,DIFF-TEMPORAL-SHUFFLED,paired,alpha,0.16373078525066376,-0.039800435304641724,
1,same_02,32,DIFF-TEMPORAL-SHUFFLED,paired,beta,0.20192594826221466,-0.04546944797039032,
1,same_02,32,DIFF-TEMPORAL-SHUFFLED,paired,low_gamma,0.48621857166290283,-0.09752553701400757,
1,same_02,32,DIFF-TEMPORAL-SHUFFLED,paired,high_frequency_secondary,0.7736936807632446,-0.10272103548049927,
1,same_02,32,RAW,natural,delta,,,0.0
1,same_02,32,RAW,natural,theta,,,0.0
1,same_02,32,RAW,natural,alpha,,,0.0
1,same_02,32,RAW,natural,beta,,,0.0
1,same_02,32,RAW,natural,low_gamma,,,0.0
1,same_02,32,RAW,natural,high_frequency_secondary,,,0.0
1,same_02,32,LINEAR-POP,natural,delta,,,0.15598131149946964
1,same_02,32,LINEAR-POP,natural,theta,,,0.11898260061281953
1,same_02,32,LINEAR-POP,natural,alpha,,,0.07184413937240688
1,same_02,32,LINEAR-POP,natural,beta,,,0.04230428183671079
1,same_02,32,LINEAR-POP,natural,low_gamma,,,0.16380815779040633
1,same_02,32,LINEAR-POP,natural,high_frequency_secondary,,,0.4742675227399016
1,same_02,32,DET-POP,natural,delta,,,0.20566945958072466
1,same_02,32,DET-POP,natural,theta,,,0.1379751746901596
1,same_02,32,DET-POP,natural,alpha,,,0.07506162959457274
1,same_02,32,DET-POP,natural,beta,,,0.04646938143213218
1,same_02,32,DET-POP,natural,low_gamma,,,0.1304499376333341
1,same_02,32,DET-POP,natural,high_frequency_secondary,,,0.385319691330983
1,same_02,32,DIFF-POP,natural,delta,,,0.20129331598402087
1,same_02,32,DIFF-POP,natural,theta,,,0.13402092888431802
1,same_02,32,DIFF-POP,natural,alpha,,,0.07335993278820738
1,same_02,32,DIFF-POP,natural,beta,,,0.0442822365223751
1,same_02,32,DIFF-POP,natural,low_gamma,,,0.12695497717907475
1,same_02,32,DIFF-POP,natural,high_frequency_secondary,,,0.3262648364042634
1,same_02,32,LINEAR-MATCH,natural,delta,,,0.15323799975421637
1,same_02,32,LINEAR-MATCH,natural,theta,,,0.1162216694033077
1,same_02,32,LINEAR-MATCH,natural,alpha,,,0.06882954199378565
1,same_02,32,LINEAR-MATCH,natural,beta,,,0.040488734360533025
1,same_02,32,LINEAR-MATCH,natural,low_gamma,,,0.16359662502098046
1,same_02,32,LINEAR-MATCH,natural,high_frequency_secondary,,,0.4613481061487576
1,same_02,32,DET-MATCH,natural,delta,,,0.19878786681307523
1,same_02,32,DET-MATCH,natural,theta,,,0.13504609871141657
1,same_02,32,DET-MATCH,natural,alpha,,,0.07174983342045567
1,same_02,32,DET-MATCH,natural,beta,,,0.0438463342420091
1,same_02,32,DET-MATCH,natural,low_gamma,,,0.13272825622298795
1,same_02,32,DET-MATCH,natural,high_frequency_secondary,,,0.3812390896165353
1,same_02,32,DIFF-MATCH,natural,delta,,,0.19355184024950955
1,same_02,32,DIFF-MATCH,natural,theta,,,0.12999896446750714
1,same_02,32,DIFF-MATCH,natural,alpha,,,0.0696923141368348
1,same_02,32,DIFF-MATCH,natural,beta,,,0.04011422584910394
1,same_02,32,DIFF-MATCH,natural,low_gamma,,,0.11604854336913022
1,same_02,32,DIFF-MATCH,natural,high_frequency_secondary,,,0.3183196990154383
