k,method,subjects,rrmse,correlation,delta_snr,paired_spectral_utility,mi_band_distortion,eog_attenuation,preservation,covariance,mi_kappa,erd_preservation
8,RAW,9,0.48850793419060884,0.8971713112480463,0.0,0.0,0.0,0.0,1.0,0.0,0.3528484748918582,1.0
8,LINEAR-POP,9,0.14631698211586033,0.9877395664871711,10.336565761930412,0.15600093157479056,0.06774109705740466,0.08917964591596428,0.8054394189406324,0.09025476056435632,0.3477707747150586,0.9472783285272008
8,LINEAR-MATCH,9,0.08759881297333373,0.9930368389180555,18.065383858150906,0.1923441980034113,0.06716591375163677,0.09726723147444495,0.8122640230037548,0.09093209517395276,0.3490168824508597,0.946198756577788
8,LINEAR-WRONG,9,0.17610228627368255,0.980026975154709,9.49412773935883,0.16522296097267558,0.06668237921662014,0.09001599761871575,0.8074801376572361,0.08948575876627543,0.34495932230010595,0.9482064968452492
8,DET-POP,9,0.1534758201903767,0.9877805693675948,9.56460917437518,0.14503146487253685,0.07594082696367138,0.09847989351523963,0.788379066520267,0.1271779620230749,0.34315268491999545,0.9374278409725428
8,DET-MATCH,9,0.11471310920185512,0.9928309853893118,12.377366737083152,0.17129055521002523,0.07474301249195932,0.10406718938243176,0.7960747656998811,0.12632415055047186,0.3437699688706128,0.9370962867424025
8,DET-WRONG,9,0.16399818355286563,0.9840060534560214,9.490453755414045,0.15217249564550542,0.07482933507781003,0.09853708310663353,0.7876889562165296,0.12755529946242902,0.3325005457519119,0.9383953772830466
8,DIFF-POP,9,0.15118488586611217,0.9879193789901672,9.680490864647759,0.1427220824967932,0.07263302034615308,0.09922132443192246,0.7903798470894495,0.12481777393755202,0.34747367257431644,0.9417522465968402
8,DIFF-MATCH,9,0.1151767402059502,0.9926416593251196,12.280303301634612,0.16627678026755652,0.07129777299089587,0.10466751456161477,0.797960364708194,0.1238297911859128,0.33667120343851403,0.9416843586920315
8,DIFF-WRONG,9,0.16135790640557254,0.9844822195153734,9.582905725196555,0.15012974029889814,0.0717383479036159,0.09963838963084423,0.7896999457368145,0.12512267674940805,0.33543663553727937,0.9426192269061165
8,DIFF-TEMPORAL-SHUFFLED,9,0.5797351278640606,0.8612835304585067,-1.8491547814121954,-0.08045128953677637,0.04161241650862664,0.0013788655264353703,0.8096245151978952,0.06725099075560632,0.32784051540041975,0.9787577889766288
