subject,protocol,k,method,rrmse,correlation,delta_snr,paired_psd_error_1_45,paired_spectral_utility
2,same_01,32,RAW,0.4466257393360138,0.9170239728474057,0.0,0.20303533971309662,0.0
2,same_01,32,LINEAR-POP,0.12609636783599854,0.9922411784320936,10.984823226928711,0.02924923412501812,0.1737861055880785
2,same_01,32,DET-POP,0.14877428114414215,0.9899307720177174,9.548316955566406,0.05502789095044136,0.14800744876265526
2,same_01,32,DIFF-POP,0.13974833488464355,0.9903408029262065,10.091941833496094,0.053611449897289276,0.14942388981580734
2,same_01,32,LINEAR-MATCH,0.04006554186344147,0.9991984906320905,20.94345474243164,0.03215978667140007,0.17087555304169655
2,same_01,32,DET-MATCH,0.11940626800060272,0.9943388810459717,11.458332061767578,0.05312849208712578,0.14990684762597084
2,same_01,32,DIFF-MATCH,0.10521385073661804,0.9948896682576951,12.557416915893555,0.050657954066991806,0.1523773856461048
2,same_01,32,LINEAR-WRONG,0.278023362159729,0.9637295539408091,4.117249488830566,0.07923721522092819,0.12379812449216843
2,same_01,32,DET-WRONG,0.253233402967453,0.9688757680806033,4.928455829620361,0.09040442854166031,0.11263091117143631
2,same_01,32,DIFF-WRONG,0.2324269860982895,0.9730987103626434,5.673144340515137,0.07766009122133255,0.12537524849176407
2,same_01,32,DIFF-TEMPORAL-SHUFFLED,0.6237298250198364,0.843888681254778,-2.9010558128356934,0.2967904508113861,-0.09375511109828949
2,same_02,32,RAW,0.3861199617385864,0.9324141333879434,0.0,0.23746544122695923,0.0
2,same_02,32,LINEAR-POP,0.1286686211824417,0.991802935043948,9.544991493225098,0.0631416067481041,0.17432383447885513
2,same_02,32,DET-POP,0.17030353844165802,0.9863868526961255,7.109971523284912,0.07942270487546921,0.15804273635149002
2,same_02,32,DIFF-POP,0.16157737374305725,0.9870144686360609,7.566833972930908,0.07893937826156616,0.15852606296539307
2,same_02,32,LINEAR-MATCH,0.0265580452978611,0.9996475812189902,23.250524520874023,0.012634887360036373,0.22483055386692286
2,same_02,32,DET-MATCH,0.122446209192276,0.993741931227063,9.97553825378418,0.044492751359939575,0.19297268986701965
2,same_02,32,DIFF-MATCH,0.11168442666530609,0.9940640723921844,10.774592399597168,0.04431974142789841,0.19314569979906082
2,same_02,32,LINEAR-WRONG,0.12530198693275452,0.9922450252704641,9.775286674499512,0.0346214659512043,0.20284397527575493
2,same_02,32,DET-WRONG,0.15013013780117035,0.9897288908515015,8.205086708068848,0.055185288190841675,0.18228015303611755
2,same_02,32,DIFF-WRONG,0.13856884837150574,0.9905521492972499,8.90113353729248,0.054038289934396744,0.18342715129256248
2,same_02,32,DIFF-TEMPORAL-SHUFFLED,0.4783157408237457,0.8988719137071048,-1.8598482608795166,0.31080999970436096,-0.07334455847740173
2,same_03,32,RAW,0.535010576248169,0.8821904333894074,0.0,0.22216227650642395,0.0
2,same_03,32,LINEAR-POP,0.2075483649969101,0.97947285608709,8.224861145019531,0.1028168648481369,0.11934541165828705
2,same_03,32,DET-POP,0.22580882906913757,0.9761466225168558,7.492429733276367,0.10127603262662888,0.12088624387979507
2,same_03,32,DIFF-POP,0.2087704986333847,0.9782294640703704,8.17386531829834,0.0992165058851242,0.12294577062129974
2,same_03,32,LINEAR-MATCH,0.032707877457141876,0.999468297311101,24.274200439453125,0.008498293347656727,0.21366398315876722
2,same_03,32,DET-MATCH,0.16806888580322266,0.9862327430873068,10.057501792907715,0.050495684146881104,0.17166659235954285
2,same_03,32,DIFF-MATCH,0.1557909995317459,0.9875494954611935,10.716400146484375,0.0500636100769043,0.17209866642951965
2,same_03,32,LINEAR-WRONG,0.17194895446300507,0.985302268958316,9.859256744384766,0.04641440883278847,0.17574786767363548
2,same_03,32,DET-WRONG,0.19647665321826935,0.9807565583967062,8.701029777526855,0.06357939541339874,0.1585828810930252
2,same_03,32,DIFF-WRONG,0.18407246470451355,0.9825007570556658,9.267471313476562,0.062225136905908585,0.15993713960051537
2,same_03,32,DIFF-TEMPORAL-SHUFFLED,0.6766636967658997,0.8215270984313356,-2.0402097702026367,0.2922166883945465,-0.07005441188812256
3,same_01,8,RAW,0.3934550881385803,0.9357966113626329,0.0,0.2488958090543747,0.0
