subject,method,paired_spectral_utility,natural_mi_band_distortion,preservation,covariance,eog_attenuation,kappa_minus_raw
1,DET-POP,0.13085167979200682,0.05258452514489607,0.7658036351203918,0.10818476612586443,0.06508924885315144,0.02222222222222231
1,DIFF-POP,0.12965015197793642,0.05123462151048447,0.7681979636351267,0.10900154050785228,0.06642353210491725,0.03611111111111115
2,DET-POP,0.14231214299798012,0.08488838624339083,0.7940744161605835,0.14393849174081957,0.10310517884126406,-0.09166666666666663
2,DIFF-POP,0.14160446574290594,0.08111168287637001,0.8065148293972015,0.13780868006107475,0.10339794646685598,-0.044444444444444425
3,DET-POP,0.13437056044737497,0.0757673174884592,0.820067435503006,0.12190046829465793,0.1163510222655821,-0.12222222222222232
3,DIFF-POP,0.1299224222699801,0.07068294004657388,0.8197449594736099,0.12050430469736667,0.11690626087076599,-0.03888888888888894
