subject,protocol,method,panel,band,error,utility,distortion
2,same_03,DET-WRONG,paired,low_gamma,0.0610295832157135,0.1869869828224182,
2,same_03,DET-WRONG,paired,high_frequency_secondary,0.11627132445573807,0.21980159729719162,
2,same_03,DET-WRONG,natural,delta,,,0.2066221632308675
2,same_03,DET-WRONG,natural,theta,,,0.12181049069283947
2,same_03,DET-WRONG,natural,alpha,,,0.09772401001078432
2,same_03,DET-WRONG,natural,beta,,,0.058688076171424006
2,same_03,DET-WRONG,natural,low_gamma,,,0.07314031220122591
2,same_03,DET-WRONG,natural,high_frequency_secondary,,,0.04789428727069657
2,same_03,DIFF-POP,paired,delta,0.1789727360010147,0.2529556006193161,
2,same_03,DIFF-POP,paired,theta,0.08868321776390076,0.11049745976924896,
2,same_03,DIFF-POP,paired,alpha,0.06516984105110168,0.07991363108158112,
2,same_03,DIFF-POP,paired,beta,0.08398911356925964,0.09582674503326416,
2,same_03,DIFF-POP,paired,low_gamma,0.11457854509353638,0.13343802094459534,
2,same_03,DIFF-POP,paired,high_frequency_secondary,0.16274987161159515,0.17332305014133453,
2,same_03,DIFF-POP,natural,delta,,,0.21245426911858353
2,same_03,DIFF-POP,natural,theta,,,0.12577053835779453
2,same_03,DIFF-POP,natural,alpha,,,0.10714013710166294
2,same_03,DIFF-POP,natural,beta,,,0.06558650837005284
2,same_03,DIFF-POP,natural,low_gamma,,,0.13776089519953402
2,same_03,DIFF-POP,natural,high_frequency_secondary,,,0.08643919983463094
2,same_03,DIFF-MATCH,paired,delta,0.13970600068569183,0.292222335934639,
2,same_03,DIFF-MATCH,paired,theta,0.06812333315610886,0.13105734437704086,
2,same_03,DIFF-MATCH,paired,alpha,0.036615099757909775,0.10846837237477303,
2,same_03,DIFF-MATCH,paired,beta,0.03246978297829628,0.14734607562422752,
2,same_03,DIFF-MATCH,paired,low_gamma,0.05601581186056137,0.19200075417757034,
2,same_03,DIFF-MATCH,paired,high_frequency_secondary,0.12802757322788239,0.2080453485250473,
2,same_03,DIFF-MATCH,natural,delta,,,0.2134196430764489
2,same_03,DIFF-MATCH,natural,theta,,,0.12857159780737876
2,same_03,DIFF-MATCH,natural,alpha,,,0.10454296859791115
2,same_03,DIFF-MATCH,natural,beta,,,0.05721116976890306
2,same_03,DIFF-MATCH,natural,low_gamma,,,0.07898633959302646
2,same_03,DIFF-MATCH,natural,high_frequency_secondary,,,0.0521001860862395
2,same_03,DIFF-WRONG,paired,delta,0.15845666825771332,0.2734716683626175,
2,same_03,DIFF-WRONG,paired,theta,0.07968100905418396,0.11949966847896576,
2,same_03,DIFF-WRONG,paired,alpha,0.053710274398326874,0.09137319773435593,
2,same_03,DIFF-WRONG,paired,beta,0.044862110167741776,0.13495374843478203,
2,same_03,DIFF-WRONG,paired,low_gamma,0.06227578967809677,0.18574077636003494,
2,same_03,DIFF-WRONG,paired,high_frequency_secondary,0.14092233777046204,0.19515058398246765,
2,same_03,DIFF-WRONG,natural,delta,,,0.19875544149369898
2,same_03,DIFF-WRONG,natural,theta,,,0.11808304140577472
2,same_03,DIFF-WRONG,natural,alpha,,,0.0955549566383056
2,same_03,DIFF-WRONG,natural,beta,,,0.05431641401396449
2,same_03,DIFF-WRONG,natural,low_gamma,,,0.07657574384245475
2,same_03,DIFF-WRONG,natural,high_frequency_secondary,,,0.05502726920844915
2,same_03,DIFF-TEMPORAL-SHUFFLED,paired,delta,0.505744218826294,-0.07381588220596313,
2,same_03,DIFF-TEMPORAL-SHUFFLED,paired,theta,0.2488870471715927,-0.04970636963844299,
2,same_03,DIFF-TEMPORAL-SHUFFLED,paired,alpha,0.20015591382980347,-0.055072441697120667,
2,same_03,DIFF-TEMPORAL-SHUFFLED,paired,beta,0.257736474275589,-0.07792061567306519,
2,same_03,DIFF-TEMPORAL-SHUFFLED,paired,low_gamma,0.32162347435951233,-0.07360690832138062,
2,same_03,DIFF-TEMPORAL-SHUFFLED,paired,high_frequency_secondary,0.3978904187679291,-0.06181749701499939,
2,same_03,DIFF-TEMPORAL-SHUFFLED,natural,delta,,,0.10183505474314329
2,same_03,DIFF-TEMPORAL-SHUFFLED,natural,theta,,,0.06367288052171106
2,same_03,DIFF-TEMPORAL-SHUFFLED,natural,alpha,,,0.055630962300868295
2,same_03,DIFF-TEMPORAL-SHUFFLED,natural,beta,,,0.05423156098255644
2,same_03,DIFF-TEMPORAL-SHUFFLED,natural,low_gamma,,,0.06703542308940966
2,same_03,DIFF-TEMPORAL-SHUFFLED,natural,high_frequency_secondary,,,0.04963717792269659
3,same_01,RAW,paired,delta,0.3131895661354065,0.0,
3,same_01,RAW,paired,theta,0.24691197276115417,0.0,
3,same_01,RAW,paired,alpha,0.1536221206188202,0.0,
3,same_01,RAW,paired,beta,0.15526165068149567,0.0,
3,same_01,RAW,paired,low_gamma,0.3607344925403595,0.0,
3,same_01,RAW,paired,high_frequency_secondary,0.6009649634361267,0.0,
3,same_01,RAW,natural,delta,,,0.0
3,same_01,RAW,natural,theta,,,0.0
3,same_01,RAW,natural,alpha,,,0.0
3,same_01,RAW,natural,beta,,,0.0
3,same_01,RAW,natural,low_gamma,,,0.0
3,same_01,RAW,natural,high_frequency_secondary,,,0.0
3,same_01,LINEAR-POP,paired,delta,0.09851740300655365,0.21467216312885284,
3,same_01,LINEAR-POP,paired,theta,0.09104328602552414,0.15586868673563004,
3,same_01,LINEAR-POP,paired,alpha,0.06761477887630463,0.08600734174251556,
3,same_01,LINEAR-POP,paired,beta,0.07008665800094604,0.08517499268054962,
3,same_01,LINEAR-POP,paired,low_gamma,0.1559341996908188,0.2048002928495407,
3,same_01,LINEAR-POP,paired,high_frequency_secondary,0.30098965764045715,0.29997530579566956,
3,same_01,LINEAR-POP,natural,delta,,,0.13088864617280008
3,same_01,LINEAR-POP,natural,theta,,,0.14044158799663753
3,same_01,LINEAR-POP,natural,alpha,,,0.08027346276654444
3,same_01,LINEAR-POP,natural,beta,,,0.05297572073790449
3,same_01,LINEAR-POP,natural,low_gamma,,,0.12298654819927818
3,same_01,LINEAR-POP,natural,high_frequency_secondary,,,0.22509693471339595
3,same_01,LINEAR-MATCH,paired,delta,0.034199174493551254,0.27899039164185524,
3,same_01,LINEAR-MATCH,paired,theta,0.0278401430696249,0.21907182969152927,
3,same_01,LINEAR-MATCH,paired,alpha,0.019460169598460197,0.13416195102036,
3,same_01,LINEAR-MATCH,paired,beta,0.022408129647374153,0.1328535210341215,
3,same_01,LINEAR-MATCH,paired,low_gamma,0.051964808255434036,0.30876968428492546,
3,same_01,LINEAR-MATCH,paired,high_frequency_secondary,0.09970957785844803,0.5012553855776787,
3,same_01,LINEAR-MATCH,natural,delta,,,0.15202605536641478
3,same_01,LINEAR-MATCH,natural,theta,,,0.15895956642372486
3,same_01,LINEAR-MATCH,natural,alpha,,,0.08540140897542797
3,same_01,LINEAR-MATCH,natural,beta,,,0.05717658125588567
3,same_01,LINEAR-MATCH,natural,low_gamma,,,0.14945525870780987
3,same_01,LINEAR-MATCH,natural,high_frequency_secondary,,,0.22084940884771917
3,same_01,LINEAR-WRONG,paired,delta,0.08184870332479477,0.23134086281061172,
3,same_01,LINEAR-WRONG,paired,theta,0.07759649306535721,0.16931547969579697,
3,same_01,LINEAR-WRONG,paired,alpha,0.055024418979883194,0.098597701638937,
3,same_01,LINEAR-WRONG,paired,beta,0.05679544433951378,0.09846620634198189,
3,same_01,LINEAR-WRONG,paired,low_gamma,0.12250170856714249,0.238232783973217,
3,same_01,LINEAR-WRONG,paired,high_frequency_secondary,0.23924073576927185,0.36172422766685486,
3,same_01,LINEAR-WRONG,natural,delta,,,0.146177459502753
3,same_01,LINEAR-WRONG,natural,theta,,,0.15134435124323906
3,same_01,LINEAR-WRONG,natural,alpha,,,0.08459847482440638
3,same_01,LINEAR-WRONG,natural,beta,,,0.05731042793976665
3,same_01,LINEAR-WRONG,natural,low_gamma,,,0.14215304362561912
3,same_01,LINEAR-WRONG,natural,high_frequency_secondary,,,0.2663681828398307
3,same_01,DET-POP,paired,delta,0.11227722465991974,0.20091234147548676,
3,same_01,DET-POP,paired,theta,0.10993898659944534,0.13697298616170883,
3,same_01,DET-POP,paired,alpha,0.0753229483962059,0.07829917222261429,
3,same_01,DET-POP,paired,beta,0.07883882522583008,0.07642282545566559,
3,same_01,DET-POP,paired,low_gamma,0.16186389327049255,0.19887059926986694,
3,same_01,DET-POP,paired,high_frequency_secondary,0.2933317720890045,0.3076331913471222,
3,same_01,DET-POP,natural,delta,,,0.1853101401207882
3,same_01,DET-POP,natural,theta,,,0.17440629544938735
3,same_01,DET-POP,natural,alpha,,,0.09810350267959057
3,same_01,DET-POP,natural,beta,,,0.07029316937981907
3,same_01,DET-POP,natural,low_gamma,,,0.13180414304985621
3,same_01,DET-POP,natural,high_frequency_secondary,,,0.18055580975563948
3,same_01,DET-MATCH,paired,delta,0.07434948533773422,0.23884008079767227,
3,same_01,DET-MATCH,paired,theta,0.055809758603572845,0.19110221415758133,
3,same_01,DET-MATCH,paired,alpha,0.03688717260956764,0.11673494800925255,
3,same_01,DET-MATCH,paired,beta,0.03998851776123047,0.1152731329202652,
3,same_01,DET-MATCH,paired,low_gamma,0.07281623035669327,0.28791826218366623,
3,same_01,DET-MATCH,paired,high_frequency_secondary,0.12237787246704102,0.4785870909690857,
3,same_01,DET-MATCH,natural,delta,,,0.2168306103254268
3,same_01,DET-MATCH,natural,theta,,,0.20307104075276552
3,same_01,DET-MATCH,natural,alpha,,,0.10266071328173194
3,same_01,DET-MATCH,natural,beta,,,0.07207719788281838
3,same_01,DET-MATCH,natural,low_gamma,,,0.16077853194567804
3,same_01,DET-MATCH,natural,high_frequency_secondary,,,0.1751763549842407
3,same_01,DET-WRONG,paired,delta,0.10732555389404297,0.20586401224136353,
3,same_01,DET-WRONG,paired,theta,0.10431377589702606,0.1425981968641281,
3,same_01,DET-WRONG,paired,alpha,0.06948372721672058,0.08413839340209961,
3,same_01,DET-WRONG,paired,beta,0.0685594379901886,0.08670221269130707,
3,same_01,DET-WRONG,paired,low_gamma,0.13127285242080688,0.2294616401195526,
3,same_01,DET-WRONG,paired,high_frequency_secondary,0.23263120651245117,0.36833375692367554,
3,same_01,DET-WRONG,natural,delta,,,0.19766412351143076
3,same_01,DET-WRONG,natural,theta,,,0.1853475782844324
3,same_01,DET-WRONG,natural,alpha,,,0.09990394162640216
3,same_01,DET-WRONG,natural,beta,,,0.07191841772317847
3,same_01,DET-WRONG,natural,low_gamma,,,0.1482117708553879
3,same_01,DET-WRONG,natural,high_frequency_secondary,,,0.21812292484824736
3,same_01,DIFF-POP,paired,delta,0.11120852828025818,0.20198103785514832,
3,same_01,DIFF-POP,paired,theta,0.10780377686023712,0.13910819590091705,
3,same_01,DIFF-POP,paired,alpha,0.07494369894266129,0.0786784216761589,
3,same_01,DIFF-POP,paired,beta,0.07870390266180038,0.07655774801969528,
3,same_01,DIFF-POP,paired,low_gamma,0.16691209375858307,0.19382239878177643,
3,same_01,DIFF-POP,paired,high_frequency_secondary,0.312892347574234,0.2880726158618927,
3,same_01,DIFF-POP,natural,delta,,,0.18271176748893883
3,same_01,DIFF-POP,natural,theta,,,0.17042488178461784
3,same_01,DIFF-POP,natural,alpha,,,0.09495361626058577
3,same_01,DIFF-POP,natural,beta,,,0.06683309675739893
3,same_01,DIFF-POP,natural,low_gamma,,,0.13931507072163496
3,same_01,DIFF-POP,natural,high_frequency_secondary,,,0.19544060975677338
3,same_01,DIFF-MATCH,paired,delta,0.07428639382123947,0.23890317231416702,
3,same_01,DIFF-MATCH,paired,theta,0.05583811551332474,0.19107385724782944,
3,same_01,DIFF-MATCH,paired,alpha,0.037748150527477264,0.11587397009134293,
3,same_01,DIFF-MATCH,paired,beta,0.04206010326743126,0.11320154741406441,
3,same_01,DIFF-MATCH,paired,low_gamma,0.09081552922725677,0.2699189633131027,
3,same_01,DIFF-MATCH,paired,high_frequency_secondary,0.2055279016494751,0.3954370617866516,
3,same_01,DIFF-MATCH,natural,delta,,,0.21591769855581044
3,same_01,DIFF-MATCH,natural,theta,,,0.2010796337408026
3,same_01,DIFF-MATCH,natural,alpha,,,0.10129445810370546
3,same_01,DIFF-MATCH,natural,beta,,,0.0699178619017293
3,same_01,DIFF-MATCH,natural,low_gamma,,,0.17362329564210033
3,same_01,DIFF-MATCH,natural,high_frequency_secondary,,,0.19563613847261738
3,same_01,DIFF-WRONG,paired,delta,0.1072721928358078,0.2059173732995987,
3,same_01,DIFF-WRONG,paired,theta,0.10265281796455383,0.14425915479660034,
3,same_01,DIFF-WRONG,paired,alpha,0.06957455724477768,0.08404756337404251,
3,same_01,DIFF-WRONG,paired,beta,0.06699618697166443,0.08826546370983124,
3,same_01,DIFF-WRONG,paired,low_gamma,0.13710647821426392,0.22362801432609558,
3,same_01,DIFF-WRONG,paired,high_frequency_secondary,0.2642001807689667,0.33676478266716003,
3,same_01,DIFF-WRONG,natural,delta,,,0.19425231313479152
3,same_01,DIFF-WRONG,natural,theta,,,0.18042733622720425
3,same_01,DIFF-WRONG,natural,alpha,,,0.0968246234462544
3,same_01,DIFF-WRONG,natural,beta,,,0.06843582560476819
3,same_01,DIFF-WRONG,natural,low_gamma,,,0.15467923429795394
3,same_01,DIFF-WRONG,natural,high_frequency_secondary,,,0.2272226637442216
3,same_01,DIFF-TEMPORAL-SHUFFLED,paired,delta,0.42512208223342896,-0.11193251609802246,
3,same_01,DIFF-TEMPORAL-SHUFFLED,paired,theta,0.326720267534256,-0.0798082947731018,
3,same_01,DIFF-TEMPORAL-SHUFFLED,paired,alpha,0.20865200459957123,-0.05502988398075104,
3,same_01,DIFF-TEMPORAL-SHUFFLED,paired,beta,0.22042597830295563,-0.06516432762145996,
3,same_01,DIFF-TEMPORAL-SHUFFLED,paired,low_gamma,0.5042840838432312,-0.1435495913028717,
3,same_01,DIFF-TEMPORAL-SHUFFLED,paired,high_frequency_secondary,0.7580881714820862,-0.15712320804595947,
3,same_01,DIFF-TEMPORAL-SHUFFLED,natural,delta,,,0.110689836005801
3,same_01,DIFF-TEMPORAL-SHUFFLED,natural,theta,,,0.08105449108776515
3,same_01,DIFF-TEMPORAL-SHUFFLED,natural,alpha,,,0.06288415377621719
3,same_01,DIFF-TEMPORAL-SHUFFLED,natural,beta,,,0.04554405319196283
3,same_01,DIFF-TEMPORAL-SHUFFLED,natural,low_gamma,,,0.12025888681659573
3,same_01,DIFF-TEMPORAL-SHUFFLED,natural,high_frequency_secondary,,,0.19098154047782875
3,same_02,RAW,paired,delta,0.35323938727378845,0.0,
3,same_02,RAW,paired,theta,0.24408841133117676,0.0,
3,same_02,RAW,paired,alpha,0.1348315179347992,0.0,
3,same_02,RAW,paired,beta,0.17798157036304474,0.0,
3,same_02,RAW,paired,low_gamma,0.41068318486213684,0.0,
3,same_02,RAW,paired,high_frequency_secondary,0.8469559550285339,0.0,
3,same_02,RAW,natural,delta,,,0.0
3,same_02,RAW,natural,theta,,,0.0
3,same_02,RAW,natural,alpha,,,0.0
3,same_02,RAW,natural,beta,,,0.0
3,same_02,RAW,natural,low_gamma,,,0.0
3,same_02,RAW,natural,high_frequency_secondary,,,0.0
3,same_02,LINEAR-POP,paired,delta,0.05875377729535103,0.2944856099784374,
3,same_02,LINEAR-POP,paired,theta,0.04235631227493286,0.2017320990562439,
3,same_02,LINEAR-POP,paired,alpha,0.025989161804318428,0.10884235613048077,
3,same_02,LINEAR-POP,paired,beta,0.03976348042488098,0.13821808993816376,
3,same_02,LINEAR-POP,paired,low_gamma,0.10421578586101532,0.3064673990011215,
3,same_02,LINEAR-POP,paired,high_frequency_secondary,0.2161680907011032,0.6307878643274307,
3,same_02,LINEAR-POP,natural,delta,,,0.16912585432756325
3,same_02,LINEAR-POP,natural,theta,,,0.15460323219089672
3,same_02,LINEAR-POP,natural,alpha,,,0.07905568620445491
3,same_02,LINEAR-POP,natural,beta,,,0.06312686792278324
3,same_02,LINEAR-POP,natural,low_gamma,,,0.12689736670221569
3,same_02,LINEAR-POP,natural,high_frequency_secondary,,,0.6706551920354189
3,same_02,LINEAR-MATCH,paired,delta,0.02230549231171608,0.3309338949620724,
3,same_02,LINEAR-MATCH,paired,theta,0.014013792388141155,0.2300746189430356,
3,same_02,LINEAR-MATCH,paired,alpha,0.007144706789404154,0.12768681114539504,
3,same_02,LINEAR-MATCH,paired,beta,0.010631446726620197,0.16735012363642454,
3,same_02,LINEAR-MATCH,paired,low_gamma,0.024971792474389076,0.38571139238774776,
3,same_02,LINEAR-MATCH,paired,high_frequency_secondary,0.04984954744577408,0.7971064075827599,
3,same_02,LINEAR-MATCH,natural,delta,,,0.18670721185364259
3,same_02,LINEAR-MATCH,natural,theta,,,0.16582808801416163
3,same_02,LINEAR-MATCH,natural,alpha,,,0.08861389406212214
3,same_02,LINEAR-MATCH,natural,beta,,,0.07095703350798967
3,same_02,LINEAR-MATCH,natural,low_gamma,,,0.15342220115371943
3,same_02,LINEAR-MATCH,natural,high_frequency_secondary,,,0.840634010706237
3,same_02,LINEAR-WRONG,paired,delta,0.07660039514303207,0.2766389921307564,
3,same_02,LINEAR-WRONG,paired,theta,0.04890453442931175,0.195183876901865,
3,same_02,LINEAR-WRONG,paired,alpha,0.028131963685154915,0.10669955424964428,
3,same_02,LINEAR-WRONG,paired,beta,0.040434204041957855,0.13754736632108688,
3,same_02,LINEAR-WRONG,paired,low_gamma,0.09756449609994888,0.31311868876218796,
3,same_02,LINEAR-WRONG,paired,high_frequency_secondary,0.19174714386463165,0.6552088111639023,
3,same_02,LINEAR-WRONG,natural,delta,,,0.17876018518754155
3,same_02,LINEAR-WRONG,natural,theta,,,0.16006538467377135
3,same_02,LINEAR-WRONG,natural,alpha,,,0.0866458896989226
3,same_02,LINEAR-WRONG,natural,beta,,,0.06786150116680473
3,same_02,LINEAR-WRONG,natural,low_gamma,,,0.15069201178354646
3,same_02,LINEAR-WRONG,natural,high_frequency_secondary,,,0.814669934076472
3,same_02,DET-POP,paired,delta,0.10288217663764954,0.2503572106361389,
3,same_02,DET-POP,paired,theta,0.06548505276441574,0.17860335856676102,
3,same_02,DET-POP,paired,alpha,0.045464832335710526,0.08936668559908867,
3,same_02,DET-POP,paired,beta,0.057644009590148926,0.12033756077289581,
3,same_02,DET-POP,paired,low_gamma,0.14021798968315125,0.2704651951789856,
3,same_02,DET-POP,paired,high_frequency_secondary,0.26141464710235596,0.585541307926178,
3,same_02,DET-POP,natural,delta,,,0.2226301618337216
3,same_02,DET-POP,natural,theta,,,0.18909501030473588
3,same_02,DET-POP,natural,alpha,,,0.09366086006020309
3,same_02,DET-POP,natural,beta,,,0.08313037041380326
3,same_02,DET-POP,natural,low_gamma,,,0.121487885427383
3,same_02,DET-POP,natural,high_frequency_secondary,,,0.5500251813063647
3,same_02,DET-MATCH,paired,delta,0.08245484530925751,0.27078454196453094,
3,same_02,DET-MATCH,paired,theta,0.049659740179777145,0.1944286711513996,
3,same_02,DET-MATCH,paired,alpha,0.03174029290676117,0.10309122502803802,
3,same_02,DET-MATCH,paired,beta,0.03486321121454239,0.14311835914850235,
3,same_02,DET-MATCH,paired,low_gamma,0.06778445094823837,0.34289873391389847,
3,same_02,DET-MATCH,paired,high_frequency_secondary,0.11796385049819946,0.7289921045303345,
3,same_02,DET-MATCH,natural,delta,,,0.23637516448752385
3,same_02,DET-MATCH,natural,theta,,,0.19835838391848334
3,same_02,DET-MATCH,natural,alpha,,,0.10270451639810593
3,same_02,DET-MATCH,natural,beta,,,0.08967000206250082
3,same_02,DET-MATCH,natural,low_gamma,,,0.1426294853452696
3,same_02,DET-MATCH,natural,high_frequency_secondary,,,0.720182828767936
3,same_02,DET-WRONG,paired,delta,0.11234835535287857,0.24089103192090988,
3,same_02,DET-WRONG,paired,theta,0.07355965673923492,0.17052875459194183,
3,same_02,DET-WRONG,paired,alpha,0.047794170677661896,0.0870373472571373,
3,same_02,DET-WRONG,paired,beta,0.057250477373600006,0.12073109298944473,
3,same_02,DET-WRONG,paired,low_gamma,0.13070721924304962,0.2799759656190872,
3,same_02,DET-WRONG,paired,high_frequency_secondary,0.23422721028327942,0.6127287447452545,
3,same_02,DET-WRONG,natural,delta,,,0.22795352158363288
3,same_02,DET-WRONG,natural,theta,,,0.19353655807837955
3,same_02,DET-WRONG,natural,alpha,,,0.10069549738069321
3,same_02,DET-WRONG,natural,beta,,,0.08708471326492173
3,same_02,DET-WRONG,natural,low_gamma,,,0.1382558186673921
3,same_02,DET-WRONG,natural,high_frequency_secondary,,,0.6921274594933962
3,same_02,DIFF-POP,paired,delta,0.10010876506567001,0.25313062220811844,
3,same_02,DIFF-POP,paired,theta,0.0630706250667572,0.18101778626441956,
3,same_02,DIFF-POP,paired,alpha,0.04468187689781189,0.0901496410369873,
3,same_02,DIFF-POP,paired,beta,0.06077579781413078,0.11720577254891396,
3,same_02,DIFF-POP,paired,low_gamma,0.15967729687690735,0.2510058879852295,
3,same_02,DIFF-POP,paired,high_frequency_secondary,0.3032453954219818,0.5437105596065521,
3,same_02,DIFF-POP,natural,delta,,,0.21793591633583237
3,same_02,DIFF-POP,natural,theta,,,0.18325989544977844
3,same_02,DIFF-POP,natural,alpha,,,0.08944821492017017
3,same_02,DIFF-POP,natural,beta,,,0.07725399618075855
3,same_02,DIFF-POP,natural,low_gamma,,,0.1229903890599639
3,same_02,DIFF-POP,natural,high_frequency_secondary,,,0.5214682427652028
3,same_02,DIFF-MATCH,paired,delta,0.08007168024778366,0.2731677070260048,
3,same_02,DIFF-MATCH,paired,theta,0.048739612102508545,0.1953487992286682,
3,same_02,DIFF-MATCH,paired,alpha,0.03159713372588158,0.10323438420891762,
3,same_02,DIFF-MATCH,paired,beta,0.04097691550850868,0.13700465485453606,
3,same_02,DIFF-MATCH,paired,low_gamma,0.10015033185482025,0.3105328530073166,
3,same_02,DIFF-MATCH,paired,high_frequency_secondary,0.19782206416130066,0.6491338908672333,
3,same_02,DIFF-MATCH,natural,delta,,,0.23348235091360944
3,same_02,DIFF-MATCH,natural,theta,,,0.19446247203206798
3,same_02,DIFF-MATCH,natural,alpha,,,0.09888480051774019
3,same_02,DIFF-MATCH,natural,beta,,,0.08390021162267267
3,same_02,DIFF-MATCH,natural,low_gamma,,,0.14590617114420862
3,same_02,DIFF-MATCH,natural,high_frequency_secondary,,,0.6956657828943372
3,same_02,DIFF-WRONG,paired,delta,0.11079796403646469,0.24244142323732376,
3,same_02,DIFF-WRONG,paired,theta,0.0715741217136383,0.17251428961753845,
3,same_02,DIFF-WRONG,paired,alpha,0.04725675657391548,0.08757476136088371,
3,same_02,DIFF-WRONG,paired,beta,0.06151403486728668,0.11646753549575806,
3,same_02,DIFF-WRONG,paired,low_gamma,0.15435846149921417,0.25632472336292267,
3,same_02,DIFF-WRONG,paired,high_frequency_secondary,0.28622952103614807,0.5607264339923859,
3,same_02,DIFF-WRONG,natural,delta,,,0.22324314944050283
3,same_02,DIFF-WRONG,natural,theta,,,0.1872151266972292
3,same_02,DIFF-WRONG,natural,alpha,,,0.09628544744419001
3,same_02,DIFF-WRONG,natural,beta,,,0.08183244481209259
3,same_02,DIFF-WRONG,natural,low_gamma,,,0.13922063505489957
3,same_02,DIFF-WRONG,natural,high_frequency_secondary,,,0.6579580810712715
3,same_02,DIFF-TEMPORAL-SHUFFLED,paired,delta,0.4982348680496216,-0.14499548077583313,
3,same_02,DIFF-TEMPORAL-SHUFFLED,paired,theta,0.3091525137424469,-0.06506410241127014,
3,same_02,DIFF-TEMPORAL-SHUFFLED,paired,alpha,0.19253014028072357,-0.05769862234592438,
3,same_02,DIFF-TEMPORAL-SHUFFLED,paired,beta,0.24605031311511993,-0.0680687427520752,
3,same_02,DIFF-TEMPORAL-SHUFFLED,paired,low_gamma,0.5578881502151489,-0.14720496535301208,
3,same_02,DIFF-TEMPORAL-SHUFFLED,paired,high_frequency_secondary,1.0408923625946045,-0.19393640756607056,
3,same_02,DIFF-TEMPORAL-SHUFFLED,natural,delta,,,0.14689791205408514
3,same_02,DIFF-TEMPORAL-SHUFFLED,natural,theta,,,0.09874990301732235
3,same_02,DIFF-TEMPORAL-SHUFFLED,natural,alpha,,,0.06174129074952023
3,same_02,DIFF-TEMPORAL-SHUFFLED,natural,beta,,,0.047765357540120006
3,same_02,DIFF-TEMPORAL-SHUFFLED,natural,low_gamma,,,0.1485677977469223
3,same_02,DIFF-TEMPORAL-SHUFFLED,natural,high_frequency_secondary,,,0.6983341817358955
3,same_03,RAW,paired,delta,0.22533555328845978,0.0,
3,same_03,RAW,paired,theta,0.15681913495063782,0.0,
3,same_03,RAW,paired,alpha,0.109523244202137,0.0,
3,same_03,RAW,paired,beta,0.09675392508506775,0.0,
3,same_03,RAW,paired,low_gamma,0.18436354398727417,0.0,
3,same_03,RAW,paired,high_frequency_secondary,0.42382073402404785,0.0,
3,same_03,RAW,natural,delta,,,0.0
3,same_03,RAW,natural,theta,,,0.0
3,same_03,RAW,natural,alpha,,,0.0
3,same_03,RAW,natural,beta,,,0.0
3,same_03,RAW,natural,low_gamma,,,0.0
3,same_03,RAW,natural,high_frequency_secondary,,,0.0
3,same_03,LINEAR-POP,paired,delta,0.06994977593421936,0.15538577735424042,
3,same_03,LINEAR-POP,paired,theta,0.04754132032394409,0.10927781462669373,
3,same_03,LINEAR-POP,paired,alpha,0.03764358535408974,0.07187965884804726,
3,same_03,LINEAR-POP,paired,beta,0.04416697099804878,0.05258695408701897,
3,same_03,LINEAR-POP,paired,low_gamma,0.09076560288667679,0.09359794110059738,
3,same_03,LINEAR-POP,paired,high_frequency_secondary,0.2531965374946594,0.17062419652938843,
3,same_03,LINEAR-POP,natural,delta,,,0.1774762405332641
3,same_03,LINEAR-POP,natural,theta,,,0.1681334220682911
3,same_03,LINEAR-POP,natural,alpha,,,0.08163098845329844
3,same_03,LINEAR-POP,natural,beta,,,0.05912565815132694
3,same_03,LINEAR-POP,natural,low_gamma,,,0.08425003274062472
3,same_03,LINEAR-POP,natural,high_frequency_secondary,,,0.5241084674412941
3,same_03,LINEAR-MATCH,paired,delta,0.009297152981162071,0.2160384003072977,
3,same_03,LINEAR-MATCH,paired,theta,0.006010003853589296,0.15080913109704852,
3,same_03,LINEAR-MATCH,paired,alpha,0.004159559961408377,0.10536368424072862,
3,same_03,LINEAR-MATCH,paired,beta,0.004524418152868748,0.092229506932199,
3,same_03,LINEAR-MATCH,paired,low_gamma,0.009271317161619663,0.1750922268256545,
3,same_03,LINEAR-MATCH,paired,high_frequency_secondary,0.022632326930761337,0.4011884070932865,
3,same_03,LINEAR-MATCH,natural,delta,,,0.14244815850167475
3,same_03,LINEAR-MATCH,natural,theta,,,0.13641169653473564
3,same_03,LINEAR-MATCH,natural,alpha,,,0.06716405007530812
3,same_03,LINEAR-MATCH,natural,beta,,,0.04696784635795334
3,same_03,LINEAR-MATCH,natural,low_gamma,,,0.06677125103305873
3,same_03,LINEAR-MATCH,natural,high_frequency_secondary,,,0.22977521305709064
3,same_03,LINEAR-WRONG,paired,delta,0.027749065309762955,0.19758648797869682,
3,same_03,LINEAR-WRONG,paired,theta,0.019292637705802917,0.1375264972448349,
3,same_03,LINEAR-WRONG,paired,alpha,0.012968877330422401,0.09655436687171459,
3,same_03,LINEAR-WRONG,paired,beta,0.013696592301130295,0.08305733278393745,
3,same_03,LINEAR-WRONG,paired,low_gamma,0.028514334931969643,0.15584920905530453,
3,same_03,LINEAR-WRONG,paired,high_frequency_secondary,0.09088952094316483,0.332931213080883,
3,same_03,LINEAR-WRONG,natural,delta,,,0.13176701467638147
3,same_03,LINEAR-WRONG,natural,theta,,,0.1260586362058658
3,same_03,LINEAR-WRONG,natural,alpha,,,0.06134332220163926
3,same_03,LINEAR-WRONG,natural,beta,,,0.044091680130371985
