checkpoint,clean_RRMSE,method,source_record,training_seed
/home/infres/yinwang/denoiseNet/results/cgdr/subject_artifact_subspace_diffusion/checkpoints/klados/fold_00/seed_20260813/models.pt,0.6315507888793945,DET-MATCH,sim41,20260813
/home/infres/yinwang/denoiseNet/results/cgdr/subject_artifact_subspace_diffusion/checkpoints/klados/fold_00/seed_20260813/models.pt,0.580965518951416,DIFF-MATCH-K1-TRUE-E2E,sim41,20260813
/home/infres/yinwang/denoiseNet/results/cgdr/subject_artifact_subspace_diffusion/checkpoints/klados/fold_00/seed_20260813/models.pt,0.5575803518295288,DIFF-MATCH-K8,sim41,20260813
/home/infres/yinwang/denoiseNet/results/cgdr/subject_artifact_subspace_diffusion/checkpoints/klados/fold_00/seed_20260813/models.pt,0.26006293296813965,DET-POP,sim42,20260813
/home/infres/yinwang/denoiseNet/results/cgdr/subject_artifact_subspace_diffusion/checkpoints/klados/fold_00/seed_20260813/models.pt,0.3577466607093811,DET-MATCH,sim42,20260813
/home/infres/yinwang/denoiseNet/results/cgdr/subject_artifact_subspace_diffusion/checkpoints/klados/fold_00/seed_20260813/models.pt,0.36748456954956055,DIFF-MATCH-K1-TRUE-E2E,sim42,20260813
/home/infres/yinwang/denoiseNet/results/cgdr/subject_artifact_subspace_diffusion/checkpoints/klados/fold_00/seed_20260813/models.pt,0.3604246973991394,DIFF-MATCH-K8,sim42,20260813
/home/infres/yinwang/denoiseNet/results/cgdr/subject_artifact_subspace_diffusion/checkpoints/klados/fold_00/seed_20260813/models.pt,0.38831937313079834,DET-POP,sim43,20260813
/home/infres/yinwang/denoiseNet/results/cgdr/subject_artifact_subspace_diffusion/checkpoints/klados/fold_00/seed_20260813/models.pt,0.3916983902454376,DET-MATCH,sim43,20260813
/home/infres/yinwang/denoiseNet/results/cgdr/subject_artifact_subspace_diffusion/checkpoints/klados/fold_00/seed_20260813/models.pt,0.3963039517402649,DIFF-MATCH-K1-TRUE-E2E,sim43,20260813
/home/infres/yinwang/denoiseNet/results/cgdr/subject_artifact_subspace_diffusion/checkpoints/klados/fold_00/seed_20260813/models.pt,0.3656875193119049,DIFF-MATCH-K8,sim43,20260813
/home/infres/yinwang/denoiseNet/results/cgdr/subject_artifact_subspace_diffusion/checkpoints/klados/fold_00/seed_20260813/models.pt,0.3807937204837799,DET-POP,sim46,20260813
/home/infres/yinwang/denoiseNet/results/cgdr/subject_artifact_subspace_diffusion/checkpoints/klados/fold_00/seed_20260813/models.pt,0.3829176425933838,DET-MATCH,sim46,20260813
/home/infres/yinwang/denoiseNet/results/cgdr/subject_artifact_subspace_diffusion/checkpoints/klados/fold_00/seed_20260813/models.pt,0.31532952189445496,DIFF-MATCH-K1-TRUE-E2E,sim46,20260813
/home/infres/yinwang/denoiseNet/results/cgdr/subject_artifact_subspace_diffusion/checkpoints/klados/fold_00/seed_20260813/models.pt,0.2821824550628662,DIFF-MATCH-K8,sim46,20260813
/home/infres/yinwang/denoiseNet/results/cgdr/subject_artifact_subspace_diffusion/checkpoints/klados/fold_00/seed_20260813/models.pt,0.9629541635513306,DET-POP,sim47,20260813
/home/infres/yinwang/denoiseNet/results/cgdr/subject_artifact_subspace_diffusion/checkpoints/klados/fold_00/seed_20260813/models.pt,0.9971725940704346,DET-MATCH,sim47,20260813
/home/infres/yinwang/denoiseNet/results/cgdr/subject_artifact_subspace_diffusion/checkpoints/klados/fold_00/seed_20260813/models.pt,0.8274641633033752,DIFF-MATCH-K1-TRUE-E2E,sim47,20260813
/home/infres/yinwang/denoiseNet/results/cgdr/subject_artifact_subspace_diffusion/checkpoints/klados/fold_00/seed_20260813/models.pt,0.7245689034461975,DIFF-MATCH-K8,sim47,20260813
/home/infres/yinwang/denoiseNet/results/cgdr/subject_artifact_subspace_diffusion/checkpoints/klados/fold_00/seed_20260813/models.pt,0.7961919903755188,DET-POP,sim48,20260813
/home/infres/yinwang/denoiseNet/results/cgdr/subject_artifact_subspace_diffusion/checkpoints/klados/fold_00/seed_20260813/models.pt,0.8162789344787598,DET-MATCH,sim48,20260813
/home/infres/yinwang/denoiseNet/results/cgdr/subject_artifact_subspace_diffusion/checkpoints/klados/fold_00/seed_20260813/models.pt,0.6555188298225403,DIFF-MATCH-K1-TRUE-E2E,sim48,20260813
/home/infres/yinwang/denoiseNet/results/cgdr/subject_artifact_subspace_diffusion/checkpoints/klados/fold_00/seed_20260813/models.pt,0.719963788986206,DIFF-MATCH-K8,sim48,20260813
/home/infres/yinwang/denoiseNet/results/cgdr/subject_artifact_subspace_diffusion/checkpoints/klados/fold_00/seed_20260813/models.pt,0.6325154900550842,DET-POP,sim49,20260813
/home/infres/yinwang/denoiseNet/results/cgdr/subject_artifact_subspace_diffusion/checkpoints/klados/fold_00/seed_20260813/models.pt,0.6652094125747681,DET-MATCH,sim49,20260813
/home/infres/yinwang/denoiseNet/results/cgdr/subject_artifact_subspace_diffusion/checkpoints/klados/fold_00/seed_20260813/models.pt,0.5802930593490601,DIFF-MATCH-K1-TRUE-E2E,sim49,20260813
/home/infres/yinwang/denoiseNet/results/cgdr/subject_artifact_subspace_diffusion/checkpoints/klados/fold_00/seed_20260813/models.pt,0.5223411321640015,DIFF-MATCH-K8,sim49,20260813
/home/infres/yinwang/denoiseNet/results/cgdr/subject_artifact_subspace_diffusion/checkpoints/klados/fold_00/seed_20260813/models.pt,0.7312687039375305,DET-POP,sim50,20260813
/home/infres/yinwang/denoiseNet/results/cgdr/subject_artifact_subspace_diffusion/checkpoints/klados/fold_00/seed_20260813/models.pt,0.7401419281959534,DET-MATCH,sim50,20260813
/home/infres/yinwang/denoiseNet/results/cgdr/subject_artifact_subspace_diffusion/checkpoints/klados/fold_00/seed_20260813/models.pt,0.5831336379051208,DIFF-MATCH-K1-TRUE-E2E,sim50,20260813
/home/infres/yinwang/denoiseNet/results/cgdr/subject_artifact_subspace_diffusion/checkpoints/klados/fold_00/seed_20260813/models.pt,0.5614978671073914,DIFF-MATCH-K8,sim50,20260813
/home/infres/yinwang/denoiseNet/results/cgdr/subject_artifact_subspace_diffusion/checkpoints/klados/fold_00/seed_20260813/models.pt,0.5453266501426697,DET-POP,sim51,20260813
/home/infres/yinwang/denoiseNet/results/cgdr/subject_artifact_subspace_diffusion/checkpoints/klados/fold_00/seed_20260813/models.pt,0.5438308119773865,DET-MATCH,sim51,20260813
/home/infres/yinwang/denoiseNet/results/cgdr/subject_artifact_subspace_diffusion/checkpoints/klados/fold_00/seed_20260813/models.pt,0.4462926685810089,DIFF-MATCH-K1-TRUE-E2E,sim51,20260813
/home/infres/yinwang/denoiseNet/results/cgdr/subject_artifact_subspace_diffusion/checkpoints/klados/fold_00/seed_20260813/models.pt,0.42523327469825745,DIFF-MATCH-K8,sim51,20260813
/home/infres/yinwang/denoiseNet/results/cgdr/subject_artifact_subspace_diffusion/checkpoints/klados/fold_00/seed_20260813/models.pt,0.642579972743988,DET-POP,sim52,20260813
/home/infres/yinwang/denoiseNet/results/cgdr/subject_artifact_subspace_diffusion/checkpoints/klados/fold_00/seed_20260813/models.pt,0.6360059976577759,DET-MATCH,sim52,20260813
/home/infres/yinwang/denoiseNet/results/cgdr/subject_artifact_subspace_diffusion/checkpoints/klados/fold_00/seed_20260813/models.pt,0.551342785358429,DIFF-MATCH-K1-TRUE-E2E,sim52,20260813
/home/infres/yinwang/denoiseNet/results/cgdr/subject_artifact_subspace_diffusion/checkpoints/klados/fold_00/seed_20260813/models.pt,0.4939204156398773,DIFF-MATCH-K8,sim52,20260813
/home/infres/yinwang/denoiseNet/results/cgdr/subject_artifact_subspace_diffusion/checkpoints/klados/fold_00/seed_20260813/models.pt,1.0157550573349,DET-POP,sim53,20260813
/home/infres/yinwang/denoiseNet/results/cgdr/subject_artifact_subspace_diffusion/checkpoints/klados/fold_00/seed_20260813/models.pt,1.3354154825210571,DET-MATCH,sim53,20260813
/home/infres/yinwang/denoiseNet/results/cgdr/subject_artifact_subspace_diffusion/checkpoints/klados/fold_00/seed_20260813/models.pt,1.3679550886154175,DIFF-MATCH-K1-TRUE-E2E,sim53,20260813
/home/infres/yinwang/denoiseNet/results/cgdr/subject_artifact_subspace_diffusion/checkpoints/klados/fold_00/seed_20260813/models.pt,1.2930126190185547,DIFF-MATCH-K8,sim53,20260813
/home/infres/yinwang/denoiseNet/results/cgdr/subject_artifact_subspace_diffusion/checkpoints/klados/fold_00/seed_20260813/models.pt,0.5749731063842773,DET-POP,sim54,20260813
/home/infres/yinwang/denoiseNet/results/cgdr/subject_artifact_subspace_diffusion/checkpoints/klados/fold_00/seed_20260813/models.pt,0.6032060384750366,DET-MATCH,sim54,20260813
/home/infres/yinwang/denoiseNet/results/cgdr/subject_artifact_subspace_diffusion/checkpoints/klados/fold_00/seed_20260813/models.pt,0.5253524780273438,DIFF-MATCH-K1-TRUE-E2E,sim54,20260813
/home/infres/yinwang/denoiseNet/results/cgdr/subject_artifact_subspace_diffusion/checkpoints/klados/fold_00/seed_20260813/models.pt,0.6426120400428772,DIFF-MATCH-K8,sim54,20260813
