subject,protocol,U_D,U_P,U_W,U_S,eog_attenuation,preservation,psd,covariance,kappa_match,kappa_raw
1,same_session,-0.004912329216798128,0.03523108114798865,0.0596241926153501,0.37971311062574387,0.06479735752449371,0.8090322663386663,0.3027799626191457,0.10164882939984754,0.32222222222222224,0.33888888888888885
1,cross_session,-0.0022243037819862366,-0.00945068895816803,0.0019135847687721252,0.31294552981853485,0.07715367170665609,0.8250192403793335,0.2617468759417534,0.09196826600423313,0.325,0.3416666666666667
2,same_session,0.009734481573104858,0.04501566787560782,0.06016228099664053,0.47238058845202124,0.10781597318681757,0.7894240419069926,0.24797889590263367,0.15474416613237843,0.09722222222222221,0.12222222222222219
2,cross_session,0.014661557972431183,0.009892880916595459,0.1539032757282257,0.4300733953714371,0.08658313691996389,0.7462767660617828,0.32012659311294556,0.1431119694634577,0.08333333333333331,0.06666666666666665
3,same_session,-0.007011865576108292,0.053245822588602706,0.04828075071175893,0.40691180527210236,0.12187004264229966,0.8126688947280248,0.3884611527125041,0.12535613571350396,-0.1166666666666667,-0.008333333333333304
3,cross_session,0.0050081610679626465,-0.09710939228534698,-0.0859401524066925,0.29148753732442856,0.09577874999288762,0.7936391457915306,0.4424278289079666,0.11953015097476054,0.03333333333333327,-0.012499999999999956
