protocol,method,gate_participants,paired_rrmse,correlation,delta_snr,eog_attenuation,preservation,psd,covariance
same_session,DET-MATCH,3,0.11209139393435584,0.9935474511932065,11.462049378289116,0.09725736482089473,0.798510362704595,0.31205791069401634,0.12966899620644662
same_session,DET-POP,3,0.15907149679130977,0.9867262734136282,8.388100941975912,0.09504716492932269,0.7932319492101669,0.32749353845914203,0.12469913600537416
same_session,DET-WRONG,3,0.1715898257162836,0.9833321432415468,8.005718019273546,0.08666080438551495,0.7827862782610787,0.3344648347960578,0.12842555381544585
same_session,DIFF-MATCH,3,0.11282129834095637,0.9932663098574834,11.304352813296848,0.09816112445120365,0.8037084009912279,0.3130733370780945,0.1272497104152433
same_session,DIFF-POP,3,0.1573188222116894,0.9867550534529548,8.4548462761773,0.09577062985023997,0.7979959630303912,0.32537202702628243,0.12243949172177743
same_session,DIFF-TEMPORAL-SHUFFLED,3,0.5324897997909122,0.8793620278581239,-2.3405088451173572,-0.000950548619753161,0.8148348646031486,0.29192515710989636,0.05238686346358586
same_session,DIFF-WRONG,3,0.1688437064488729,0.9839588264301453,8.061530722512138,0.08850372829577563,0.7877311110496521,0.33236827784114414,0.1264257775453172
same_session,LINEAR-MATCH,3,0.06167433566103379,0.9972405928316364,18.313727060953777,0.09082691660985853,0.8173572106493844,0.33557265169090694,0.08876662174867044
same_session,LINEAR-POP,3,0.16164948667089143,0.9835873989137869,8.976011444297102,0.08492242262910311,0.8115274012088776,0.3550829589366913,0.08253033803997095
same_session,LINEAR-WRONG,3,0.17916815479596457,0.9807225355019022,7.9685358636909065,0.07718464588489016,0.8020736765530374,0.3597983800702625,0.08776462149683727
same_session,RAW,3,0.4048357672161526,0.928125016019618,0.0,0.0,1.0,0.0,0.0
cross_session,DET-MATCH,3,0.18516068905591965,0.9817767467778182,7.018814121683438,0.08486813720705673,0.7836692382891973,0.34238919615745544,0.12022863359522701
cross_session,DET-POP,3,0.15034844726324081,0.9884626063123826,8.620428482691446,0.09526229793214969,0.8057559753457705,0.3055788576602936,0.11765642539234843
cross_session,DET-WRONG,3,0.20914294943213463,0.9737891500864578,6.54169899225235,0.087092942227673,0.7744145343701044,0.3603578954935074,0.12119472557078036
cross_session,DIFF-MATCH,3,0.17934555063645044,0.9826263622252447,7.24277679125468,0.08650518620650254,0.7883117174108824,0.3414337659875552,0.11820346214748378
cross_session,DIFF-POP,3,0.14712315052747726,0.9887127598015674,8.750330289204916,0.09530118229443552,0.8106135254104933,0.30389496435721713,0.11531531378234239
cross_session,DIFF-TEMPORAL-SHUFFLED,3,0.5241810381412506,0.8816902831337431,-2.2966640293598175,-0.0013947756983819365,0.7991451099514961,0.3332373996575673,0.05393096441612146
cross_session,DIFF-WRONG,3,0.20263778666655222,0.9758049131026167,6.647003948688507,0.08797083135318616,0.7796141182382902,0.35409509638945263,0.11959076260891265
cross_session,LINEAR-MATCH,3,0.17603838443756104,0.9817546839275543,8.331437607606253,0.07514307553362673,0.797035813331604,0.3712362547715505,0.08334657344979524
cross_session,LINEAR-POP,3,0.14826684445142746,0.9883434089696647,8.89144229888916,0.08514552090531917,0.8225297431151072,0.3338918437560399,0.07760293914425058
cross_session,LINEAR-WRONG,3,0.2523142546415329,0.9630908278957874,5.191967035333316,0.07715592533439664,0.7894839470585188,0.39006273945172626,0.08389111747907825
cross_session,RAW,3,0.40035855770111084,0.9285533043785446,0.0,0.0,1.0,0.0,0.0
