best_criterion,fold,model,path,seed,sha256,size_bytes
joint,0,calib_refine_det,/projects/EEG-foundation-model/derived/denoiseNet/calib_sdedit_v26/checkpoints/calib_refine_det/fold_0/seed_20260828/best_joint.pt,20260828,355cd92723f95cb78348fa74adad5853184929dbd8e9111a4e39804d76998eb0,3240937
joint,0,calib_refine_det,/projects/EEG-foundation-model/derived/denoiseNet/calib_sdedit_v26/checkpoints/calib_refine_det/fold_0/seed_20260829/best_joint.pt,20260829,aef8f2fd78047665196c21f679b297955202528d0d57e2fda0a1e28d9829a412,3240937
joint,0,calib_refine_det,/projects/EEG-foundation-model/derived/denoiseNet/calib_sdedit_v26/checkpoints/calib_refine_det/fold_0/seed_20260830/best_joint.pt,20260830,93064c3b652381a6bc5c57a5e30c535ca4dc037e7cc88c78396cb0d97c8bd423,3240937
joint,1,calib_refine_det,/projects/EEG-foundation-model/derived/denoiseNet/calib_sdedit_v26/checkpoints/calib_refine_det/fold_1/seed_20260828/best_joint.pt,20260828,d17df2125e18f6b216f6d58ea24e1c5b08f1bb0d5655ad13fafd543cc275b723,3240937
joint,1,calib_refine_det,/projects/EEG-foundation-model/derived/denoiseNet/calib_sdedit_v26/checkpoints/calib_refine_det/fold_1/seed_20260829/best_joint.pt,20260829,d9c5a78c93b295b945c27a20485377d5c215cb25153ed922581ef74ccf84f5d9,3240937
joint,1,calib_refine_det,/projects/EEG-foundation-model/derived/denoiseNet/calib_sdedit_v26/checkpoints/calib_refine_det/fold_1/seed_20260830/best_joint.pt,20260830,3468f34a5255c95259072ff5255fc7b9465b4e87a7d9df452c212d0a0cab4848,3240937
joint,2,calib_refine_det,/projects/EEG-foundation-model/derived/denoiseNet/calib_sdedit_v26/checkpoints/calib_refine_det/fold_2/seed_20260828/best_joint.pt,20260828,0293d3221a98e3c453ed11d6596f5a58de328e8d6e02eb3a13c07a2b6f63e744,3240937
joint,2,calib_refine_det,/projects/EEG-foundation-model/derived/denoiseNet/calib_sdedit_v26/checkpoints/calib_refine_det/fold_2/seed_20260829/best_joint.pt,20260829,e6e1ab46123da326246737c3a3808661153bcf366f6f0c52b6b13abf552c9e74,3240937
joint,2,calib_refine_det,/projects/EEG-foundation-model/derived/denoiseNet/calib_sdedit_v26/checkpoints/calib_refine_det/fold_2/seed_20260830/best_joint.pt,20260830,4d02075cd9057da48eb2f28c4b4529dcd5f57dd09d6577e49ea5852ff3f2c54c,3240937
joint,3,calib_refine_det,/projects/EEG-foundation-model/derived/denoiseNet/calib_sdedit_v26/checkpoints/calib_refine_det/fold_3/seed_20260828/best_joint.pt,20260828,c7366cabd57edfaf4f081070af886640bcbe5a5d10719877138244ad6081adc6,3240937
joint,3,calib_refine_det,/projects/EEG-foundation-model/derived/denoiseNet/calib_sdedit_v26/checkpoints/calib_refine_det/fold_3/seed_20260829/best_joint.pt,20260829,91c9ad254c4233dca1b3f0c33a954344fa055530e74c324640d7352a1fc52ced,3240937
joint,3,calib_refine_det,/projects/EEG-foundation-model/derived/denoiseNet/calib_sdedit_v26/checkpoints/calib_refine_det/fold_3/seed_20260830/best_joint.pt,20260830,83a12d2b802770d574f2cb45c251a6b70404cf28dc0a6abbc40b6c70bbb3a52d,3240937
joint,4,calib_refine_det,/projects/EEG-foundation-model/derived/denoiseNet/calib_sdedit_v26/checkpoints/calib_refine_det/fold_4/seed_20260828/best_joint.pt,20260828,a1ed207cd12bb157624035e02a3f68ae3f703240613b2e4e353952121999e934,3240937
joint,4,calib_refine_det,/projects/EEG-foundation-model/derived/denoiseNet/calib_sdedit_v26/checkpoints/calib_refine_det/fold_4/seed_20260829/best_joint.pt,20260829,34cb7a2bce88860003272a054d02922c25aa85f72c6061ce4fa475b96091aaf2,3240937
joint,4,calib_refine_det,/projects/EEG-foundation-model/derived/denoiseNet/calib_sdedit_v26/checkpoints/calib_refine_det/fold_4/seed_20260830/best_joint.pt,20260830,e8f408f874a0c1a27044bf5f98f3f1074581eeeb22c2078b7a5c1c7bbbf6f529,3240937
joint,0,calib_sdedit,/projects/EEG-foundation-model/derived/denoiseNet/calib_sdedit_v26/checkpoints/calib_sdedit/fold_0/seed_20260828/best_joint.pt,20260828,7580e9e572035e1331b5112910bc660444e0aaf16081b3f6e945df7c09e7bfa1,3539827
joint,0,calib_sdedit,/projects/EEG-foundation-model/derived/denoiseNet/calib_sdedit_v26/checkpoints/calib_sdedit/fold_0/seed_20260829/best_joint.pt,20260829,a0cfcbaa4b115692b8df0e0564eb9bfc8731cf42c0169573cd08b31d67555bdb,3539827
joint,0,calib_sdedit,/projects/EEG-foundation-model/derived/denoiseNet/calib_sdedit_v26/checkpoints/calib_sdedit/fold_0/seed_20260830/best_joint.pt,20260830,93925559d75a4196f78eb87fa940622d586ef3d0ab96bdb0c16a475cf18a42a3,3539827
joint,1,calib_sdedit,/projects/EEG-foundation-model/derived/denoiseNet/calib_sdedit_v26/checkpoints/calib_sdedit/fold_1/seed_20260828/best_joint.pt,20260828,bc21dd30c55f625f770fcebec12f6d00d1316097af126c98083115d20ba68f8b,3539827
joint,1,calib_sdedit,/projects/EEG-foundation-model/derived/denoiseNet/calib_sdedit_v26/checkpoints/calib_sdedit/fold_1/seed_20260829/best_joint.pt,20260829,8a30f8a7b47b99419032e5b6cb7ad0112877b1270c2d2f4b2c1c3df470caad6c,3539827
joint,1,calib_sdedit,/projects/EEG-foundation-model/derived/denoiseNet/calib_sdedit_v26/checkpoints/calib_sdedit/fold_1/seed_20260830/best_joint.pt,20260830,0fb53a7ccdf59abf73f422c6b9c5e83c6a409c710998f1c01053c48cac27ef15,3539827
joint,2,calib_sdedit,/projects/EEG-foundation-model/derived/denoiseNet/calib_sdedit_v26/checkpoints/calib_sdedit/fold_2/seed_20260828/best_joint.pt,20260828,8a9f81fc4b118d351869d42ec4b47a087f92fc5e913521f5f0f3a64eb05cbfbe,3539827
joint,2,calib_sdedit,/projects/EEG-foundation-model/derived/denoiseNet/calib_sdedit_v26/checkpoints/calib_sdedit/fold_2/seed_20260829/best_joint.pt,20260829,865b07c30ac1ff8232710a7af556d3faa844a1ddd0b37e7e47223127676d4192,3539827
joint,2,calib_sdedit,/projects/EEG-foundation-model/derived/denoiseNet/calib_sdedit_v26/checkpoints/calib_sdedit/fold_2/seed_20260830/best_joint.pt,20260830,5c2622d48edc21641584ab988aea2248f55de19dde1dbad5a956c85ce43980e6,3539827
joint,3,calib_sdedit,/projects/EEG-foundation-model/derived/denoiseNet/calib_sdedit_v26/checkpoints/calib_sdedit/fold_3/seed_20260828/best_joint.pt,20260828,7d58ac42fe2012000727bfefb0147cb950092e4dd3956df2b6d6e5eb31c09cd4,3539827
joint,3,calib_sdedit,/projects/EEG-foundation-model/derived/denoiseNet/calib_sdedit_v26/checkpoints/calib_sdedit/fold_3/seed_20260829/best_joint.pt,20260829,29de9ba01bf3936a6bcff230355e75840eee5e8041dbf5b97553121e23c78e35,3539827
joint,3,calib_sdedit,/projects/EEG-foundation-model/derived/denoiseNet/calib_sdedit_v26/checkpoints/calib_sdedit/fold_3/seed_20260830/best_joint.pt,20260830,846fb3e6d6bec2532620e3e8b6e13aa9e45713f44538a9acac53fd4664df0563,3539827
joint,4,calib_sdedit,/projects/EEG-foundation-model/derived/denoiseNet/calib_sdedit_v26/checkpoints/calib_sdedit/fold_4/seed_20260828/best_joint.pt,20260828,a6de80bf06a7ad8dc1b9716d56ea9adc669e87d2b449c565d815de1d8afeee8e,3539827
joint,4,calib_sdedit,/projects/EEG-foundation-model/derived/denoiseNet/calib_sdedit_v26/checkpoints/calib_sdedit/fold_4/seed_20260829/best_joint.pt,20260829,2599c5ed4581d84f48d84bfb459dd3ebf72ff1c7e87f9dd5f495afb39bb74cc2,3539827
joint,4,calib_sdedit,/projects/EEG-foundation-model/derived/denoiseNet/calib_sdedit_v26/checkpoints/calib_sdedit/fold_4/seed_20260830/best_joint.pt,20260830,734dc1ed3b03e2195e2f36cb38ef4ba624282d1f9fcff8bbd35c16febf299a38,3539827
joint,0,calib_sdedit_nf50,/projects/EEG-foundation-model/derived/denoiseNet/calib_sdedit_v26/checkpoints/calib_sdedit_nf50/fold_0/seed_20260828/best_joint.pt,20260828,395342e7177a99375b52516ee4c5022cf25f576f60b3273ed79dd2fb14ce3565,3539827
joint,2,calib_sdedit_nf50,/projects/EEG-foundation-model/derived/denoiseNet/calib_sdedit_v26/checkpoints/calib_sdedit_nf50/fold_2/seed_20260828/best_joint.pt,20260828,84f9f15b56382c492125d6a1435f3e06c246c4ef1a63f4e499fb7088b16aaa3e,3539827
joint,0,pop_refine_det,/projects/EEG-foundation-model/derived/denoiseNet/calib_sdedit_v26/checkpoints/pop_refine_det/fold_0/seed_20260828/best_joint.pt,20260828,3027f309276a7578b4592af43836e13e1ae78a9463abd1663257f007cce5e87a,3195435
joint,0,pop_refine_det,/projects/EEG-foundation-model/derived/denoiseNet/calib_sdedit_v26/checkpoints/pop_refine_det/fold_0/seed_20260829/best_joint.pt,20260829,55d220e3eb2441fd06d0ab04d19466bd06108fd927bb66a4a34fb5cd5bec5ab2,3195435
joint,0,pop_refine_det,/projects/EEG-foundation-model/derived/denoiseNet/calib_sdedit_v26/checkpoints/pop_refine_det/fold_0/seed_20260830/best_joint.pt,20260830,38e1420f5776c2059e21ab702ceb38dc3cfd2470eea672e188c0982afaff9705,3195435
joint,1,pop_refine_det,/projects/EEG-foundation-model/derived/denoiseNet/calib_sdedit_v26/checkpoints/pop_refine_det/fold_1/seed_20260828/best_joint.pt,20260828,054878cb2baa9bd2222ac0a09f03b9ace9670848085275baf521525d0aa45b25,3195435
joint,1,pop_refine_det,/projects/EEG-foundation-model/derived/denoiseNet/calib_sdedit_v26/checkpoints/pop_refine_det/fold_1/seed_20260829/best_joint.pt,20260829,db7c71cbf1aee00a36b27114466c6bec12b95be64cebc338154139107c21384a,3195435
joint,1,pop_refine_det,/projects/EEG-foundation-model/derived/denoiseNet/calib_sdedit_v26/checkpoints/pop_refine_det/fold_1/seed_20260830/best_joint.pt,20260830,0af65028da18ca17dfbd05b2791fec32398b48df3f2c98dacf73d248e2e7be59,3195435
joint,2,pop_refine_det,/projects/EEG-foundation-model/derived/denoiseNet/calib_sdedit_v26/checkpoints/pop_refine_det/fold_2/seed_20260828/best_joint.pt,20260828,1f2614ab34b598219d8a76d2e5b5075c03af37dd53beec5d7b5789b743515c7a,3195435
joint,2,pop_refine_det,/projects/EEG-foundation-model/derived/denoiseNet/calib_sdedit_v26/checkpoints/pop_refine_det/fold_2/seed_20260829/best_joint.pt,20260829,840bcc1fa41b61c074d3bd4493f3efffcd4af8a2f51d5316995b7bea0bb4ec4e,3195435
joint,2,pop_refine_det,/projects/EEG-foundation-model/derived/denoiseNet/calib_sdedit_v26/checkpoints/pop_refine_det/fold_2/seed_20260830/best_joint.pt,20260830,7c6c9ec6922e4c217325e8f8b8641996d312cf1ae0931fe123da119bfb5eb61b,3195435
joint,3,pop_refine_det,/projects/EEG-foundation-model/derived/denoiseNet/calib_sdedit_v26/checkpoints/pop_refine_det/fold_3/seed_20260828/best_joint.pt,20260828,5bc97d47ab5088eb3db9aeed810e55c428525e54fc0dc678aab73b9d7953033f,3195435
joint,3,pop_refine_det,/projects/EEG-foundation-model/derived/denoiseNet/calib_sdedit_v26/checkpoints/pop_refine_det/fold_3/seed_20260829/best_joint.pt,20260829,b728443f63a302f4cc433000deb8b2fffad9149c0c275814f9c4ebcef5772b47,3195435
joint,3,pop_refine_det,/projects/EEG-foundation-model/derived/denoiseNet/calib_sdedit_v26/checkpoints/pop_refine_det/fold_3/seed_20260830/best_joint.pt,20260830,18f13da90a70cb0c4a344c92599cf434198f6e49194fe5d306b9c8de5f5d343f,3195435
joint,4,pop_refine_det,/projects/EEG-foundation-model/derived/denoiseNet/calib_sdedit_v26/checkpoints/pop_refine_det/fold_4/seed_20260828/best_joint.pt,20260828,e67aa28a744301d2d7fc62e82bc7c9680a641fc34a527934aeca394601f2d7b2,3195435
joint,4,pop_refine_det,/projects/EEG-foundation-model/derived/denoiseNet/calib_sdedit_v26/checkpoints/pop_refine_det/fold_4/seed_20260829/best_joint.pt,20260829,3b13e49b35bf28e9f4b7dbdf05602b47e87781e399aaaf86d50bb8ac7d65fd8e,3195435
joint,4,pop_refine_det,/projects/EEG-foundation-model/derived/denoiseNet/calib_sdedit_v26/checkpoints/pop_refine_det/fold_4/seed_20260830/best_joint.pt,20260830,c8847372ee85276415443554d0a21ed9499316697cd30c0af31d765d310b4d4c,3195435
joint,0,pop_sdedit,/projects/EEG-foundation-model/derived/denoiseNet/calib_sdedit_v26/checkpoints/pop_sdedit/fold_0/seed_20260828/best_joint.pt,20260828,c7180eade0051e0cae9c370ca81818048cbc181fdf68bbe4308f62f7ca1f4bee,3494389
joint,0,pop_sdedit,/projects/EEG-foundation-model/derived/denoiseNet/calib_sdedit_v26/checkpoints/pop_sdedit/fold_0/seed_20260829/best_joint.pt,20260829,db461ba8b617b836728fbcf0975505edcf7ea45acab707a2e7f56a07d5b4336b,3494389
joint,0,pop_sdedit,/projects/EEG-foundation-model/derived/denoiseNet/calib_sdedit_v26/checkpoints/pop_sdedit/fold_0/seed_20260830/best_joint.pt,20260830,5b61f3fc2deeabbe74cf2f3b95a4b87c7c579d067279fb5b0ce4c7865b85095c,3494389
joint,1,pop_sdedit,/projects/EEG-foundation-model/derived/denoiseNet/calib_sdedit_v26/checkpoints/pop_sdedit/fold_1/seed_20260828/best_joint.pt,20260828,7385deb88a25f3caa240c0fd38a7e3c9b0acb27a4986af7b8f84054d4660cc80,3494389
joint,1,pop_sdedit,/projects/EEG-foundation-model/derived/denoiseNet/calib_sdedit_v26/checkpoints/pop_sdedit/fold_1/seed_20260829/best_joint.pt,20260829,6943a1c67c1c458ce79c5cedaf3a35b482f1866944cd3de50f3fef14f238fced,3494389
joint,1,pop_sdedit,/projects/EEG-foundation-model/derived/denoiseNet/calib_sdedit_v26/checkpoints/pop_sdedit/fold_1/seed_20260830/best_joint.pt,20260830,05a892fa963e024a8fbb60ca1822e2a5a980c5d7330974e7b5c8b460e18806b6,3494389
joint,2,pop_sdedit,/projects/EEG-foundation-model/derived/denoiseNet/calib_sdedit_v26/checkpoints/pop_sdedit/fold_2/seed_20260828/best_joint.pt,20260828,d26b1f09a64f33d4566c377b04f9b8f25dd8024d395e682e4ce68c35fcb249f2,3494389
joint,2,pop_sdedit,/projects/EEG-foundation-model/derived/denoiseNet/calib_sdedit_v26/checkpoints/pop_sdedit/fold_2/seed_20260829/best_joint.pt,20260829,3d305e9749f5a3a9f5a951fd990ec26e04c0e166c7280677547f295bdb21d0f0,3494389
joint,2,pop_sdedit,/projects/EEG-foundation-model/derived/denoiseNet/calib_sdedit_v26/checkpoints/pop_sdedit/fold_2/seed_20260830/best_joint.pt,20260830,a4fc0827234c064554e8e86031ef65e9e7531f2a6094c25dfb3b9638aa824685,3494389
joint,3,pop_sdedit,/projects/EEG-foundation-model/derived/denoiseNet/calib_sdedit_v26/checkpoints/pop_sdedit/fold_3/seed_20260828/best_joint.pt,20260828,728f637e0623314ce8eb97986fe8e2e46f87ce9903b2fe408ef4f1bf61117f59,3494389
joint,3,pop_sdedit,/projects/EEG-foundation-model/derived/denoiseNet/calib_sdedit_v26/checkpoints/pop_sdedit/fold_3/seed_20260829/best_joint.pt,20260829,514ee9900a2b007db11b33f2e0a3526e6b8daac10c60e28523e834373b7f0a6e,3494389
joint,3,pop_sdedit,/projects/EEG-foundation-model/derived/denoiseNet/calib_sdedit_v26/checkpoints/pop_sdedit/fold_3/seed_20260830/best_joint.pt,20260830,c257fdb960c77b1a6dceba3bef43cae38e08ce748aebd8a03b92110f886111ba,3494389
joint,4,pop_sdedit,/projects/EEG-foundation-model/derived/denoiseNet/calib_sdedit_v26/checkpoints/pop_sdedit/fold_4/seed_20260828/best_joint.pt,20260828,03d8a5feba97f71c22032f79084d6b1b6483c2cd4aaa3f5a8549e96a35c6a7b7,3494389
joint,4,pop_sdedit,/projects/EEG-foundation-model/derived/denoiseNet/calib_sdedit_v26/checkpoints/pop_sdedit/fold_4/seed_20260829/best_joint.pt,20260829,d127913350f12d5b6221aa1cc7e1751e78da9c68b666703f94145163e1371684,3494389
joint,4,pop_sdedit,/projects/EEG-foundation-model/derived/denoiseNet/calib_sdedit_v26/checkpoints/pop_sdedit/fold_4/seed_20260830/best_joint.pt,20260830,b05e6e5e20f1df4750cbe08afdd4caf24d9b4a4fbd99d2d78412d116bffd9184,3494389
