fold,method,participant,rrmse_temporal,seed,severity,stream
0,DET_MATCH,sub-02,7.029877662658691,20260825,severe,paired
0,DIFF_MATCH,sub-02,7.056987285614014,20260825,severe,paired
0,RAW,sub-02,1.7634156942367554,20260825,mild,paired
0,DET_MATCH,sub-02,1.7204160690307617,20260825,mild,paired
0,DIFF_MATCH,sub-02,1.7267447710037231,20260825,mild,paired
0,RAW,sub-05,0.110801100730896,20260825,severe,paired
0,DET_MATCH,sub-05,0.293243408203125,20260825,severe,paired
0,DIFF_MATCH,sub-05,0.32946184277534485,20260825,severe,paired
0,RAW,sub-02,0.014567967504262924,20260825,severe,paired
0,DET_MATCH,sub-02,0.015262003056704998,20260825,severe,paired
0,DIFF_MATCH,sub-02,0.013743029907345772,20260825,severe,paired
0,RAW,sub-05,0.23795878887176514,20260825,mild,paired
0,DET_MATCH,sub-05,0.23215685784816742,20260825,mild,paired
0,DIFF_MATCH,sub-05,0.2835747003555298,20260825,mild,paired
0,RAW,sub-02,2.6021792888641357,20260825,severe,paired
0,DET_MATCH,sub-02,1.5943729877471924,20260825,severe,paired
0,DIFF_MATCH,sub-02,1.625274658203125,20260825,severe,paired
0,RAW,sub-03,0.29942551255226135,20260825,medium,paired
0,DET_MATCH,sub-03,0.27876344323158264,20260825,medium,paired
0,DIFF_MATCH,sub-03,0.3414410948753357,20260825,medium,paired
0,RAW,sub-05,0.24614112079143524,20260825,mild,paired
0,DET_MATCH,sub-05,0.204086035490036,20260825,mild,paired
0,DIFF_MATCH,sub-05,0.26002568006515503,20260825,mild,paired
0,RAW,sub-02,0.23875828087329865,20260825,medium,paired
0,DET_MATCH,sub-02,0.2089565247297287,20260825,medium,paired
0,DIFF_MATCH,sub-02,0.23485468327999115,20260825,medium,paired
0,RAW,sub-05,0.923056423664093,20260825,severe,paired
0,DET_MATCH,sub-05,0.6707975268363953,20260825,severe,paired
0,DIFF_MATCH,sub-05,0.684888482093811,20260825,severe,paired
0,RAW,sub-03,0.012638691812753677,20260825,mild,paired
0,DET_MATCH,sub-03,0.046995241194963455,20260825,mild,paired
0,DIFF_MATCH,sub-03,0.055176954716444016,20260825,mild,paired
0,RAW,sub-02,2.60183048248291,20260825,medium,paired
0,DET_MATCH,sub-02,2.558518648147583,20260825,medium,paired
0,DIFF_MATCH,sub-02,2.5600924491882324,20260825,medium,paired
0,RAW,sub-02,0.17294900119304657,20260825,severe,paired
0,DET_MATCH,sub-02,0.20366670191287994,20260825,severe,paired
0,DIFF_MATCH,sub-02,0.20308299362659454,20260825,severe,paired
0,RAW,sub-05,0.6242561936378479,20260825,medium,paired
0,DET_MATCH,sub-05,0.4934777319431305,20260825,medium,paired
0,DIFF_MATCH,sub-05,0.5030706524848938,20260825,medium,paired
0,RAW,sub-05,0.14327357709407806,20260825,medium,paired
0,DET_MATCH,sub-05,0.17170338332653046,20260825,medium,paired
0,DIFF_MATCH,sub-05,0.18586991727352142,20260825,medium,paired
0,RAW,sub-03,0.4331507086753845,20260825,severe,paired
0,DET_MATCH,sub-03,0.4303790032863617,20260825,severe,paired
0,DIFF_MATCH,sub-03,0.4762033224105835,20260825,severe,paired
0,RAW,sub-03,0.09478171169757843,20260825,medium,paired
0,DET_MATCH,sub-03,0.3058311343193054,20260825,medium,paired
0,DIFF_MATCH,sub-03,0.44087740778923035,20260825,medium,paired
0,RAW,sub-02,1.5504192113876343,20260825,severe,paired
0,DET_MATCH,sub-02,1.061900019645691,20260825,severe,paired
0,DIFF_MATCH,sub-02,1.0444018840789795,20260825,severe,paired
0,RAW,sub-05,0.0011241802712902427,20260825,mild,paired
0,DET_MATCH,sub-05,0.004532482009381056,20260825,mild,paired
0,DIFF_MATCH,sub-05,0.0037492644041776657,20260825,mild,paired
0,RAW,sub-03,0.12762252986431122,20260825,mild,paired
0,DET_MATCH,sub-03,0.13879960775375366,20260825,mild,paired
0,DIFF_MATCH,sub-03,0.28263530135154724,20260825,mild,paired
0,RAW,sub-05,0.21178705990314484,20260825,mild,paired
0,DET_MATCH,sub-05,0.3351902961730957,20260825,mild,paired
0,DIFF_MATCH,sub-05,0.535544753074646,20260825,mild,paired
0,RAW,sub-02,0.5776866674423218,20260825,medium,paired
0,DET_MATCH,sub-02,0.5095130801200867,20260825,medium,paired
0,DIFF_MATCH,sub-02,0.5467969179153442,20260825,medium,paired
0,RAW,sub-02,0.16421830654144287,20260825,mild,paired
0,DET_MATCH,sub-02,0.22633910179138184,20260825,mild,paired
0,DIFF_MATCH,sub-02,0.27062734961509705,20260825,mild,paired
0,RAW,sub-03,0.6491854786872864,20260825,severe,paired
0,DET_MATCH,sub-03,0.5124319195747375,20260825,severe,paired
0,DIFF_MATCH,sub-03,0.4904549717903137,20260825,severe,paired
0,RAW,sub-02,0.7990813851356506,20260825,medium,paired
0,DET_MATCH,sub-02,0.7750676870346069,20260825,medium,paired
0,DIFF_MATCH,sub-02,0.7739027738571167,20260825,medium,paired
0,RAW,sub-03,0.10460203140974045,20260825,medium,paired
0,DET_MATCH,sub-03,0.10466887801885605,20260825,medium,paired
0,DIFF_MATCH,sub-03,0.12517249584197998,20260825,medium,paired
0,RAW,sub-03,0.1934569627046585,20260825,mild,paired
0,DET_MATCH,sub-03,0.19048529863357544,20260825,mild,paired
0,DIFF_MATCH,sub-03,0.2169654667377472,20260825,mild,paired
0,RAW,sub-05,1.3696717023849487,20260825,medium,paired
0,DET_MATCH,sub-05,0.8970020413398743,20260825,medium,paired
0,DIFF_MATCH,sub-05,0.9658581614494324,20260825,medium,paired
0,RAW,sub-05,0.27295035123825073,20260825,severe,paired
0,DET_MATCH,sub-05,0.2112242430448532,20260825,severe,paired
0,DIFF_MATCH,sub-05,0.2209550440311432,20260825,severe,paired
0,RAW,sub-02,1.0751519203186035,20260825,severe,paired
0,DET_MATCH,sub-02,0.8247698545455933,20260825,severe,paired
0,DIFF_MATCH,sub-02,0.8237162828445435,20260825,severe,paired
0,RAW,sub-02,0.129794642329216,20260825,mild,paired
0,DET_MATCH,sub-02,0.2766416072845459,20260825,mild,paired
0,DIFF_MATCH,sub-02,0.3359164595603943,20260825,mild,paired
0,RAW,sub-03,0.11524339765310287,20260825,medium,paired
0,DET_MATCH,sub-03,0.15186628699302673,20260825,medium,paired
0,DIFF_MATCH,sub-03,0.19640585780143738,20260825,medium,paired
0,RAW,sub-02,1.3367682695388794,20260825,medium,paired
0,DET_MATCH,sub-02,1.2985526323318481,20260825,medium,paired
0,DIFF_MATCH,sub-02,1.3131870031356812,20260825,medium,paired
0,RAW,sub-03,0.06402614712715149,20260825,mild,paired
0,DET_MATCH,sub-03,0.2912110388278961,20260825,mild,paired
0,DIFF_MATCH,sub-03,0.33453255891799927,20260825,mild,paired
0,RAW,sub-02,0.03910847753286362,20260825,mild,paired
0,DET_MATCH,sub-02,0.29941895604133606,20260825,mild,paired
0,DIFF_MATCH,sub-02,0.33470845222473145,20260825,mild,paired
0,RAW,sub-03,0.22054465115070343,20260825,mild,paired
0,DET_MATCH,sub-03,0.3426453173160553,20260825,mild,paired
0,DIFF_MATCH,sub-03,0.3881421387195587,20260825,mild,paired
0,RAW,sub-05,0.22599674761295319,20260825,mild,paired
0,DET_MATCH,sub-05,0.29512104392051697,20260825,mild,paired
0,DIFF_MATCH,sub-05,0.3386833071708679,20260825,mild,paired
0,RAW,sub-02,0.09428520500659943,20260825,medium,paired
0,DET_MATCH,sub-02,0.1991300880908966,20260825,medium,paired
0,DIFF_MATCH,sub-02,0.28342220187187195,20260825,medium,paired
0,RAW,sub-02,1.2834802865982056,20260825,medium,paired
0,DET_MATCH,sub-02,0.8819058537483215,20260825,medium,paired
0,DIFF_MATCH,sub-02,0.8773748278617859,20260825,medium,paired
0,RAW,sub-02,10.806572914123535,20260825,medium,paired
0,DET_MATCH,sub-02,10.596758842468262,20260825,medium,paired
0,DIFF_MATCH,sub-02,10.713333129882812,20260825,medium,paired
0,RAW,sub-03,0.0,20260825,zero,paired
0,DET_MATCH,sub-03,0.10409605503082275,20260825,zero,paired
0,DIFF_MATCH,sub-03,0.21828974783420563,20260825,zero,paired
0,RAW,sub-03,0.1994420439004898,20260825,severe,paired
0,DET_MATCH,sub-03,0.22330325841903687,20260825,severe,paired
0,DIFF_MATCH,sub-03,0.23512715101242065,20260825,severe,paired
0,RAW,sub-02,0.4845487177371979,20260825,severe,paired
0,DET_MATCH,sub-02,0.36627715826034546,20260825,severe,paired
0,DIFF_MATCH,sub-02,0.3303559124469757,20260825,severe,paired
0,RAW,sub-02,1.8788481950759888,20260825,severe,paired
0,DET_MATCH,sub-02,1.4826006889343262,20260825,severe,paired
0,DIFF_MATCH,sub-02,1.4667913913726807,20260825,severe,paired
0,RAW,sub-05,0.6080173254013062,20260825,mild,paired
0,DET_MATCH,sub-05,0.4827573895454407,20260825,mild,paired
0,DIFF_MATCH,sub-05,0.5642428398132324,20260825,mild,paired
0,RAW,sub-02,0.008260047063231468,20260825,severe,paired
0,DET_MATCH,sub-02,0.009233676828444004,20260825,severe,paired
0,DIFF_MATCH,sub-02,0.008951617404818535,20260825,severe,paired
0,RAW,sub-05,0.060257941484451294,20260825,severe,paired
0,DET_MATCH,sub-05,0.18858006596565247,20260825,severe,paired
0,DIFF_MATCH,sub-05,0.1859293282032013,20260825,severe,paired
0,RAW,sub-05,0.3108571171760559,20260825,medium,paired
0,DET_MATCH,sub-05,0.28354835510253906,20260825,medium,paired
0,DIFF_MATCH,sub-05,0.3342309892177582,20260825,medium,paired
0,RAW,sub-02,1.1652919054031372,20260825,severe,paired
0,DET_MATCH,sub-02,0.9481000900268555,20260825,severe,paired
0,DIFF_MATCH,sub-02,0.9271671772003174,20260825,severe,paired
0,RAW,sub-05,0.18389689922332764,20260825,medium,paired
0,DET_MATCH,sub-05,0.18928205966949463,20260825,medium,paired
0,DIFF_MATCH,sub-05,0.21294014155864716,20260825,medium,paired
0,RAW,sub-02,0.8157663941383362,20260825,medium,paired
0,DET_MATCH,sub-02,0.5834400057792664,20260825,medium,paired
0,DIFF_MATCH,sub-02,0.5743913650512695,20260825,medium,paired
0,RAW,sub-02,0.43821632862091064,20260825,mild,paired
0,DET_MATCH,sub-02,0.35998788475990295,20260825,mild,paired
0,DIFF_MATCH,sub-02,0.429839164018631,20260825,mild,paired
0,RAW,sub-02,0.28090840578079224,20260825,medium,paired
0,DET_MATCH,sub-02,0.28869909048080444,20260825,medium,paired
0,DIFF_MATCH,sub-02,0.33229994773864746,20260825,medium,paired
0,RAW,sub-03,0.0,20260825,zero,paired
0,DET_MATCH,sub-03,0.2048356533050537,20260825,zero,paired
0,DIFF_MATCH,sub-03,0.2783723473548889,20260825,zero,paired
0,RAW,sub-03,0.2272140383720398,20260825,medium,paired
0,DET_MATCH,sub-03,0.1719387322664261,20260825,medium,paired
0,DIFF_MATCH,sub-03,0.18815872073173523,20260825,medium,paired
0,RAW,sub-05,0.5520656108856201,20260825,medium,paired
0,DET_MATCH,sub-05,0.42258501052856445,20260825,medium,paired
0,DIFF_MATCH,sub-05,0.45980730652809143,20260825,medium,paired
0,RAW,sub-03,0.07818299531936646,20260825,mild,paired
0,DET_MATCH,sub-03,0.2002710998058319,20260825,mild,paired
0,DIFF_MATCH,sub-03,0.20458513498306274,20260825,mild,paired
0,RAW,sub-02,0.6949431300163269,20260825,severe,paired
0,DET_MATCH,sub-02,0.5669541358947754,20260825,severe,paired
0,DIFF_MATCH,sub-02,0.5708630681037903,20260825,severe,paired
0,RAW,sub-02,0.0,20260825,zero,paired
0,DET_MATCH,sub-02,0.2504729926586151,20260825,zero,paired
0,DIFF_MATCH,sub-02,0.3300817906856537,20260825,zero,paired
0,RAW,sub-03,0.013924915343523026,20260825,mild,paired
0,DET_MATCH,sub-03,0.07186590880155563,20260825,mild,paired
0,DIFF_MATCH,sub-03,0.12043755501508713,20260825,mild,paired
0,RAW,sub-02,0.6778834462165833,20260825,severe,paired
0,DET_MATCH,sub-02,0.5861178636550903,20260825,severe,paired
0,DIFF_MATCH,sub-02,0.5847834348678589,20260825,severe,paired
0,RAW,sub-05,0.34735220670700073,20260825,severe,paired
0,DET_MATCH,sub-05,0.26789170503616333,20260825,severe,paired
0,DIFF_MATCH,sub-05,0.292703777551651,20260825,severe,paired
0,RAW,sub-03,0.21048866212368011,20260825,mild,paired
0,DET_MATCH,sub-03,0.32637038826942444,20260825,mild,paired
0,DIFF_MATCH,sub-03,0.34291478991508484,20260825,mild,paired
0,RAW,sub-05,0.45354554057121277,20260825,mild,paired
0,DET_MATCH,sub-05,0.4139115810394287,20260825,mild,paired
0,DIFF_MATCH,sub-05,0.4688628315925598,20260825,mild,paired
0,RAW,sub-02,0.06826455891132355,20260825,medium,paired
0,DET_MATCH,sub-02,0.3152952790260315,20260825,medium,paired
0,DIFF_MATCH,sub-02,0.3563377857208252,20260825,medium,paired
0,RAW,sub-02,0.4981856942176819,20260825,mild,paired
0,DET_MATCH,sub-02,0.47380512952804565,20260825,mild,paired
0,DIFF_MATCH,sub-02,0.48324140906333923,20260825,mild,paired
0,RAW,sub-02,1.8976763486862183,20260825,mild,paired
0,DET_MATCH,sub-02,1.463981032371521,20260825,mild,paired
0,DIFF_MATCH,sub-02,1.4440895318984985,20260825,mild,paired
0,RAW,sub-02,0.4722110629081726,20260825,medium,paired
0,DET_MATCH,sub-02,0.3071324825286865,20260825,medium,paired
0,DIFF_MATCH,sub-02,0.296884685754776,20260825,medium,paired
0,RAW,sub-03,0.09652943909168243,20260825,mild,paired
0,DET_MATCH,sub-03,0.28687289357185364,20260825,mild,paired
0,DIFF_MATCH,sub-03,0.2860942780971527,20260825,mild,paired
0,RAW,sub-05,0.629453718662262,20260825,severe,paired
0,DET_MATCH,sub-05,0.49303877353668213,20260825,severe,paired
0,DIFF_MATCH,sub-05,0.5159585475921631,20260825,severe,paired
0,RAW,sub-02,0.4523272216320038,20260825,medium,paired
0,DET_MATCH,sub-02,0.44822004437446594,20260825,medium,paired
0,DIFF_MATCH,sub-02,0.45261529088020325,20260825,medium,paired
0,RAW,sub-03,1.1826131343841553,20260825,severe,paired
0,DET_MATCH,sub-03,0.9347052574157715,20260825,severe,paired
0,DIFF_MATCH,sub-03,0.8998503088951111,20260825,severe,paired
0,RAW,sub-05,0.07223627716302872,20260825,mild,paired
0,DET_MATCH,sub-05,0.19542105495929718,20260825,mild,paired
0,DIFF_MATCH,sub-05,0.2746388614177704,20260825,mild,paired
0,RAW,sub-03,0.12454813718795776,20260825,mild,paired
0,DET_MATCH,sub-03,0.32161858677864075,20260825,mild,paired
0,DIFF_MATCH,sub-03,0.3202962577342987,20260825,mild,paired
0,RAW,sub-02,0.11397914588451385,20260825,medium,paired
0,DET_MATCH,sub-02,0.10011561214923859,20260825,medium,paired
0,DIFF_MATCH,sub-02,0.10731732845306396,20260825,medium,paired
0,RAW,sub-02,0.0,20260825,zero,paired
0,DET_MATCH,sub-02,0.20245341956615448,20260825,zero,paired
0,DIFF_MATCH,sub-02,0.21739819645881653,20260825,zero,paired
0,RAW,sub-02,1.0192729234695435,20260825,mild,paired
0,DET_MATCH,sub-02,0.9964293837547302,20260825,mild,paired
0,DIFF_MATCH,sub-02,1.0369524955749512,20260825,mild,paired
0,RAW,sub-05,4.047630310058594,20260825,severe,paired
0,DET_MATCH,sub-05,1.8918609619140625,20260825,severe,paired
0,DIFF_MATCH,sub-05,2.1572859287261963,20260825,severe,paired
0,RAW,sub-05,0.6537337899208069,20260825,medium,paired
0,DET_MATCH,sub-05,0.516392171382904,20260825,medium,paired
0,DIFF_MATCH,sub-05,0.5894133448600769,20260825,medium,paired
0,RAW,sub-03,0.0,20260825,zero,paired
0,DET_MATCH,sub-03,0.03283623605966568,20260825,zero,paired
0,DIFF_MATCH,sub-03,0.03831212967634201,20260825,zero,paired
0,RAW,sub-02,3.0972955226898193,20260825,medium,paired
0,DET_MATCH,sub-02,1.1591577529907227,20260825,medium,paired
0,DIFF_MATCH,sub-02,1.1841175556182861,20260825,medium,paired
0,RAW,sub-05,0.0,20260825,zero,paired
0,DET_MATCH,sub-05,0.1493009775876999,20260825,zero,paired
0,DIFF_MATCH,sub-05,0.1586749404668808,20260825,zero,paired
0,RAW,sub-02,0.6440636515617371,20260825,mild,paired
0,DET_MATCH,sub-02,0.6350517868995667,20260825,mild,paired
0,DIFF_MATCH,sub-02,0.6652446985244751,20260825,mild,paired
0,RAW,sub-03,0.0,20260825,zero,paired
0,DET_MATCH,sub-03,0.21012338995933533,20260825,zero,paired
0,DIFF_MATCH,sub-03,0.39011338353157043,20260825,zero,paired
0,RAW,sub-03,0.4365791082382202,20260825,severe,paired
0,DET_MATCH,sub-03,0.49690496921539307,20260825,severe,paired
0,DIFF_MATCH,sub-03,0.5232492685317993,20260825,severe,paired
0,RAW,sub-03,0.4826796054840088,20260825,medium,paired
0,DET_MATCH,sub-03,0.3915359675884247,20260825,medium,paired
0,DIFF_MATCH,sub-03,0.46869000792503357,20260825,medium,paired
0,RAW,sub-03,0.0009752641199156642,20260825,mild,paired
0,DET_MATCH,sub-03,0.0047980002127587795,20260825,mild,paired
0,DIFF_MATCH,sub-03,0.0038300701417028904,20260825,mild,paired
0,RAW,sub-02,0.2301718294620514,20260825,mild,paired
0,DET_MATCH,sub-02,0.2678878605365753,20260825,mild,paired
0,DIFF_MATCH,sub-02,0.3123750686645508,20260825,mild,paired
0,RAW,sub-03,0.030964398756623268,20260825,mild,paired
0,DET_MATCH,sub-03,0.06061441823840141,20260825,mild,paired
0,DIFF_MATCH,sub-03,0.08944690972566605,20260825,mild,paired
0,RAW,sub-05,1.667787790298462,20260825,mild,paired
0,DET_MATCH,sub-05,0.9626311659812927,20260825,mild,paired
0,DIFF_MATCH,sub-05,0.9052849411964417,20260825,mild,paired
0,RAW,sub-05,0.21037781238555908,20260825,mild,paired
0,DET_MATCH,sub-05,0.3109338581562042,20260825,mild,paired
0,DIFF_MATCH,sub-05,0.410603404045105,20260825,mild,paired
0,RAW,sub-02,0.08243834972381592,20260825,mild,paired
0,DET_MATCH,sub-02,0.125466987490654,20260825,mild,paired
0,DIFF_MATCH,sub-02,0.15755611658096313,20260825,mild,paired
0,RAW,sub-02,18.7895450592041,20260825,severe,paired
0,DET_MATCH,sub-02,18.52265167236328,20260825,severe,paired
0,DIFF_MATCH,sub-02,18.580995559692383,20260825,severe,paired
0,RAW,sub-03,0.2031111717224121,20260825,mild,paired
0,DET_MATCH,sub-03,0.2711533010005951,20260825,mild,paired
0,DIFF_MATCH,sub-03,0.29071030020713806,20260825,mild,paired
0,RAW,sub-05,0.0,20260825,zero,paired
0,DET_MATCH,sub-05,0.27807268500328064,20260825,zero,paired
0,DIFF_MATCH,sub-05,0.27236509323120117,20260825,zero,paired
0,RAW,sub-03,0.7652127742767334,20260825,medium,paired
0,DET_MATCH,sub-03,0.4995957612991333,20260825,medium,paired
0,DIFF_MATCH,sub-03,0.48617833852767944,20260825,medium,paired
0,RAW,sub-05,1.103587031364441,20260825,severe,paired
0,DET_MATCH,sub-05,0.7013372182846069,20260825,severe,paired
0,DIFF_MATCH,sub-05,0.7422550320625305,20260825,severe,paired
0,RAW,sub-03,0.10993123799562454,20260825,mild,paired
0,DET_MATCH,sub-03,0.14322559535503387,20260825,mild,paired
0,DIFF_MATCH,sub-03,0.17059968411922455,20260825,mild,paired
0,RAW,sub-02,0.11231409758329391,20260825,mild,paired
0,DET_MATCH,sub-02,0.3508386015892029,20260825,mild,paired
0,DIFF_MATCH,sub-02,0.4633629024028778,20260825,mild,paired
0,RAW,sub-02,0.05624883621931076,20260825,mild,paired
0,DET_MATCH,sub-02,0.21306435763835907,20260825,mild,paired
0,DIFF_MATCH,sub-02,0.24595531821250916,20260825,mild,paired
0,RAW,sub-02,0.4753414988517761,20260825,severe,paired
0,DET_MATCH,sub-02,0.4155573546886444,20260825,severe,paired
0,DIFF_MATCH,sub-02,0.4357859492301941,20260825,severe,paired
0,RAW,sub-02,0.0,20260825,zero,paired
0,DET_MATCH,sub-02,0.2034756988286972,20260825,zero,paired
0,DIFF_MATCH,sub-02,0.24153685569763184,20260825,zero,paired
0,RAW,sub-02,0.9112405180931091,20260825,medium,paired
0,DET_MATCH,sub-02,0.946306049823761,20260825,medium,paired
0,DIFF_MATCH,sub-02,0.9271541833877563,20260825,medium,paired
0,RAW,sub-02,0.3328758776187897,20260825,medium,paired
0,DET_MATCH,sub-02,0.29381394386291504,20260825,medium,paired
0,DIFF_MATCH,sub-02,0.38569876551628113,20260825,medium,paired
0,RAW,sub-02,0.572132408618927,20260825,medium,paired
0,DET_MATCH,sub-02,0.46903374791145325,20260825,medium,paired
0,DIFF_MATCH,sub-02,0.5411673784255981,20260825,medium,paired
0,RAW,sub-05,0.32770243287086487,20260825,medium,paired
0,DET_MATCH,sub-05,0.25523701310157776,20260825,medium,paired
0,DIFF_MATCH,sub-05,0.25972384214401245,20260825,medium,paired
0,RAW,sub-05,0.057444773614406586,20260825,mild,paired
0,DET_MATCH,sub-05,0.12102716416120529,20260825,mild,paired
0,DIFF_MATCH,sub-05,0.15456260740756989,20260825,mild,paired
0,RAW,sub-05,0.10448282212018967,20260825,medium,paired
0,DET_MATCH,sub-05,0.18596749007701874,20260825,medium,paired
0,DIFF_MATCH,sub-05,0.2023264318704605,20260825,medium,paired
0,RAW,sub-05,0.652391254901886,20260825,severe,paired
0,DET_MATCH,sub-05,0.49773553013801575,20260825,severe,paired
0,DIFF_MATCH,sub-05,0.5109385848045349,20260825,severe,paired
0,RAW,sub-03,0.36497417092323303,20260825,medium,paired
0,DET_MATCH,sub-03,0.3399243652820587,20260825,medium,paired
0,DIFF_MATCH,sub-03,0.4851886034011841,20260825,medium,paired
0,RAW,sub-03,0.203857421875,20260825,mild,paired
0,DET_MATCH,sub-03,0.23225846886634827,20260825,mild,paired
0,DIFF_MATCH,sub-03,0.26221585273742676,20260825,mild,paired
0,RAW,sub-02,0.16661866009235382,20260825,medium,paired
0,DET_MATCH,sub-02,0.20615604519844055,20260825,medium,paired
0,DIFF_MATCH,sub-02,0.21644499897956848,20260825,medium,paired
0,RAW,sub-02,0.3500269949436188,20260825,severe,paired
0,DET_MATCH,sub-02,0.32237550616264343,20260825,severe,paired
0,DIFF_MATCH,sub-02,0.38067319989204407,20260825,severe,paired
0,RAW,sub-03,0.06166819855570793,20260825,mild,paired
0,DET_MATCH,sub-03,0.3036351203918457,20260825,mild,paired
0,DIFF_MATCH,sub-03,0.4402433931827545,20260825,mild,paired
0,RAW,sub-02,1.1301954984664917,20260825,medium,paired
0,DET_MATCH,sub-02,1.075569748878479,20260825,medium,paired
0,DIFF_MATCH,sub-02,1.0866442918777466,20260825,medium,paired
0,RAW,sub-02,0.0,20260825,zero,paired
0,DET_MATCH,sub-02,0.12698949873447418,20260825,zero,paired
0,DIFF_MATCH,sub-02,0.1875404715538025,20260825,zero,paired
0,RAW,sub-05,0.608072817325592,20260825,mild,paired
0,DET_MATCH,sub-05,0.415461003780365,20260825,mild,paired
0,DIFF_MATCH,sub-05,0.45996910333633423,20260825,mild,paired
0,RAW,sub-05,0.3279458284378052,20260825,mild,paired
0,DET_MATCH,sub-05,0.3753204941749573,20260825,mild,paired
0,DIFF_MATCH,sub-05,0.38561925292015076,20260825,mild,paired
0,RAW,sub-05,0.03933193162083626,20260825,medium,paired
0,DET_MATCH,sub-05,0.2917274534702301,20260825,medium,paired
0,DIFF_MATCH,sub-05,0.3888375759124756,20260825,medium,paired
0,RAW,sub-05,0.22426311671733856,20260825,severe,paired
0,DET_MATCH,sub-05,0.2625233829021454,20260825,severe,paired
0,DIFF_MATCH,sub-05,0.3029194474220276,20260825,severe,paired
0,RAW,sub-02,4.850518226623535,20260825,medium,paired
0,DET_MATCH,sub-02,3.1807780265808105,20260825,medium,paired
0,DIFF_MATCH,sub-02,3.166472911834717,20260825,medium,paired
0,RAW,sub-02,0.2864075303077698,20260825,medium,paired
