mean,method,metric,panel,seed
0.7062774760671648,CALIB_REFINE_MATCH,rrmse_temporal,paired,20260828
0.5255761422245996,CALIB_REFINE_MATCH,rrmse_spectral,paired,20260828
0.8746581534137173,CALIB_REFINE_MATCH,correlation,paired,20260828
-1.332274202730773,CALIB_REFINE_MATCH,snr_improvement,paired,20260828
1.526072909295698,CALIB_REFINE_MATCH,artifact_rrmse,paired,20260828
0.37470404173033484,CALIB_REFINE_MATCH,artifact_correlation,paired,20260828
1.2806313418783248,CALIB_REFINE_MATCH,clean_output_rms_ratio,paired,20260828
0.8821504390546276,CALIB_REFINE_POP_SWAP,rrmse_temporal,paired,20260828
0.5911730675201398,CALIB_REFINE_POP_SWAP,rrmse_spectral,paired,20260828
0.8238131715726922,CALIB_REFINE_POP_SWAP,correlation,paired,20260828
-3.686834228274441,CALIB_REFINE_POP_SWAP,snr_improvement,paired,20260828
2.42900581077818,CALIB_REFINE_POP_SWAP,artifact_rrmse,paired,20260828
0.27280188905619224,CALIB_REFINE_POP_SWAP,artifact_correlation,paired,20260828
1.4207785498195638,CALIB_REFINE_POP_SWAP,clean_output_rms_ratio,paired,20260828
0.7180006293509602,CALIB_REFINE_WRONG,rrmse_temporal,paired,20260828
0.5279100639687385,CALIB_REFINE_WRONG,rrmse_spectral,paired,20260828
0.8730741988382458,CALIB_REFINE_WRONG,correlation,paired,20260828
-1.5089514481449458,CALIB_REFINE_WRONG,snr_improvement,paired,20260828
1.5933133916872921,CALIB_REFINE_WRONG,artifact_rrmse,paired,20260828
0.36230783385787313,CALIB_REFINE_WRONG,artifact_correlation,paired,20260828
1.2928119030470648,CALIB_REFINE_WRONG,clean_output_rms_ratio,paired,20260828
0.7089591004604396,CALIB_SDEDIT_MATCH,rrmse_temporal,paired,20260828
0.5303243555671846,CALIB_SDEDIT_MATCH,rrmse_spectral,paired,20260828
0.8745865113160107,CALIB_SDEDIT_MATCH,correlation,paired,20260828
-1.5969420011188133,CALIB_SDEDIT_MATCH,snr_improvement,paired,20260828
1.6125448857431923,CALIB_SDEDIT_MATCH,artifact_rrmse,paired,20260828
0.3586565036459433,CALIB_SDEDIT_MATCH,artifact_correlation,paired,20260828
1.287232633618017,CALIB_SDEDIT_MATCH,clean_output_rms_ratio,paired,20260828
