best_validation,checkpoint_rule,diffusion_validation,fold,kind,last5_slope,last_validation,plateau,seed,updates,validation_samples
0.41675424575805664,last_with_best_scalar_only,deterministic,0,det,-0.1220681607723237,0.41675424575805664,0,20260808,1200,64
0.4399193823337555,last_with_best_scalar_only,deterministic,0,det,-0.11645325422286998,0.4399193823337555,0,20260810,1200,64
0.4296034276485443,last_with_best_scalar_only,deterministic,0,det,-0.11920386552810673,0.4296034276485443,0,20260811,1200,64
1.2019217014312744,last_with_best_scalar_only,deterministic,1,det,-0.21784654855728172,1.2019217014312744,0,20260808,1200,64
1.1830476522445679,last_with_best_scalar_only,deterministic,1,det,-0.2098055124282838,1.1830476522445679,0,20260810,1200,64
1.1825404167175293,last_with_best_scalar_only,deterministic,1,det,-0.21409910917282138,1.1825404167175293,0,20260811,1200,64
22.373350143432617,last_with_best_scalar_only,deterministic,2,det,-0.08564682006836172,22.373350143432617,0,20260808,1200,64
22.242490768432617,last_with_best_scalar_only,deterministic,2,det,-0.08362808227539405,22.242490768432617,0,20260810,1200,64
22.389629364013672,last_with_best_scalar_only,deterministic,2,det,-0.058495140075684106,22.389629364013672,0,20260811,1200,64
0.40203508734703064,last_with_best_scalar_only,deterministic,3,det,-0.08653629124164593,0.40203508734703064,0,20260808,1200,64
0.4290160834789276,last_with_best_scalar_only,deterministic,3,det,-0.06821451187133797,0.4290160834789276,0,20260810,1200,64
0.46619912981987,last_with_best_scalar_only,deterministic,3,det,-0.0658449590206147,0.46619912981987,0,20260811,1200,64
2.9171812534332275,last_with_best_scalar_only,deterministic,4,det,-0.07898766994476317,2.9171812534332275,0,20260808,1200,64
2.9390997886657715,last_with_best_scalar_only,deterministic,4,det,-0.07825236320495642,2.9390997886657715,0,20260810,1200,64
2.9175779819488525,last_with_best_scalar_only,deterministic,4,det,-0.07691032886505175,2.9175779819488525,0,20260811,1200,64
0.30679306387901306,last_with_best_scalar_only,single_timestep_500,0,scad,-0.14995946288108836,0.30679306387901306,0,20260808,1200,64
0.31888505816459656,last_with_best_scalar_only,single_timestep_500,0,scad,-0.12019115686416633,0.31888505816459656,0,20260810,1200,64
0.3171135187149048,last_with_best_scalar_only,single_timestep_500,0,scad,-0.14593757092952736,0.3171135187149048,0,20260811,1200,64
1.0326343774795532,last_with_best_scalar_only,single_timestep_500,1,scad,-0.24736047983169596,1.0326343774795532,0,20260808,1200,64
1.1423808336257935,last_with_best_scalar_only,single_timestep_500,1,scad,-0.23908371925354016,1.1423808336257935,0,20260810,1200,64
1.0214132070541382,last_with_best_scalar_only,single_timestep_500,1,scad,-0.21974233388900788,1.0214132070541382,0,20260811,1200,64
21.841882705688477,last_with_best_scalar_only,single_timestep_500,2,scad,-0.1617111206054704,21.841882705688477,0,20260808,1200,64
22.462549209594727,last_with_best_scalar_only,single_timestep_500,2,scad,-0.1005796432495145,22.462549209594727,0,20260810,1200,64
22.06645965576172,last_with_best_scalar_only,single_timestep_500,2,scad,-0.1230291366577164,22.06645965576172,0,20260811,1200,64
0.30045631527900696,last_with_best_scalar_only,single_timestep_500,3,scad,-0.09315938651561743,0.30045631527900696,0,20260808,1200,64
0.3585810661315918,last_with_best_scalar_only,single_timestep_500,3,scad,-0.08834342658519749,0.3585810661315918,0,20260810,1200,64
0.37258240580558777,last_with_best_scalar_only,single_timestep_500,3,scad,-0.09778259098529817,0.37258240580558777,0,20260811,1200,64
2.7468698024749756,last_with_best_scalar_only,single_timestep_500,4,scad,-0.1158783197402956,2.7468698024749756,0,20260808,1200,64
2.741071939468384,last_with_best_scalar_only,single_timestep_500,4,scad,-0.12840788364410397,2.741071939468384,0,20260810,1200,64
2.745913505554199,last_with_best_scalar_only,single_timestep_500,4,scad,-0.12376885414123565,2.745913505554199,0,20260811,1200,64
