basis,fold,participant,projection_error,sample,session,task
WRONG,4,sub-23,0.6036773324012756,184,ses-04,SSVEP
QUERY_ORACLE,4,sub-23,0.3198467791080475,184,ses-04,SSVEP
POP,4,sub-19,0.3380013406276703,185,ses-03,ERP
MATCH,4,sub-19,0.287286639213562,185,ses-03,ERP
WRONG,4,sub-19,0.29704561829566956,185,ses-03,ERP
QUERY_ORACLE,4,sub-19,0.29331091046333313,185,ses-03,ERP
POP,4,sub-23,0.34874096512794495,186,ses-02,ERP
MATCH,4,sub-23,0.26590293645858765,186,ses-02,ERP
WRONG,4,sub-23,0.33354443311691284,186,ses-02,ERP
QUERY_ORACLE,4,sub-23,0.2663438320159912,186,ses-02,ERP
POP,4,sub-23,0.5330797433853149,187,ses-02,SSVEP
MATCH,4,sub-23,0.35702359676361084,187,ses-02,SSVEP
WRONG,4,sub-23,0.3074494004249573,187,ses-02,SSVEP
QUERY_ORACLE,4,sub-23,0.27050238847732544,187,ses-02,SSVEP
POP,4,sub-23,0.34049689769744873,188,ses-02,ERP
MATCH,4,sub-23,0.28403493762016296,188,ses-02,ERP
WRONG,4,sub-23,0.3185364305973053,188,ses-02,ERP
QUERY_ORACLE,4,sub-23,0.2847428023815155,188,ses-02,ERP
POP,4,sub-23,0.36084097623825073,189,ses-02,ERP
MATCH,4,sub-23,0.2599598467350006,189,ses-02,ERP
WRONG,4,sub-23,0.34006574749946594,189,ses-02,ERP
QUERY_ORACLE,4,sub-23,0.26956015825271606,189,ses-02,ERP
POP,4,sub-21,0.0,190,ses-02,ERP
MATCH,4,sub-21,0.0,190,ses-02,ERP
WRONG,4,sub-21,0.0,190,ses-02,ERP
QUERY_ORACLE,4,sub-21,0.0,190,ses-02,ERP
POP,4,sub-19,0.32145294547080994,191,ses-03,ERP
MATCH,4,sub-19,0.27773517370224,191,ses-03,ERP
WRONG,4,sub-19,0.3002680242061615,191,ses-03,ERP
QUERY_ORACLE,4,sub-19,0.2983582615852356,191,ses-03,ERP
POP,4,sub-21,0.5581740736961365,192,ses-04,SSVEP
MATCH,4,sub-21,0.3376702070236206,192,ses-04,SSVEP
WRONG,4,sub-21,0.512391984462738,192,ses-04,SSVEP
QUERY_ORACLE,4,sub-21,0.2890029847621918,192,ses-04,SSVEP
POP,4,sub-19,0.37599804997444153,193,ses-02,SSVEP
MATCH,4,sub-19,0.29727157950401306,193,ses-02,SSVEP
WRONG,4,sub-19,0.3108374774456024,193,ses-02,SSVEP
QUERY_ORACLE,4,sub-19,0.3124594986438751,193,ses-02,SSVEP
POP,4,sub-21,0.4163934886455536,194,ses-02,ERP
MATCH,4,sub-21,0.350462943315506,194,ses-02,ERP
WRONG,4,sub-21,0.3208557665348053,194,ses-02,ERP
QUERY_ORACLE,4,sub-21,0.30443117022514343,194,ses-02,ERP
POP,4,sub-19,0.3532806932926178,195,ses-03,ERP
MATCH,4,sub-19,0.3064100742340088,195,ses-03,ERP
WRONG,4,sub-19,0.32303839921951294,195,ses-03,ERP
QUERY_ORACLE,4,sub-19,0.30953872203826904,195,ses-03,ERP
POP,4,sub-19,0.7728992700576782,196,ses-03,SSVEP
MATCH,4,sub-19,0.4572347402572632,196,ses-03,SSVEP
WRONG,4,sub-19,0.6731889843940735,196,ses-03,SSVEP
QUERY_ORACLE,4,sub-19,0.23582391440868378,196,ses-03,SSVEP
POP,4,sub-21,0.8115119934082031,197,ses-04,SSVEP
MATCH,4,sub-21,0.3478967845439911,197,ses-04,SSVEP
WRONG,4,sub-21,0.7241143584251404,197,ses-04,SSVEP
QUERY_ORACLE,4,sub-21,0.22409240901470184,197,ses-04,SSVEP
POP,4,sub-21,0.702965497970581,198,ses-02,SSVEP
MATCH,4,sub-21,0.32714855670928955,198,ses-02,SSVEP
WRONG,4,sub-21,0.39204657077789307,198,ses-02,SSVEP
QUERY_ORACLE,4,sub-21,0.26901930570602417,198,ses-02,SSVEP
POP,4,sub-21,0.0,199,ses-03,SSVEP
MATCH,4,sub-21,0.0,199,ses-03,SSVEP
WRONG,4,sub-21,0.0,199,ses-03,SSVEP
QUERY_ORACLE,4,sub-21,0.0,199,ses-03,SSVEP
POP,4,sub-19,0.5106320381164551,200,ses-02,SSVEP
MATCH,4,sub-19,0.30677396059036255,200,ses-02,SSVEP
WRONG,4,sub-19,0.42800185084342957,200,ses-02,SSVEP
QUERY_ORACLE,4,sub-19,0.273313045501709,200,ses-02,SSVEP
POP,4,sub-21,0.0,201,ses-03,SSVEP
MATCH,4,sub-21,0.0,201,ses-03,SSVEP
WRONG,4,sub-21,0.0,201,ses-03,SSVEP
QUERY_ORACLE,4,sub-21,0.0,201,ses-03,SSVEP
POP,4,sub-23,0.6473068594932556,202,ses-03,SSVEP
MATCH,4,sub-23,0.2713995575904846,202,ses-03,SSVEP
WRONG,4,sub-23,0.5462204217910767,202,ses-03,SSVEP
QUERY_ORACLE,4,sub-23,0.22257240116596222,202,ses-03,SSVEP
POP,4,sub-23,0.6829849481582642,203,ses-04,ERP
MATCH,4,sub-23,0.31538093090057373,203,ses-04,ERP
WRONG,4,sub-23,0.5404843688011169,203,ses-04,ERP
QUERY_ORACLE,4,sub-23,0.22793348133563995,203,ses-04,ERP
POP,4,sub-21,0.7812575697898865,204,ses-02,ERP
MATCH,4,sub-21,0.5660767555236816,204,ses-02,ERP
WRONG,4,sub-21,0.6192158460617065,204,ses-02,ERP
QUERY_ORACLE,4,sub-21,0.2406751960515976,204,ses-02,ERP
POP,4,sub-21,0.3029230535030365,205,ses-02,SSVEP
MATCH,4,sub-21,0.2517353296279907,205,ses-02,SSVEP
WRONG,4,sub-21,0.28740599751472473,205,ses-02,SSVEP
QUERY_ORACLE,4,sub-21,0.2476029098033905,205,ses-02,SSVEP
POP,4,sub-21,0.3305194675922394,206,ses-03,SSVEP
MATCH,4,sub-21,0.3150007724761963,206,ses-03,SSVEP
WRONG,4,sub-21,0.2946091294288635,206,ses-03,SSVEP
QUERY_ORACLE,4,sub-21,0.3141539692878723,206,ses-03,SSVEP
POP,4,sub-21,0.6101845502853394,207,ses-04,SSVEP
MATCH,4,sub-21,0.32358312606811523,207,ses-04,SSVEP
WRONG,4,sub-21,0.5502955317497253,207,ses-04,SSVEP
QUERY_ORACLE,4,sub-21,0.28031182289123535,207,ses-04,SSVEP
POP,4,sub-19,0.43806344270706177,208,ses-04,ERP
MATCH,4,sub-19,0.37676528096199036,208,ses-04,ERP
WRONG,4,sub-19,0.40928685665130615,208,ses-04,ERP
QUERY_ORACLE,4,sub-19,0.25863945484161377,208,ses-04,ERP
POP,4,sub-21,0.5099838376045227,209,ses-02,SSVEP
MATCH,4,sub-21,0.30117347836494446,209,ses-02,SSVEP
WRONG,4,sub-21,0.3330792188644409,209,ses-02,SSVEP
QUERY_ORACLE,4,sub-21,0.28481870889663696,209,ses-02,SSVEP
POP,4,sub-23,0.3547598719596863,210,ses-02,ERP
MATCH,4,sub-23,0.25208577513694763,210,ses-02,ERP
WRONG,4,sub-23,0.3231889605522156,210,ses-02,ERP
QUERY_ORACLE,4,sub-23,0.22418297827243805,210,ses-02,ERP
POP,4,sub-21,0.7720926403999329,211,ses-02,ERP
MATCH,4,sub-21,0.5635910034179688,211,ses-02,ERP
WRONG,4,sub-21,0.7442364692687988,211,ses-02,ERP
QUERY_ORACLE,4,sub-21,0.24456220865249634,211,ses-02,ERP
POP,4,sub-21,0.4748815894126892,212,ses-02,SSVEP
MATCH,4,sub-21,0.25979700684547424,212,ses-02,SSVEP
WRONG,4,sub-21,0.29506343603134155,212,ses-02,SSVEP
QUERY_ORACLE,4,sub-21,0.25678113102912903,212,ses-02,SSVEP
POP,4,sub-21,0.0,213,ses-02,SSVEP
MATCH,4,sub-21,0.0,213,ses-02,SSVEP
WRONG,4,sub-21,0.0,213,ses-02,SSVEP
QUERY_ORACLE,4,sub-21,0.0,213,ses-02,SSVEP
POP,4,sub-19,0.45978567004203796,214,ses-04,ERP
MATCH,4,sub-19,0.3786373734474182,214,ses-04,ERP
WRONG,4,sub-19,0.3695911169052124,214,ses-04,ERP
QUERY_ORACLE,4,sub-19,0.2560978829860687,214,ses-04,ERP
POP,4,sub-19,0.4093393087387085,215,ses-04,ERP
MATCH,4,sub-19,0.3840220272541046,215,ses-04,ERP
WRONG,4,sub-19,0.3864820599555969,215,ses-04,ERP
QUERY_ORACLE,4,sub-19,0.29194507002830505,215,ses-04,ERP
POP,4,sub-23,0.8448171615600586,216,ses-04,SSVEP
MATCH,4,sub-23,0.3056671917438507,216,ses-04,SSVEP
WRONG,4,sub-23,0.7720869183540344,216,ses-04,SSVEP
QUERY_ORACLE,4,sub-23,0.2783430814743042,216,ses-04,SSVEP
POP,4,sub-21,0.4152541160583496,217,ses-03,ERP
MATCH,4,sub-21,0.26671144366264343,217,ses-03,ERP
WRONG,4,sub-21,0.326214462518692,217,ses-03,ERP
QUERY_ORACLE,4,sub-21,0.2638412415981293,217,ses-03,ERP
POP,4,sub-23,0.5664415955543518,218,ses-04,ERP
MATCH,4,sub-23,0.30083078145980835,218,ses-04,ERP
WRONG,4,sub-23,0.4825993478298187,218,ses-04,ERP
QUERY_ORACLE,4,sub-23,0.2553700804710388,218,ses-04,ERP
POP,4,sub-23,0.5284379124641418,219,ses-02,SSVEP
MATCH,4,sub-23,0.34502771496772766,219,ses-02,SSVEP
WRONG,4,sub-23,0.3984433114528656,219,ses-02,SSVEP
QUERY_ORACLE,4,sub-23,0.27406856417655945,219,ses-02,SSVEP
POP,4,sub-23,0.0,220,ses-02,SSVEP
MATCH,4,sub-23,0.0,220,ses-02,SSVEP
WRONG,4,sub-23,0.0,220,ses-02,SSVEP
QUERY_ORACLE,4,sub-23,0.0,220,ses-02,SSVEP
POP,4,sub-21,0.9445233345031738,221,ses-04,ERP
MATCH,4,sub-21,0.16521349549293518,221,ses-04,ERP
WRONG,4,sub-21,0.9002196192741394,221,ses-04,ERP
QUERY_ORACLE,4,sub-21,0.13797298073768616,221,ses-04,ERP
POP,4,sub-19,0.752960205078125,222,ses-03,SSVEP
MATCH,4,sub-19,0.3440774381160736,222,ses-03,SSVEP
WRONG,4,sub-19,0.7177952527999878,222,ses-03,SSVEP
QUERY_ORACLE,4,sub-19,0.25115635991096497,222,ses-03,SSVEP
POP,4,sub-19,0.0,223,ses-04,ERP
MATCH,4,sub-19,0.0,223,ses-04,ERP
WRONG,4,sub-19,0.0,223,ses-04,ERP
QUERY_ORACLE,4,sub-19,0.0,223,ses-04,ERP
POP,4,sub-23,0.34603872895240784,224,ses-02,ERP
MATCH,4,sub-23,0.2802661061286926,224,ses-02,ERP
WRONG,4,sub-23,0.3251032531261444,224,ses-02,ERP
QUERY_ORACLE,4,sub-23,0.2617112994194031,224,ses-02,ERP
POP,4,sub-21,0.8459455370903015,225,ses-04,SSVEP
MATCH,4,sub-21,0.3198634684085846,225,ses-04,SSVEP
WRONG,4,sub-21,0.7644867897033691,225,ses-04,SSVEP
QUERY_ORACLE,4,sub-21,0.22653105854988098,225,ses-04,SSVEP
POP,4,sub-23,0.36824294924736023,226,ses-02,ERP
MATCH,4,sub-23,0.2597578167915344,226,ses-02,ERP
WRONG,4,sub-23,0.33526110649108887,226,ses-02,ERP
QUERY_ORACLE,4,sub-23,0.26733890175819397,226,ses-02,ERP
POP,4,sub-23,0.5459365248680115,227,ses-04,ERP
MATCH,4,sub-23,0.3009529113769531,227,ses-04,ERP
WRONG,4,sub-23,0.4738970994949341,227,ses-04,ERP
QUERY_ORACLE,4,sub-23,0.2400517463684082,227,ses-04,ERP
POP,4,sub-21,0.44205430150032043,228,ses-02,SSVEP
MATCH,4,sub-21,0.2886207699775696,228,ses-02,SSVEP
WRONG,4,sub-21,0.341852605342865,228,ses-02,SSVEP
QUERY_ORACLE,4,sub-21,0.262385755777359,228,ses-02,SSVEP
POP,4,sub-19,0.4189717769622803,229,ses-03,ERP
MATCH,4,sub-19,0.3262444734573364,229,ses-03,ERP
WRONG,4,sub-19,0.36607617139816284,229,ses-03,ERP
QUERY_ORACLE,4,sub-19,0.29155460000038147,229,ses-03,ERP
POP,4,sub-19,0.4751764237880707,230,ses-04,ERP
MATCH,4,sub-19,0.37880805134773254,230,ses-04,ERP
WRONG,4,sub-19,0.4433804154396057,230,ses-04,ERP
QUERY_ORACLE,4,sub-19,0.2592426538467407,230,ses-04,ERP
POP,4,sub-23,0.7177658081054688,231,ses-03,SSVEP
MATCH,4,sub-23,0.2870613634586334,231,ses-03,SSVEP
WRONG,4,sub-23,0.6334509253501892,231,ses-03,SSVEP
QUERY_ORACLE,4,sub-23,0.2164492905139923,231,ses-03,SSVEP
POP,4,sub-23,0.5633672475814819,232,ses-04,ERP
MATCH,4,sub-23,0.2865385413169861,232,ses-04,ERP
WRONG,4,sub-23,0.4606592357158661,232,ses-04,ERP
QUERY_ORACLE,4,sub-23,0.26057159900665283,232,ses-04,ERP
POP,4,sub-21,0.7417103052139282,233,ses-04,SSVEP
MATCH,4,sub-21,0.3317731022834778,233,ses-04,SSVEP
WRONG,4,sub-21,0.6366888880729675,233,ses-04,SSVEP
QUERY_ORACLE,4,sub-21,0.2501746714115143,233,ses-04,SSVEP
POP,4,sub-19,0.790442705154419,234,ses-03,SSVEP
MATCH,4,sub-19,0.5229679346084595,234,ses-03,SSVEP
WRONG,4,sub-19,0.6538209915161133,234,ses-03,SSVEP
QUERY_ORACLE,4,sub-19,0.21938449144363403,234,ses-03,SSVEP
POP,4,sub-21,0.4645605683326721,235,ses-02,ERP
MATCH,4,sub-21,0.3732585608959198,235,ses-02,ERP
WRONG,4,sub-21,0.4219230115413666,235,ses-02,ERP
QUERY_ORACLE,4,sub-21,0.2992511987686157,235,ses-02,ERP
POP,4,sub-23,0.49584025144577026,236,ses-02,SSVEP
MATCH,4,sub-23,0.34967175126075745,236,ses-02,SSVEP
WRONG,4,sub-23,0.3475758135318756,236,ses-02,SSVEP
QUERY_ORACLE,4,sub-23,0.27598637342453003,236,ses-02,SSVEP
POP,4,sub-19,0.5879431962966919,237,ses-04,SSVEP
MATCH,4,sub-19,0.05248301103711128,237,ses-04,SSVEP
WRONG,4,sub-19,0.5574113726615906,237,ses-04,SSVEP
QUERY_ORACLE,4,sub-19,0.06105091795325279,237,ses-04,SSVEP
POP,4,sub-19,0.7580991983413696,238,ses-03,SSVEP
MATCH,4,sub-19,0.3399085998535156,238,ses-03,SSVEP
WRONG,4,sub-19,0.7091195583343506,238,ses-03,SSVEP
QUERY_ORACLE,4,sub-19,0.25550827383995056,238,ses-03,SSVEP
POP,4,sub-23,0.0,239,ses-03,ERP
MATCH,4,sub-23,0.0,239,ses-03,ERP
WRONG,4,sub-23,0.0,239,ses-03,ERP
QUERY_ORACLE,4,sub-23,0.0,239,ses-03,ERP
POP,4,sub-21,0.9585164189338684,240,ses-04,SSVEP
MATCH,4,sub-21,0.32611915469169617,240,ses-04,SSVEP
WRONG,4,sub-21,0.8235015869140625,240,ses-04,SSVEP
QUERY_ORACLE,4,sub-21,0.19829338788986206,240,ses-04,SSVEP
POP,4,sub-23,0.35039401054382324,241,ses-02,ERP
MATCH,4,sub-23,0.27122336626052856,241,ses-02,ERP
WRONG,4,sub-23,0.3140179216861725,241,ses-02,ERP
QUERY_ORACLE,4,sub-23,0.23261234164237976,241,ses-02,ERP
POP,4,sub-19,0.0,242,ses-04,SSVEP
MATCH,4,sub-19,0.0,242,ses-04,SSVEP
WRONG,4,sub-19,0.0,242,ses-04,SSVEP
QUERY_ORACLE,4,sub-19,0.0,242,ses-04,SSVEP
POP,4,sub-21,0.4910694658756256,243,ses-02,SSVEP
MATCH,4,sub-21,0.28425294160842896,243,ses-02,SSVEP
WRONG,4,sub-21,0.31611114740371704,243,ses-02,SSVEP
QUERY_ORACLE,4,sub-21,0.2628820240497589,243,ses-02,SSVEP
POP,4,sub-19,0.42081737518310547,244,ses-02,SSVEP
MATCH,4,sub-19,0.32519710063934326,244,ses-02,SSVEP
WRONG,4,sub-19,0.32984933257102966,244,ses-02,SSVEP
QUERY_ORACLE,4,sub-19,0.30637553334236145,244,ses-02,SSVEP
POP,4,sub-19,0.45452505350112915,245,ses-04,ERP
MATCH,4,sub-19,0.43537527322769165,245,ses-04,ERP
WRONG,4,sub-19,0.42407408356666565,245,ses-04,ERP
QUERY_ORACLE,4,sub-19,0.2826782166957855,245,ses-04,ERP
POP,4,sub-23,0.5955179929733276,246,ses-04,ERP
MATCH,4,sub-23,0.3000742495059967,246,ses-04,ERP
WRONG,4,sub-23,0.47548893094062805,246,ses-04,ERP
QUERY_ORACLE,4,sub-23,0.26740366220474243,246,ses-04,ERP
POP,4,sub-19,0.4394378662109375,247,ses-04,ERP
MATCH,4,sub-19,0.42415133118629456,247,ses-04,ERP
WRONG,4,sub-19,0.43109366297721863,247,ses-04,ERP
QUERY_ORACLE,4,sub-19,0.294298380613327,247,ses-04,ERP
POP,4,sub-19,0.58799809217453,248,ses-04,SSVEP
MATCH,4,sub-19,0.05021008104085922,248,ses-04,SSVEP
WRONG,4,sub-19,0.5577868819236755,248,ses-04,SSVEP
QUERY_ORACLE,4,sub-19,0.05950607359409332,248,ses-04,SSVEP
POP,4,sub-21,0.8529486060142517,249,ses-04,ERP
MATCH,4,sub-21,0.19060631096363068,249,ses-04,ERP
WRONG,4,sub-21,0.5504963397979736,249,ses-04,ERP
QUERY_ORACLE,4,sub-21,0.18098239600658417,249,ses-04,ERP
POP,4,sub-19,0.5911825299263,250,ses-02,SSVEP
MATCH,4,sub-19,0.32309943437576294,250,ses-02,SSVEP
WRONG,4,sub-19,0.372466117143631,250,ses-02,SSVEP
QUERY_ORACLE,4,sub-19,0.27285200357437134,250,ses-02,SSVEP
POP,4,sub-21,0.0,251,ses-04,SSVEP
MATCH,4,sub-21,0.0,251,ses-04,SSVEP
WRONG,4,sub-21,0.0,251,ses-04,SSVEP
QUERY_ORACLE,4,sub-21,0.0,251,ses-04,SSVEP
POP,4,sub-23,0.8261705040931702,252,ses-03,SSVEP
MATCH,4,sub-23,0.33307528495788574,252,ses-03,SSVEP
WRONG,4,sub-23,0.537983238697052,252,ses-03,SSVEP
QUERY_ORACLE,4,sub-23,0.20207102596759796,252,ses-03,SSVEP
POP,4,sub-23,0.43778684735298157,253,ses-03,ERP
MATCH,4,sub-23,0.34036490321159363,253,ses-03,ERP
WRONG,4,sub-23,0.4038088619709015,253,ses-03,ERP
QUERY_ORACLE,4,sub-23,0.3006358742713928,253,ses-03,ERP
POP,4,sub-21,0.326428085565567,254,ses-03,SSVEP
MATCH,4,sub-21,0.31075018644332886,254,ses-03,SSVEP
WRONG,4,sub-21,0.278997004032135,254,ses-03,SSVEP
QUERY_ORACLE,4,sub-21,0.309992253780365,254,ses-03,SSVEP
POP,4,sub-21,0.5933119654655457,255,ses-04,ERP
MATCH,4,sub-21,0.27405133843421936,255,ses-04,ERP
WRONG,4,sub-21,0.5713662505149841,255,ses-04,ERP
QUERY_ORACLE,4,sub-21,0.28955981135368347,255,ses-04,ERP
POP,4,sub-23,0.49466606974601746,256,ses-02,SSVEP
MATCH,4,sub-23,0.3447636663913727,256,ses-02,SSVEP
WRONG,4,sub-23,0.31799188256263733,256,ses-02,SSVEP
QUERY_ORACLE,4,sub-23,0.27410808205604553,256,ses-02,SSVEP
POP,4,sub-19,0.3581693470478058,257,ses-02,ERP
MATCH,4,sub-19,0.2663351893424988,257,ses-02,ERP
WRONG,4,sub-19,0.3225768208503723,257,ses-02,ERP
QUERY_ORACLE,4,sub-19,0.26105454564094543,257,ses-02,ERP
POP,4,sub-21,0.0,258,ses-03,SSVEP
MATCH,4,sub-21,0.0,258,ses-03,SSVEP
WRONG,4,sub-21,0.0,258,ses-03,SSVEP
QUERY_ORACLE,4,sub-21,0.0,258,ses-03,SSVEP
POP,4,sub-19,0.5879265069961548,259,ses-04,SSVEP
MATCH,4,sub-19,0.050471678376197815,259,ses-04,SSVEP
WRONG,4,sub-19,0.5575234889984131,259,ses-04,SSVEP
QUERY_ORACLE,4,sub-19,0.05985860899090767,259,ses-04,SSVEP
POP,4,sub-23,0.5110030770301819,260,ses-02,SSVEP
MATCH,4,sub-23,0.357797235250473,260,ses-02,SSVEP
WRONG,4,sub-23,0.4216274321079254,260,ses-02,SSVEP
QUERY_ORACLE,4,sub-23,0.27204006910324097,260,ses-02,SSVEP
POP,4,sub-21,0.4076854884624481,261,ses-02,SSVEP
MATCH,4,sub-21,0.2982538342475891,261,ses-02,SSVEP
WRONG,4,sub-21,0.320921391248703,261,ses-02,SSVEP
QUERY_ORACLE,4,sub-21,0.264226496219635,261,ses-02,SSVEP
POP,4,sub-19,0.47215500473976135,262,ses-04,ERP
MATCH,4,sub-19,0.3665534257888794,262,ses-04,ERP
WRONG,4,sub-19,0.4509793221950531,262,ses-04,ERP
QUERY_ORACLE,4,sub-19,0.24434711039066315,262,ses-04,ERP
POP,4,sub-23,0.44879522919654846,263,ses-02,SSVEP
MATCH,4,sub-23,0.3361577093601227,263,ses-02,SSVEP
WRONG,4,sub-23,0.35218334197998047,263,ses-02,SSVEP
QUERY_ORACLE,4,sub-23,0.28827133774757385,263,ses-02,SSVEP
POP,4,sub-23,0.43174004554748535,264,ses-03,ERP
MATCH,4,sub-23,0.3391944169998169,264,ses-03,ERP
WRONG,4,sub-23,0.326582133769989,264,ses-03,ERP
QUERY_ORACLE,4,sub-23,0.2961771786212921,264,ses-03,ERP
POP,4,sub-21,0.7848055362701416,265,ses-02,ERP
MATCH,4,sub-21,0.566791832447052,265,ses-02,ERP
WRONG,4,sub-21,0.7801541090011597,265,ses-02,ERP
QUERY_ORACLE,4,sub-21,0.24067345261573792,265,ses-02,ERP
POP,4,sub-21,0.0,266,ses-03,SSVEP
MATCH,4,sub-21,0.0,266,ses-03,SSVEP
WRONG,4,sub-21,0.0,266,ses-03,SSVEP
QUERY_ORACLE,4,sub-21,0.0,266,ses-03,SSVEP
POP,4,sub-23,0.5100871324539185,267,ses-02,SSVEP
MATCH,4,sub-23,0.347983717918396,267,ses-02,SSVEP
WRONG,4,sub-23,0.34213075041770935,267,ses-02,SSVEP
QUERY_ORACLE,4,sub-23,0.27433592081069946,267,ses-02,SSVEP
POP,4,sub-21,0.3286918103694916,268,ses-03,SSVEP
MATCH,4,sub-21,0.31270164251327515,268,ses-03,SSVEP
WRONG,4,sub-21,0.2794657349586487,268,ses-03,SSVEP
QUERY_ORACLE,4,sub-21,0.3121202290058136,268,ses-03,SSVEP
POP,4,sub-19,0.5864956378936768,269,ses-04,SSVEP
MATCH,4,sub-19,0.052593328058719635,269,ses-04,SSVEP
WRONG,4,sub-19,0.3927402198314667,269,ses-04,SSVEP
QUERY_ORACLE,4,sub-19,0.06157294288277626,269,ses-04,SSVEP
POP,4,sub-19,0.44132116436958313,270,ses-02,ERP
MATCH,4,sub-19,0.3461567759513855,270,ses-02,ERP
WRONG,4,sub-19,0.34766802191734314,270,ses-02,ERP
QUERY_ORACLE,4,sub-19,0.27817827463150024,270,ses-02,ERP
POP,4,sub-21,0.3986021876335144,271,ses-02,ERP
MATCH,4,sub-21,0.3102264106273651,271,ses-02,ERP
WRONG,4,sub-21,0.37921708822250366,271,ses-02,ERP
QUERY_ORACLE,4,sub-21,0.28683286905288696,271,ses-02,ERP
POP,4,sub-23,0.46866291761398315,272,ses-02,SSVEP
MATCH,4,sub-23,0.34313109517097473,272,ses-02,SSVEP
WRONG,4,sub-23,0.34768882393836975,272,ses-02,SSVEP
QUERY_ORACLE,4,sub-23,0.2771002948284149,272,ses-02,SSVEP
POP,4,sub-21,0.8601277470588684,273,ses-04,ERP
MATCH,4,sub-21,0.17403686046600342,273,ses-04,ERP
WRONG,4,sub-21,0.7479827404022217,273,ses-04,ERP
QUERY_ORACLE,4,sub-21,0.16353274881839752,273,ses-04,ERP
POP,4,sub-21,0.5653170347213745,274,ses-02,SSVEP
MATCH,4,sub-21,0.29891154170036316,274,ses-02,SSVEP
WRONG,4,sub-21,0.34514257311820984,274,ses-02,SSVEP
QUERY_ORACLE,4,sub-21,0.2703826129436493,274,ses-02,SSVEP
POP,4,sub-19,0.4495481252670288,275,ses-04,ERP
MATCH,4,sub-19,0.3714732229709625,275,ses-04,ERP
WRONG,4,sub-19,0.3601420819759369,275,ses-04,ERP
QUERY_ORACLE,4,sub-19,0.2643395662307739,275,ses-04,ERP
POP,4,sub-23,0.5118708610534668,276,ses-02,SSVEP
MATCH,4,sub-23,0.3501596748828888,276,ses-02,SSVEP
WRONG,4,sub-23,0.3437396287918091,276,ses-02,SSVEP
QUERY_ORACLE,4,sub-23,0.27320125699043274,276,ses-02,SSVEP
POP,4,sub-21,0.0,277,ses-03,SSVEP
MATCH,4,sub-21,0.0,277,ses-03,SSVEP
WRONG,4,sub-21,0.0,277,ses-03,SSVEP
QUERY_ORACLE,4,sub-21,0.0,277,ses-03,SSVEP
POP,4,sub-19,0.5852575898170471,278,ses-04,ERP
MATCH,4,sub-19,0.38230177760124207,278,ses-04,ERP
WRONG,4,sub-19,0.504963755607605,278,ses-04,ERP
QUERY_ORACLE,4,sub-19,0.2117893248796463,278,ses-04,ERP
POP,4,sub-23,0.4529559016227722,279,ses-03,ERP
MATCH,4,sub-23,0.34944871068000793,279,ses-03,ERP
WRONG,4,sub-23,0.4185737073421478,279,ses-03,ERP
QUERY_ORACLE,4,sub-23,0.2905520796775818,279,ses-03,ERP
POP,4,sub-21,0.4256151020526886,280,ses-03,ERP
MATCH,4,sub-21,0.26517730951309204,280,ses-03,ERP
WRONG,4,sub-21,0.35071706771850586,280,ses-03,ERP
QUERY_ORACLE,4,sub-21,0.26247477531433105,280,ses-03,ERP
POP,4,sub-21,0.40399813652038574,281,ses-03,ERP
MATCH,4,sub-21,0.2274765968322754,281,ses-03,ERP
WRONG,4,sub-21,0.29278621077537537,281,ses-03,ERP
QUERY_ORACLE,4,sub-21,0.2224150002002716,281,ses-03,ERP
POP,4,sub-19,0.7373847365379333,282,ses-03,SSVEP
MATCH,4,sub-19,0.4740121066570282,282,ses-03,SSVEP
WRONG,4,sub-19,0.6321619153022766,282,ses-03,SSVEP
QUERY_ORACLE,4,sub-19,0.23941704630851746,282,ses-03,SSVEP
POP,4,sub-19,0.0,283,ses-04,ERP
MATCH,4,sub-19,0.0,283,ses-04,ERP
WRONG,4,sub-19,0.0,283,ses-04,ERP
QUERY_ORACLE,4,sub-19,0.0,283,ses-04,ERP
POP,4,sub-21,0.6318194270133972,284,ses-02,SSVEP
MATCH,4,sub-21,0.3381841778755188,284,ses-02,SSVEP
WRONG,4,sub-21,0.3868684768676758,284,ses-02,SSVEP
QUERY_ORACLE,4,sub-21,0.2565283179283142,284,ses-02,SSVEP
POP,4,sub-19,0.0,285,ses-04,SSVEP
MATCH,4,sub-19,0.0,285,ses-04,SSVEP
WRONG,4,sub-19,0.0,285,ses-04,SSVEP
QUERY_ORACLE,4,sub-19,0.0,285,ses-04,SSVEP
POP,4,sub-21,0.0,286,ses-04,SSVEP
MATCH,4,sub-21,0.0,286,ses-04,SSVEP
WRONG,4,sub-21,0.0,286,ses-04,SSVEP
QUERY_ORACLE,4,sub-21,0.0,286,ses-04,SSVEP
POP,4,sub-23,0.5840567350387573,287,ses-04,ERP
MATCH,4,sub-23,0.28664177656173706,287,ses-04,ERP
WRONG,4,sub-23,0.525381863117218,287,ses-04,ERP
QUERY_ORACLE,4,sub-23,0.27214211225509644,287,ses-04,ERP
POP,4,sub-19,0.42438071966171265,288,ses-02,ERP
MATCH,4,sub-19,0.33786606788635254,288,ses-02,ERP
WRONG,4,sub-19,0.36580294370651245,288,ses-02,ERP
QUERY_ORACLE,4,sub-19,0.2868046164512634,288,ses-02,ERP
POP,4,sub-19,0.7574402689933777,289,ses-03,SSVEP
