bootstrap_high,bootstrap_low,direction,mean,median,method,metric,n,panel,participants,positive_count,source
1.7981656738554754,0.698823705851358,,1.1403264284464452,0.7415635568128588,OF_DET_MATCH,rrmse_temporal,15,paired,,15,
0.8806182186585942,0.6957843847547808,,0.7801847484529965,0.7287772026337017,OF_DET_MATCH,rrmse_spectral,15,paired,,15,
3.004982664564328,1.5410377587219966,,2.16023562413438,1.7067961328818153,OF_DET_MATCH,artifact_rmse,15,paired,,15,
1.8459676731162609,1.3459220629704467,,1.5868442755448258,1.6672826891853696,OF_DET_MATCH,artifact_rrmse,15,paired,,15,
0.4851249679047874,0.3293967253614494,,0.4132910632342432,0.43943610750168,OF_DET_MATCH,artifact_correlation,15,paired,,14,
0.8542409062655842,0.7645802078859179,,0.8156550837293234,0.8403841576321914,OF_DET_MATCH,correlation,15,paired,,15,
10.534165992417789,6.251178007435183,,8.14278246748426,7.050672643526334,OF_DET_MATCH,coefficient_rmse,15,paired,,15,
0.9625430075304793,-0.7413338647093978,,0.12910520303300901,0.2924599272472027,OF_DET_MATCH,snr_improvement,15,paired,,8,
1.762583318240674,0.8013750924215164,,1.1979703729945819,0.8410439765664623,OF_DET_POP_SWAP,rrmse_temporal,15,paired,,15,
0.8925203595042168,0.7294136226233237,,0.8047482791305699,0.758449429377645,OF_DET_POP_SWAP,rrmse_spectral,15,paired,,15,
3.0867963092189754,1.7650204392158082,,2.361034322321714,2.1398713883426455,OF_DET_POP_SWAP,artifact_rmse,15,paired,,15,
2.3478729261745745,1.5891327534556108,,1.9431576381694289,1.7600689535304446,OF_DET_POP_SWAP,artifact_rrmse,15,paired,,15,
0.41239330332667196,0.3187142726521977,,0.3660756946521645,0.3732492966327891,OF_DET_POP_SWAP,artifact_correlation,15,paired,,15,
0.8302848880584914,0.7469233572731039,,0.7946297578315479,0.8161042504943907,OF_DET_POP_SWAP,correlation,15,paired,,15,
7.220276762092243,4.678621797940477,,5.875849107925671,5.581447915454221,OF_DET_POP_SWAP,coefficient_rmse,15,paired,,15,
-0.3782068232667068,-1.9039542037150838,,-1.1354404111202963,-0.9754231389896529,OF_DET_POP_SWAP,snr_improvement,15,paired,,2,
1.721284847894375,0.7440676626011752,,1.149117173529781,0.8149988357237175,OF_DET_WRONG_SWAP,rrmse_temporal,15,paired,,15,
0.8846934793984974,0.7122092353825793,,0.792109518621409,0.7540549484935278,OF_DET_WRONG_SWAP,rrmse_spectral,15,paired,,15,
2.827690319876679,1.5620756246147687,,2.1213508463127413,1.6717765878032271,OF_DET_WRONG_SWAP,artifact_rmse,15,paired,,15,
1.9937001160497425,1.359466200398819,,1.6610002892394684,1.5824160721956515,OF_DET_WRONG_SWAP,artifact_rrmse,15,paired,,15,
0.46425755085047465,0.3492616868402339,,0.40898097221693497,0.4345983581319886,OF_DET_WRONG_SWAP,artifact_correlation,15,paired,,15,
0.843980287484401,0.7580509520296577,,0.8070183595471139,0.8235121084144339,OF_DET_WRONG_SWAP,correlation,15,paired,,15,
10.999957816250728,6.398486836795713,,8.555604938731674,7.407350033444042,OF_DET_WRONG_SWAP,coefficient_rmse,15,paired,,15,
0.7858153414067302,-0.8719319073180204,,-0.0125207088680269,0.15257135805005984,OF_DET_WRONG_SWAP,snr_improvement,15,paired,,8,
1.7762803504905937,0.7224587073377676,,1.1436302672374705,0.7602769819447227,OF_SCAD_K1_MATCH,rrmse_temporal,15,paired,,15,
0.9389545486337918,0.7505872939297575,,0.8353007965085556,0.7793697208398953,OF_SCAD_K1_MATCH,rrmse_spectral,15,paired,,15,
3.004244394645335,1.5807196610464476,,2.186671339490655,1.8368417954770848,OF_SCAD_K1_MATCH,artifact_rmse,15,paired,,15,
2.0371926479990297,1.4922954136900064,,1.7592477793391916,1.5800239832795302,OF_SCAD_K1_MATCH,artifact_rrmse,15,paired,,15,
0.48054763846664916,0.3421051999710674,,0.4152448527709474,0.3979696948301859,OF_SCAD_K1_MATCH,artifact_correlation,15,paired,,15,
0.8445864454744005,0.7539543113544348,,0.8051011404285622,0.8252778794994811,OF_SCAD_K1_MATCH,correlation,15,paired,,15,
10.523693619953136,6.220400415449768,,8.106485576449774,7.061315002013939,OF_SCAD_K1_MATCH,coefficient_rmse,15,paired,,15,
0.2756452806664759,-1.4023599151903763,,-0.564885343211852,-0.583675815356631,OF_SCAD_K1_MATCH,snr_improvement,15,paired,,5,
1.864066236974796,0.9135731498353239,,1.3115487488098267,0.9328722735836511,OF_SCAD_K1_POP_SWAP,rrmse_temporal,15,paired,,15,
0.9683544210771946,0.8115924740334836,,0.8835466272012558,0.8150516088470156,OF_SCAD_K1_POP_SWAP,rrmse_spectral,15,paired,,15,
3.206532599852219,1.8513034404256121,,2.468987115719464,2.104573356244299,OF_SCAD_K1_POP_SWAP,artifact_rmse,15,paired,,15,
2.5094451954556747,1.921821737329577,,2.208391809601815,2.0171363218264147,OF_SCAD_K1_POP_SWAP,artifact_rrmse,15,paired,,15,
