basis,column_norm_max,column_norm_min,deviation_energy_ratio,effective_rank,fold,gram_condition,minimum_singular_value,participant,population_projector_distance,sample
WRONG,1.000000007938381,0.9999999909090919,2.0885078244184876,8,0,830.476513297075,0.06037201526803587,sub-03,2.0,14
POP,1.0000000218963878,0.0,0.0,4,0,inf,0.0,sub-02,0.0,15
MATCH,1.0000000218963878,0.9999999851995511,1.356770259866796,8,0,108.31833899961352,0.15942311408366275,sub-02,1.9999999999999993,15
WRONG,1.0000000218963878,0.9999999745794652,1.009148267872007,8,0,244.99921215534906,0.11736732298681624,sub-02,1.9999999999999993,15
POP,1.0000000033140626,0.0,0.0,4,0,inf,0.0,sub-02,0.0,16
MATCH,1.0000000033140626,0.9999999913113515,0.9541027480779618,8,0,396.5047863756588,0.10003602764204957,sub-02,2.0,16
WRONG,1.000000004794356,0.9999999913113515,0.6171290993439941,8,0,1476.3207075947678,0.05002559557410812,sub-02,2.0000000000000004,16
POP,1.0000000218963878,0.0,0.0,4,0,inf,0.0,sub-05,0.0,17
MATCH,1.0000000218963878,0.9999999844225683,0.9950924502289801,8,0,62.38821858557844,0.22278538197621195,sub-05,1.9999999999999991,17
WRONG,1.0000000233639161,0.9999999761087436,5.773636804927116,8,0,1450.9024536408288,0.05319568562763217,sub-05,2.0,17
POP,1.0000000049555406,0.0,0.0,4,0,inf,0.0,sub-02,0.0,18
MATCH,1.0000000051839955,0.9999999912684012,0.6608396485261291,8,0,1010.4638776612076,0.055792772870079145,sub-02,2.0000000000000013,18
WRONG,1.0000000072076154,0.9999999912684012,1.6818203299162333,8,0,308.2788262789046,0.11196755393148064,sub-02,2.0,18
POP,1.0000000056676233,0.0,0.0,4,0,inf,0.0,sub-05,0.0,19
MATCH,1.000000007154422,0.9999999904477422,0.5465113375948416,8,0,52.81155793181407,0.2241927090951616,sub-05,2.0,19
WRONG,1.0000000143746075,0.9999999881701714,1.0824818783245396,8,0,170.00090517965867,0.1509662511140394,sub-05,1.9999999999999998,19
POP,1.0000000049555406,0.0,0.0,4,0,inf,0.0,sub-02,0.0,20
MATCH,1.0000000051839955,0.9999999912684012,0.6608396485261291,8,0,1010.4638776612076,0.055792772870079145,sub-02,2.0000000000000013,20
WRONG,1.0000000049555406,0.9999999912684012,0.43204937857596,8,0,368.38533632079316,0.1004678512695645,sub-02,2.0,20
POP,1.0000000049555406,0.0,0.0,4,0,inf,0.0,sub-05,0.0,21
MATCH,1.0000000049555406,0.9999999912684012,0.43204937857596,8,0,368.38533632079316,0.1004678512695645,sub-05,2.0,21
WRONG,1.0000000072076154,0.9999999912684012,1.6818203299162333,8,0,308.2788262789046,0.11196755393148064,sub-05,2.0,21
POP,1.0000000162873848,0.0,0.0,4,0,inf,0.0,sub-03,0.0,22
MATCH,1.0000000162873848,0.9999999875828055,0.5203731573495723,8,0,140.17222841043707,0.14838309747036235,sub-03,2.000000000000001,22
WRONG,1.0000000162873848,0.9999999921651362,0.8797359883731921,8,0,95.76152426922754,0.16630701852586421,sub-03,1.9999999999999987,22
POP,1.0000000139642775,0.0,0.0,4,0,inf,0.0,sub-02,0.0,23
MATCH,1.0000000139642775,0.9999999936089646,2.000277253095887,8,0,431.9174235456616,0.09110254393446103,sub-02,2.0,23
WRONG,1.0000000139642775,0.9999999774608632,2.6947522543024953,8,0,197.4850502554612,0.11783603539760314,sub-02,2.0000000000000004,23
POP,1.0000000162873848,0.0,0.0,4,0,inf,0.0,sub-03,0.0,24
MATCH,1.0000000162873848,0.9999999875828055,0.5203731573495723,8,0,140.17222841043707,0.14838309747036235,sub-03,2.000000000000001,24
WRONG,1.0000000162873848,0.9999999915080833,0.5462669285954422,8,0,122.12345637697273,0.16764973786647636,sub-03,1.9999999999999996,24
POP,1.0000000033140626,0.0,0.0,4,0,inf,0.0,sub-05,0.0,25
MATCH,1.0000000092553059,0.9999999901646374,0.6685733089426836,8,0,166.07250946040685,0.15197649827662527,sub-05,1.9999999999999996,25
WRONG,1.0000000033140626,0.9999999894532442,1.2047993702054256,8,0,190.78923810140327,0.12637401404977772,sub-05,2.0,25
POP,1.0000000056676233,0.0,0.0,4,0,inf,0.0,sub-02,0.0,26
MATCH,1.0000000056676233,0.9999999764177279,23.119023493954927,8,0,42613.59562349442,0.009957933870278199,sub-02,2.0,26
WRONG,1.0000000056676233,0.9999999892784711,2.777015962196618,8,0,263.03739763045127,0.09912802814647004,sub-02,2.0,26
POP,1.0000000056676233,0.0,0.0,4,0,inf,0.0,sub-05,0.0,27
MATCH,1.000000007154422,0.9999999904477422,0.5465113375948416,8,0,52.81155793181407,0.2241927090951616,sub-05,2.0,27
WRONG,1.0000000056676233,0.9999999838871831,0.4550124937813457,8,0,44.534506890706915,0.23312867618261923,sub-05,2.000000000000001,27
POP,1.0000000139642775,0.0,0.0,4,0,inf,0.0,sub-03,0.0,28
MATCH,1.0000000159295153,0.9999999936089646,1.1256074861346648,8,0,255.475648965702,0.11341331473671643,sub-03,2.0000000000000004,28
WRONG,1.0000000139642775,0.9999999936089646,2.000277253095887,8,0,431.9174235456616,0.09110254393446103,sub-03,2.0,28
POP,1.0000000049555406,0.0,0.0,4,0,inf,0.0,sub-03,0.0,29
MATCH,1.0000000049555406,0.9999999912684012,0.6477426192031057,8,0,162.51375760737344,0.13992556207171053,sub-03,2.0,29
WRONG,1.0000000049555406,0.9999999912684012,0.43204937857596,8,0,368.38533632079316,0.1004678512695645,sub-03,2.0,29
POP,1.0000000139642775,0.0,0.0,4,0,inf,0.0,sub-05,0.0,30
MATCH,1.0000000163930096,0.9999999936089646,1.4701843654926738,8,0,201.22277852746967,0.128553916121917,sub-05,1.9999999999999984,30
WRONG,1.0000000139642775,0.9999999879064223,1.5366507749864766,8,0,599.305591319621,0.07687286792450777,sub-05,2.0,30
POP,1.0000000056676233,0.0,0.0,4,0,inf,0.0,sub-03,0.0,31
MATCH,1.0000000056676233,0.9999999856169465,0.6174502333907748,8,0,93.06699837994206,0.16933765873712275,sub-03,1.9999999999999993,31
WRONG,1.0000000114806107,0.9999999914078469,0.452413634408112,8,0,153.56634303006481,0.13073140011288636,sub-03,2.0000000000000013,31
POP,1.0000000049555406,0.0,0.0,4,0,inf,0.0,sub-05,0.0,32
MATCH,1.0000000049555406,0.9999999912684012,0.43204937857596,8,0,368.38533632079316,0.1004678512695645,sub-05,2.0,32
WRONG,1.0000000111272034,0.9999999912684012,0.5065829049829629,8,0,241.23813048223704,0.11685208539492115,sub-05,2.0000000000000004,32
POP,1.0000000139642775,0.0,0.0,4,0,inf,0.0,sub-03,0.0,33
MATCH,1.0000000159295153,0.9999999936089646,1.1256074861346648,8,0,255.475648965702,0.11341331473671643,sub-03,2.0000000000000004,33
WRONG,1.0000000174497332,0.9999999936089646,0.9171477251893243,8,0,528.9822402344753,0.07522093050375503,sub-03,2.0,33
POP,1.0000000049555406,0.0,0.0,4,0,inf,0.0,sub-05,0.0,34
MATCH,1.0000000049555406,0.9999999912684012,0.43204937857596,8,0,368.38533632079316,0.1004678512695645,sub-05,2.0,34
WRONG,1.0000000049555406,0.9999999912684012,0.9049411874775697,8,0,623.9274096003297,0.08137607931413474,sub-05,2.0,34
POP,1.0000000139642775,0.0,0.0,4,0,inf,0.0,sub-03,0.0,35
MATCH,1.0000000159295153,0.9999999936089646,1.1256074861346648,8,0,255.475648965702,0.11341331473671643,sub-03,2.0000000000000004,35
WRONG,1.000000016413789,0.9999999936089646,1.1495249434822863,8,0,114.89838123517195,0.14376516057394514,sub-03,1.9999999999999982,35
POP,1.0000000033140626,0.0,0.0,4,0,inf,0.0,sub-02,0.0,36
MATCH,1.0000000033140626,0.9999999913113515,0.9541027480779618,8,0,396.5047863756588,0.10003602764204957,sub-02,2.0,36
WRONG,1.0000000086861764,0.9999999842562495,1.1474205273151663,8,0,1473.0645877091497,0.05516945705587207,sub-02,1.9999999999999996,36
POP,1.0000000139642775,0.0,0.0,4,0,inf,0.0,sub-02,0.0,37
MATCH,1.0000000139642775,0.9999999936089646,2.000277253095887,8,0,431.9174235456616,0.09110254393446103,sub-02,2.0,37
WRONG,1.0000000159295153,0.9999999936089646,1.1256074861346648,8,0,255.475648965702,0.11341331473671643,sub-02,2.0000000000000004,37
POP,1.0000000139642775,0.0,0.0,4,0,inf,0.0,sub-03,0.0,38
MATCH,1.0000000159295153,0.9999999936089646,1.1256074861346648,8,0,255.475648965702,0.11341331473671643,sub-03,2.0000000000000004,38
WRONG,1.0000000139642775,0.9999999936089646,2.000277253095887,8,0,431.9174235456616,0.09110254393446103,sub-03,2.0,38
POP,1.0000000033140626,0.0,0.0,4,0,inf,0.0,sub-05,0.0,39
MATCH,1.0000000092553059,0.9999999901646374,0.6685733089426836,8,0,166.07250946040685,0.15197649827662527,sub-05,1.9999999999999996,39
WRONG,1.0000000033140626,0.9999999894532442,1.2047993702054256,8,0,190.78923810140327,0.12637401404977772,sub-05,2.0,39
POP,1.0000000162873848,0.0,0.0,4,0,inf,0.0,sub-05,0.0,40
MATCH,1.0000000162873848,0.9999999921651362,0.5407524178038324,8,0,103.3779207680251,0.17561161370221798,sub-05,1.9999999999999996,40
WRONG,1.0000000165193903,0.9999999909103675,0.5091397208462008,8,0,87.71041871068648,0.18949105292906696,sub-05,2.000000000000001,40
POP,1.0000000049555406,0.0,0.0,4,0,inf,0.0,sub-05,0.0,41
MATCH,1.0000000049555406,0.9999999912684012,0.43204937857596,8,0,368.38533632079316,0.1004678512695645,sub-05,2.0,41
WRONG,1.0000000049555406,0.9999999912684012,0.39879290442162363,8,0,146.4493734462549,0.14310559087151858,sub-05,2.0000000000000013,41
POP,1.0000000162873848,0.0,0.0,4,0,inf,0.0,sub-02,0.0,42
MATCH,1.0000000162873848,0.9999999915080833,0.5462669285954422,8,0,122.12345637697273,0.16764973786647636,sub-02,1.9999999999999996,42
WRONG,1.0000000162873848,0.9999999778246144,1.0624307558169346,8,0,388.92434162839913,0.09243115259845261,sub-02,1.9999999999999998,42
POP,1.0000000049555406,0.0,0.0,4,0,inf,0.0,sub-02,0.0,43
MATCH,1.0000000051839955,0.9999999912684012,0.6608396485261291,8,0,1010.4638776612076,0.055792772870079145,sub-02,2.0000000000000013,43
WRONG,1.0000000072076154,0.9999999912684012,1.6818203299162333,8,0,308.2788262789046,0.11196755393148064,sub-02,2.0,43
POP,1.0000000033140626,0.0,0.0,4,0,inf,0.0,sub-02,0.0,44
MATCH,1.0000000033140626,0.9999999913113515,0.9541027480779618,8,0,396.5047863756588,0.10003602764204957,sub-02,2.0,44
WRONG,1.0000000136988263,0.9999999913113515,1.060229137310435,8,0,238.12468257657713,0.12683484570239126,sub-02,2.0000000000000004,44
POP,1.0000000139642775,0.0,0.0,4,0,inf,0.0,sub-03,0.0,45
MATCH,1.0000000159295153,0.9999999936089646,1.1256074861346648,8,0,255.475648965702,0.11341331473671643,sub-03,2.0000000000000004,45
WRONG,1.0000000139642775,0.9999999836133375,1.454785290880529,8,0,132.8998733350674,0.14920490885903498,sub-03,1.9999999999999996,45
POP,1.0000000162873848,0.0,0.0,4,0,inf,0.0,sub-03,0.0,46
MATCH,1.0000000162873848,0.9999999875828055,0.5203731573495723,8,0,140.17222841043707,0.14838309747036235,sub-03,2.000000000000001,46
WRONG,1.0000000238153854,0.9999999921651362,1.0411957022409066,8,0,104.74982033431307,0.17399242602741752,sub-03,2.0000000000000004,46
POP,1.0000000033140626,0.0,0.0,4,0,inf,0.0,sub-05,0.0,47
MATCH,1.0000000092553059,0.9999999901646374,0.6685733089426836,8,0,166.07250946040685,0.15197649827662527,sub-05,1.9999999999999996,47
WRONG,1.0000000097979482,0.9999999913113515,0.5036717024669053,8,0,69.99757875971171,0.17965755978397419,sub-05,2.0000000000000004,47
POP,1.0000000049555406,0.0,0.0,4,0,inf,0.0,sub-03,0.0,48
MATCH,1.0000000049555406,0.9999999912684012,0.6477426192031057,8,0,162.51375760737344,0.13992556207171053,sub-03,2.0,48
WRONG,1.0000000104198612,0.9999999912684012,0.5758191783503831,8,0,181.97375115828828,0.14478700687034474,sub-03,2.0000000000000004,48
POP,1.0000000056676233,0.0,0.0,4,0,inf,0.0,sub-05,0.0,49
MATCH,1.000000007154422,0.9999999904477422,0.5465113375948416,8,0,52.81155793181407,0.2241927090951616,sub-05,2.0,49
WRONG,1.0000000056676233,0.9999999912719534,0.9368273681994879,8,0,80.72643352974539,0.18161024232740652,sub-05,2.0,49
POP,1.0000000162873848,0.0,0.0,4,0,inf,0.0,sub-05,0.0,50
MATCH,1.0000000162873848,0.9999999921651362,0.5407524178038324,8,0,103.3779207680251,0.17561161370221798,sub-05,1.9999999999999996,50
WRONG,1.0000000238153854,0.9999999921651362,1.0411957022409066,8,0,104.74982033431307,0.17399242602741752,sub-05,2.0000000000000004,50
POP,1.0000000049555406,0.0,0.0,4,0,inf,0.0,sub-03,0.0,51
MATCH,1.0000000049555406,0.9999999912684012,0.6477426192031057,8,0,162.51375760737344,0.13992556207171053,sub-03,2.0,51
WRONG,1.0000000072076154,0.9999999912684012,1.6818203299162333,8,0,308.2788262789046,0.11196755393148064,sub-03,2.0,51
POP,1.0000000033140626,0.0,0.0,4,0,inf,0.0,sub-05,0.0,52
MATCH,1.0000000092553059,0.9999999901646374,0.6685733089426836,8,0,166.07250946040685,0.15197649827662527,sub-05,1.9999999999999996,52
WRONG,1.000000007938381,0.9999999909090919,2.0885078244184876,8,0,830.476513297075,0.06037201526803587,sub-05,2.0,52
POP,1.0000000218963878,0.0,0.0,4,0,inf,0.0,sub-05,0.0,53
MATCH,1.0000000218963878,0.9999999844225683,0.9950924502289801,8,0,62.38821858557844,0.22278538197621195,sub-05,1.9999999999999991,53
WRONG,1.0000000218963878,0.9999999843472078,0.9710060635971342,8,0,141.10252388471773,0.1451007471630098,sub-05,2.0000000000000004,53
POP,1.0000000056676233,0.0,0.0,4,0,inf,0.0,sub-03,0.0,54
MATCH,1.0000000056676233,0.9999999856169465,0.6174502333907748,8,0,93.06699837994206,0.16933765873712275,sub-03,1.9999999999999993,54
WRONG,1.0000000056676233,0.9999999914078469,0.7717195598660057,8,0,226.01570311632818,0.11837118962909668,sub-03,2.0,54
POP,1.0000000218963878,0.0,0.0,4,0,inf,0.0,sub-03,0.0,55
MATCH,1.0000000218963878,0.9999999843847721,1.1402613383503588,8,0,182.6606537891457,0.13987399203236697,sub-03,1.9999999999999996,55
WRONG,1.0000000233639161,0.9999999761087436,5.773636804927116,8,0,1450.9024536408288,0.05319568562763217,sub-03,2.0,55
POP,1.0000000162873848,0.0,0.0,4,0,inf,0.0,sub-03,0.0,56
MATCH,1.0000000162873848,0.9999999875828055,0.5203731573495723,8,0,140.17222841043707,0.14838309747036235,sub-03,2.000000000000001,56
WRONG,1.0000000162873848,0.9999999921651362,0.5407524178038324,8,0,103.3779207680251,0.17561161370221798,sub-03,1.9999999999999996,56
POP,1.0000000162873848,0.0,0.0,4,0,inf,0.0,sub-02,0.0,57
MATCH,1.0000000162873848,0.9999999915080833,0.5462669285954422,8,0,122.12345637697273,0.16764973786647636,sub-02,1.9999999999999996,57
WRONG,1.0000000162873848,0.9999999897567544,0.8698703903173091,8,0,236.64174894435553,0.12666186050479208,sub-02,2.000000000000001,57
POP,1.0000000033140626,0.0,0.0,4,0,inf,0.0,sub-03,0.0,58
MATCH,1.00000001758342,0.9999999913113515,0.773266948533059,8,0,125.97005967820935,0.15216162515988652,sub-03,2.0000000000000004,58
WRONG,1.0000000097979482,0.9999999913113515,0.5036717024669053,8,0,69.99757875971171,0.17965755978397419,sub-03,2.0000000000000004,58
POP,1.0000000033140626,0.0,0.0,4,0,inf,0.0,sub-03,0.0,59
MATCH,1.00000001758342,0.9999999913113515,0.773266948533059,8,0,125.97005967820935,0.15216162515988652,sub-03,2.0000000000000004,59
WRONG,1.0000000136988263,0.9999999913113515,1.060229137310435,8,0,238.12468257657713,0.12683484570239126,sub-03,2.0000000000000004,59
POP,1.0000000139642775,0.0,0.0,4,0,inf,0.0,sub-05,0.0,60
MATCH,1.0000000163930096,0.9999999936089646,1.4701843654926738,8,0,201.22277852746967,0.128553916121917,sub-05,1.9999999999999984,60
WRONG,1.0000000139642775,0.9999999936089646,1.030366067115536,8,0,95.35989786051213,0.20273921929654154,sub-05,2.0,60
POP,1.0000000056676233,0.0,0.0,4,0,inf,0.0,sub-03,0.0,61
MATCH,1.0000000056676233,0.9999999856169465,0.6174502333907748,8,0,93.06699837994206,0.16933765873712275,sub-03,1.9999999999999993,61
WRONG,1.0000000056676233,0.9999999892784711,2.777015962196618,8,0,263.03739763045127,0.09912802814647004,sub-03,2.0,61
POP,1.0000000056676233,0.0,0.0,4,0,inf,0.0,sub-02,0.0,62
MATCH,1.0000000056676233,0.9999999764177279,23.119023493954927,8,0,42613.59562349442,0.009957933870278199,sub-02,2.0,62
WRONG,1.0000000114806107,0.9999999914078469,0.452413634408112,8,0,153.56634303006481,0.13073140011288636,sub-02,2.0000000000000013,62
POP,1.0000000033140626,0.0,0.0,4,0,inf,0.0,sub-02,0.0,63
MATCH,1.0000000033140626,0.9999999913113515,0.9541027480779618,8,0,396.5047863756588,0.10003602764204957,sub-02,2.0,63
WRONG,1.000000007827821,0.9999999911914411,0.5428132558878888,8,0,172.84096090107275,0.14181989696033015,sub-02,2.000000000000001,63
POP,1.0000000049555406,0.0,0.0,4,0,inf,0.0,sub-02,0.0,64
MATCH,1.0000000051839955,0.9999999912684012,0.6608396485261291,8,0,1010.4638776612076,0.055792772870079145,sub-02,2.0000000000000013,64
WRONG,1.0000000192646568,0.9999999912684012,0.561791819017718,8,0,2161.127177156649,0.03974351711834052,sub-02,2.000000000000001,64
POP,1.0000000056676233,0.0,0.0,4,0,inf,0.0,sub-05,0.0,65
MATCH,1.000000007154422,0.9999999904477422,0.5465113375948416,8,0,52.81155793181407,0.2241927090951616,sub-05,2.0,65
WRONG,1.0000000056676233,0.9999999914078469,0.7717195598660057,8,0,226.01570311632818,0.11837118962909668,sub-05,2.0,65
POP,1.0000000162873848,0.0,0.0,4,0,inf,0.0,sub-02,0.0,66
MATCH,1.0000000162873848,0.9999999915080833,0.5462669285954422,8,0,122.12345637697273,0.16764973786647636,sub-02,1.9999999999999996,66
WRONG,1.0000000162873848,0.9999999921651362,0.8797359883731921,8,0,95.76152426922754,0.16630701852586421,sub-02,1.9999999999999987,66
POP,1.0000000033140626,0.0,0.0,4,0,inf,0.0,sub-03,0.0,67
MATCH,1.00000001758342,0.9999999913113515,0.773266948533059,8,0,125.97005967820935,0.15216162515988652,sub-03,2.0000000000000004,67
WRONG,1.000000004794356,0.9999999913113515,0.6171290993439941,8,0,1476.3207075947678,0.05002559557410812,sub-03,2.0000000000000004,67
POP,1.0000000218963878,0.0,0.0,4,0,inf,0.0,sub-03,0.0,68
MATCH,1.0000000218963878,0.9999999843847721,1.1402613383503588,8,0,182.6606537891457,0.13987399203236697,sub-03,1.9999999999999996,68
WRONG,1.0000000218963878,0.9999999745794652,1.009148267872007,8,0,244.99921215534906,0.11736732298681624,sub-03,1.9999999999999993,68
POP,1.0000000139642775,0.0,0.0,4,0,inf,0.0,sub-03,0.0,69
MATCH,1.0000000159295153,0.9999999936089646,1.1256074861346648,8,0,255.475648965702,0.11341331473671643,sub-03,2.0000000000000004,69
WRONG,1.0000000139642775,0.9999999936089646,0.9053686012921878,8,0,128.83085594050212,0.15881970982573254,sub-03,1.9999999999999996,69
POP,1.0000000139642775,0.0,0.0,4,0,inf,0.0,sub-03,0.0,70
MATCH,1.0000000159295153,0.9999999936089646,1.1256074861346648,8,0,255.475648965702,0.11341331473671643,sub-03,2.0000000000000004,70
WRONG,1.0000000139642775,0.9999999895924071,0.7438684089775103,8,0,84.1435757265684,0.18335995183716183,sub-03,2.0,70
POP,1.0000000218963878,0.0,0.0,4,0,inf,0.0,sub-02,0.0,71
MATCH,1.0000000218963878,0.9999999851995511,1.356770259866796,8,0,108.31833899961352,0.15942311408366275,sub-02,1.9999999999999993,71
WRONG,1.000000025716105,0.9999999807086208,1.3988521198190556,8,0,275.6965626854324,0.10532606908600291,sub-02,2.0000000000000004,71
POP,1.0000000162873848,0.0,0.0,4,0,inf,0.0,sub-02,0.0,72
MATCH,1.0000000162873848,0.9999999915080833,0.5462669285954422,8,0,122.12345637697273,0.16764973786647636,sub-02,1.9999999999999996,72
WRONG,1.0000000162873848,0.9999999766402683,2.307457748010947,8,0,1949.681821866159,0.0487051021973206,sub-02,2.000000000000001,72
POP,1.0000000162873848,0.0,0.0,4,0,inf,0.0,sub-05,0.0,73
MATCH,1.0000000162873848,0.9999999921651362,0.5407524178038324,8,0,103.3779207680251,0.17561161370221798,sub-05,1.9999999999999996,73
WRONG,1.0000000181946422,0.9999999921651362,1.2120656295250012,8,0,870.8105041797529,0.06495339024767224,sub-05,1.9999999999999998,73
POP,1.0000000056676233,0.0,0.0,4,0,inf,0.0,sub-05,0.0,74
MATCH,1.000000007154422,0.9999999904477422,0.5465113375948416,8,0,52.81155793181407,0.2241927090951616,sub-05,2.0,74
WRONG,1.0000000143746075,0.9999999881701714,1.0824818783245396,8,0,170.00090517965867,0.1509662511140394,sub-05,1.9999999999999998,74
POP,1.0000000049555406,0.0,0.0,4,0,inf,0.0,sub-05,0.0,75
MATCH,1.0000000049555406,0.9999999912684012,0.43204937857596,8,0,368.38533632079316,0.1004678512695645,sub-05,2.0,75
WRONG,1.0000000104198612,0.9999999912684012,0.5758191783503831,8,0,181.97375115828828,0.14478700687034474,sub-05,2.0000000000000004,75
POP,1.0000000033140626,0.0,0.0,4,0,inf,0.0,sub-03,0.0,76
MATCH,1.00000001758342,0.9999999913113515,0.773266948533059,8,0,125.97005967820935,0.15216162515988652,sub-03,2.0000000000000004,76
WRONG,1.0000000092553059,0.9999999901646374,0.6685733089426836,8,0,166.07250946040685,0.15197649827662527,sub-03,1.9999999999999996,76
POP,1.0000000162873848,0.0,0.0,4,0,inf,0.0,sub-03,0.0,77
MATCH,1.0000000162873848,0.9999999875828055,0.5203731573495723,8,0,140.17222841043707,0.14838309747036235,sub-03,2.000000000000001,77
WRONG,1.0000000162873848,0.9999999766402683,2.307457748010947,8,0,1949.681821866159,0.0487051021973206,sub-03,2.000000000000001,77
POP,1.0000000056676233,0.0,0.0,4,0,inf,0.0,sub-02,0.0,78
MATCH,1.0000000056676233,0.9999999764177279,23.119023493954927,8,0,42613.59562349442,0.009957933870278199,sub-02,2.0,78
WRONG,1.0000000101926856,0.9999999914078469,0.560500344848308,8,0,319.7094876139476,0.09311668276420734,sub-02,2.0,78
