effective_operator_source,latency_seconds,method_id,network_calls_total,operator_source,partition,peak_memory_mb,seed,source_record,status
population_projector,18.183288168162107,M1_observation_warm_start_sdedit,200,population_projector,development,1533.525390625,20260801,sim32,success
population_projector,17.476734332274646,M1_observation_warm_start_sdedit,200,population_projector,development,1541.650390625,20260802,sim32,success
population_projector,17.501870011910796,M1_observation_warm_start_sdedit,200,population_projector,development,1541.650390625,20260803,sim32,success
population_projector,17.58161573903635,M1_observation_warm_start_sdedit,200,population_projector,development,1541.650390625,20260804,sim32,success
population_projector,17.47509582899511,M1_observation_warm_start_sdedit,200,population_projector,development,1541.650390625,20260805,sim32,success
population_projector,17.331505183130503,M2_final_hard_q_consistency,200,population_projector,development,1541.650390625,20260801,sim32,success
population_projector,17.267908005043864,M2_final_hard_q_consistency,200,population_projector,development,1541.650390625,20260802,sim32,success
population_projector,15.997790303081274,M2_final_hard_q_consistency,200,population_projector,development,1541.650390625,20260803,sim32,success
population_projector,15.39863068703562,M2_final_hard_q_consistency,200,population_projector,development,1541.650390625,20260804,sim32,success
population_projector,15.380057889968157,M2_final_hard_q_consistency,200,population_projector,development,1541.650390625,20260805,sim32,success
population_projector,17.541061014402658,M4_per_step_quadratic_proximal_q_consistency,200,population_projector,development,1541.650390625,20260801,sim32,success
population_projector,16.136627268977463,M4_per_step_quadratic_proximal_q_consistency,200,population_projector,development,1541.650390625,20260802,sim32,success
population_projector,17.668895218055695,M4_per_step_quadratic_proximal_q_consistency,200,population_projector,development,1541.650390625,20260803,sim32,success
population_projector,17.72404071269557,M4_per_step_quadratic_proximal_q_consistency,200,population_projector,development,1541.650390625,20260804,sim32,success
population_projector,15.797835445031524,M4_per_step_quadratic_proximal_q_consistency,200,population_projector,development,1541.650390625,20260805,sim32,success
population_projector,15.441247208975255,M1_observation_warm_start_sdedit,200,matching_p0,development,1541.650390625,20260801,sim32,success
population_projector,15.350251134950668,M1_observation_warm_start_sdedit,200,matching_p0,development,1541.650390625,20260802,sim32,success
population_projector,15.341323595959693,M1_observation_warm_start_sdedit,200,matching_p0,development,1541.650390625,20260803,sim32,success
population_projector,15.416777530219406,M1_observation_warm_start_sdedit,200,matching_p0,development,1541.650390625,20260804,sim32,success
population_projector,15.361870476044714,M1_observation_warm_start_sdedit,200,matching_p0,development,1541.650390625,20260805,sim32,success
population_projector,15.862303528934717,M2_final_hard_q_consistency,200,matching_p0,development,1541.650390625,20260801,sim32,success
population_projector,16.008341813925654,M2_final_hard_q_consistency,200,matching_p0,development,1541.650390625,20260802,sim32,success
population_projector,15.956219212152064,M2_final_hard_q_consistency,200,matching_p0,development,1541.650390625,20260803,sim32,success
population_projector,17.244900540914387,M2_final_hard_q_consistency,200,matching_p0,development,1541.650390625,20260804,sim32,success
population_projector,17.278715383727103,M2_final_hard_q_consistency,200,matching_p0,development,1541.650390625,20260805,sim32,success
population_projector,17.701628213282675,M4_per_step_quadratic_proximal_q_consistency,200,matching_p0,development,1541.650390625,20260801,sim32,success
population_projector,17.614829543977976,M4_per_step_quadratic_proximal_q_consistency,200,matching_p0,development,1541.650390625,20260802,sim32,success
population_projector,17.65525059727952,M4_per_step_quadratic_proximal_q_consistency,200,matching_p0,development,1541.650390625,20260803,sim32,success
population_projector,17.587942352052778,M4_per_step_quadratic_proximal_q_consistency,200,matching_p0,development,1541.650390625,20260804,sim32,success
population_projector,17.19886713894084,M4_per_step_quadratic_proximal_q_consistency,200,matching_p0,development,1541.650390625,20260805,sim32,success
query_derived_oracle_projector,17.066659841220826,M1_observation_warm_start_sdedit,200,query_derived_oracle_projector,development,1541.650390625,20260801,sim32,success
query_derived_oracle_projector,17.36074536293745,M1_observation_warm_start_sdedit,200,query_derived_oracle_projector,development,1541.650390625,20260802,sim32,success
query_derived_oracle_projector,17.252305160276592,M1_observation_warm_start_sdedit,200,query_derived_oracle_projector,development,1541.650390625,20260803,sim32,success
query_derived_oracle_projector,17.248998104128987,M1_observation_warm_start_sdedit,200,query_derived_oracle_projector,development,1541.650390625,20260804,sim32,success
query_derived_oracle_projector,17.214364795945585,M1_observation_warm_start_sdedit,200,query_derived_oracle_projector,development,1541.650390625,20260805,sim32,success
query_derived_oracle_projector,17.399751151911914,M2_final_hard_q_consistency,200,query_derived_oracle_projector,development,1541.650390625,20260801,sim32,success
query_derived_oracle_projector,15.831005272921175,M2_final_hard_q_consistency,200,query_derived_oracle_projector,development,1541.650390625,20260802,sim32,success
query_derived_oracle_projector,16.09501031599939,M2_final_hard_q_consistency,200,query_derived_oracle_projector,development,1541.650390625,20260803,sim32,success
query_derived_oracle_projector,17.23909283010289,M2_final_hard_q_consistency,200,query_derived_oracle_projector,development,1541.650390625,20260804,sim32,success
query_derived_oracle_projector,17.16805798280984,M2_final_hard_q_consistency,200,query_derived_oracle_projector,development,1541.650390625,20260805,sim32,success
query_derived_oracle_projector,16.89883415773511,M4_per_step_quadratic_proximal_q_consistency,200,query_derived_oracle_projector,development,1541.650390625,20260801,sim32,success
query_derived_oracle_projector,17.53598450962454,M4_per_step_quadratic_proximal_q_consistency,200,query_derived_oracle_projector,development,1541.650390625,20260802,sim32,success
query_derived_oracle_projector,17.36452804179862,M4_per_step_quadratic_proximal_q_consistency,200,query_derived_oracle_projector,development,1541.650390625,20260803,sim32,success
query_derived_oracle_projector,15.285454246215522,M4_per_step_quadratic_proximal_q_consistency,200,query_derived_oracle_projector,development,1541.650390625,20260804,sim32,success
query_derived_oracle_projector,15.306623840238899,M4_per_step_quadratic_proximal_q_consistency,200,query_derived_oracle_projector,development,1541.650390625,20260805,sim32,success
