package,seed,participant,protocol,method,eog_attenuation,preservation,mi_band_distortion,covariance,mi_kappa,erd_preservation
RAW-SUPPORT-CLEAN,20260808,1,same_01,RAW,0.0,1.0,0.0,0.0,0.43333333333333335,1.0
RAW-SUPPORT-CLEAN,20260808,1,same_01,DET-CLEAN-POP,0.03854077609773447,0.6524045765399933,0.11945103065970569,0.2920316476452119,0.4,0.8978749914706151
RAW-SUPPORT-CLEAN,20260808,1,same_01,DIFF-CLEAN-POP-K1,0.0358433317349173,0.5982612669467926,0.07535783873940252,0.2297251518472585,0.3666666666666667,0.9447971126884863
RAW-SUPPORT-CLEAN,20260808,1,same_01,DIFF-CLEAN-POP-K8,0.03331500662343051,0.7018856704235077,0.09466452103715282,0.3148789250092207,0.5333333333333333,0.9169993310612894
RAW-SUPPORT-CLEAN,20260808,1,same_01,DET-CLEAN-MATCH,0.03949305716706915,0.6377478241920471,0.11331260600762601,0.2987149584687827,0.4,0.901282539109806
RAW-SUPPORT-CLEAN,20260808,1,same_01,DIFF-CLEAN-MATCH-K1,0.03449465109232633,0.6003056466579437,0.06253513820543542,0.23429712863347366,0.2666666666666667,0.9564079977567393
RAW-SUPPORT-CLEAN,20260808,1,same_01,DIFF-CLEAN-MATCH-K8,0.03199132427331211,0.6970600485801697,0.07735372512582206,0.3122157531769753,0.5,0.9322399095891005
RAW-SUPPORT-CLEAN,20260808,1,same_01,DET-CLEAN-WRONG-2,0.041399436490502456,0.62413689494133,0.08071872048678175,0.2730354278282395,0.43333333333333335,0.9278293781310921
RAW-SUPPORT-CLEAN,20260808,1,same_01,DIFF-CLEAN-WRONG-2-K1,0.036344282962562396,0.5838915407657623,0.054216724979367206,0.20699971837286107,0.33333333333333337,0.962504098613843
RAW-SUPPORT-CLEAN,20260808,1,same_01,DIFF-CLEAN-WRONG-2-K8,0.033938839804115425,0.6730944514274597,0.060438080899852045,0.2707394723968895,0.5,0.9469832949325099
RAW-SUPPORT-CLEAN,20260808,1,same_01,DET-CLEAN-WRONG-3,0.04288306543657436,0.6150932013988495,0.08909249294638243,0.30170180158779025,0.4,0.9230860734444304
RAW-SUPPORT-CLEAN,20260808,1,same_01,DIFF-CLEAN-WRONG-3-K1,0.05197916501975097,0.4840133786201477,0.05307639903144696,0.24554722805643603,0.30000000000000004,0.9667962594696113
RAW-SUPPORT-CLEAN,20260808,1,same_01,DIFF-CLEAN-WRONG-3-K8,0.050627493161516254,0.5814991891384125,0.06152655516235201,0.33502127050906993,0.5,0.9463347259744757
RAW-SUPPORT-CLEAN,20260808,1,same_01,DET-CLEAN-WRONG-4,0.03899655441410789,0.6324119567871094,0.11917369816174446,0.2960587138836897,0.4,0.893976712875469
RAW-SUPPORT-CLEAN,20260808,1,same_01,DIFF-CLEAN-WRONG-4-K1,0.034564317491451765,0.6027935743331909,0.06415431352003037,0.22978592492643932,0.33333333333333337,0.9574399075856468
RAW-SUPPORT-CLEAN,20260808,1,same_01,DIFF-CLEAN-WRONG-4-K8,0.032082434539215346,0.7003025710582733,0.0793659534975089,0.3101798507901511,0.5,0.9304504626972214
RAW-SUPPORT-CLEAN,20260808,1,same_01,DET-CLEAN-WRONG-5,0.03412675832068662,0.6827253103256226,0.09132599603896396,0.2594675964192117,0.4,0.9175760424334537
RAW-SUPPORT-CLEAN,20260808,1,same_01,DIFF-CLEAN-WRONG-5-K1,0.025432159769439355,0.6686589419841766,0.05311946702148838,0.160092216660309,0.30000000000000004,0.9664824369849219
RAW-SUPPORT-CLEAN,20260808,1,same_01,DIFF-CLEAN-WRONG-5-K8,0.022915818845735375,0.7766623795032501,0.06059284175883043,0.22710166885160754,0.5333333333333333,0.9481371053842503
RAW-SUPPORT-CLEAN,20260808,1,same_01,DET-CLEAN-WRONG-6,0.0389204579971664,0.6433760821819305,0.1163228712396515,0.30273121547336773,0.43333333333333335,0.8973677693495118
RAW-SUPPORT-CLEAN,20260808,1,same_01,DIFF-CLEAN-WRONG-6-K1,0.03288783031667765,0.5979145169258118,0.05415081642442065,0.1948184507950755,0.30000000000000004,0.9658413727997872
RAW-SUPPORT-CLEAN,20260808,1,same_01,DIFF-CLEAN-WRONG-6-K8,0.03053820912906237,0.7022131383419037,0.06060607645042338,0.26522729717181176,0.5,0.9474725590137995
RAW-SUPPORT-CLEAN,20260808,1,same_01,DET-CLEAN-WRONG-7,0.04064274741498998,0.6461786329746246,0.13673259207054805,0.31828132699640926,0.33333333333333337,0.8824909094627915
RAW-SUPPORT-CLEAN,20260808,1,same_01,DIFF-CLEAN-WRONG-7-K1,0.03798310789457497,0.5954125225543976,0.1091639092515276,0.2797178971829123,0.30000000000000004,0.9071080100752782
RAW-SUPPORT-CLEAN,20260808,1,same_01,DIFF-CLEAN-WRONG-7-K8,0.03595804781774253,0.6840705871582031,0.14004715648493857,0.3637932471071945,0.5,0.8780176577378698
RAW-SUPPORT-CLEAN,20260808,1,same_01,DET-CLEAN-WRONG-8,0.04214679339191342,0.6287399530410767,0.10523638107303107,0.3059504630851017,0.33333333333333337,0.9058065204257958
RAW-SUPPORT-CLEAN,20260808,1,same_01,DIFF-CLEAN-WRONG-8-K1,0.036539209331520536,0.5914838016033173,0.07398068649457981,0.23920764615567844,0.19999999999999996,0.9475065341374902
RAW-SUPPORT-CLEAN,20260808,1,same_01,DIFF-CLEAN-WRONG-8-K8,0.033838955005059554,0.6993842720985413,0.09455165166387743,0.3313918478024031,0.5333333333333333,0.9168190352011664
RAW-SUPPORT-CLEAN,20260808,1,same_01,DET-CLEAN-WRONG-9,0.03809651506229768,0.6433850526809692,0.16965082268046427,0.3400826600508601,0.3666666666666667,0.8515245437688932
RAW-SUPPORT-CLEAN,20260808,1,same_01,DIFF-CLEAN-WRONG-9-K1,0.03668306423227208,0.5729061663150787,0.11875114959663424,0.2789291614835353,0.3666666666666667,0.903594398837257
RAW-SUPPORT-CLEAN,20260808,1,same_01,DIFF-CLEAN-WRONG-9-K8,0.033353465505206265,0.6856745779514313,0.16596373855698102,0.3821500962669802,0.5333333333333333,0.8560885575372936
RAW-SUPPORT-CLEAN,20260808,1,same_01,DET-CLEAN-WRONG-op,0.03854077609773447,0.6524045765399933,0.11945103065970569,0.2920316476452119,0.4,0.8978749914706151
