package,seed,participant,protocol,method,eog_attenuation,preservation,mi_band_distortion,covariance,mi_kappa,erd_preservation
OPPOST,20260808,1,same_01,OPPOST-POP,0.043985420111945395,0.8489651381969452,0.03974858111331046,0.08742305621027333,0.23333333333333328,0.9737131616601271
OPPOST,20260808,1,same_01,OPPOST-MATCH,0.054000885913464344,0.8819681704044342,0.035180444944002555,0.043261912843109235,0.2666666666666667,0.9745112200230156
OPPOST,20260808,1,same_01,OPPOST-WRONG-2,0.040228722663717534,0.8316802531480789,0.04157396504337282,0.10032639452710285,0.2666666666666667,0.972749203222661
OPPOST,20260808,1,same_01,OPPOST-WRONG-3,0.03689777033840207,0.834128126502037,0.040384753757478055,0.09478095893523453,0.2666666666666667,0.9747342161906638
OPPOST,20260808,1,same_01,OPPOST-WRONG-4,0.04167240755043032,0.8462059050798416,0.03991686779586204,0.08921491092461366,0.2666666666666667,0.9741774150437867
OPPOST,20260808,1,same_01,OPPOST-WRONG-5,0.044131587125764746,0.8452145606279373,0.04014251886159846,0.09063794898463956,0.23333333333333328,0.9734189922826054
OPPOST,20260808,1,same_01,OPPOST-WRONG-6,0.04528767012868935,0.8339632302522659,0.041145875042984045,0.09261800594562353,0.30000000000000004,0.9718586139575489
OPPOST,20260808,1,same_01,OPPOST-WRONG-7,0.050053974203809845,0.8600658178329468,0.03866411162025155,0.07197139677070441,0.2666666666666667,0.9729481591624188
OPPOST,20260808,1,same_01,OPPOST-WRONG-8,0.048219487883115,0.8594710230827332,0.0388872598979687,0.0752425907255432,0.23333333333333328,0.9734231172327195
OPPOST,20260808,1,same_01,OPPOST-WRONG-9,0.047847931380790576,0.8634332716464996,0.038521101114128396,0.07102655993305579,0.33333333333333337,0.9736656507086195
OPPOST,20260808,1,same_02,OPPOST-POP,0.09988262380264015,0.791310265660286,0.044851828000864215,0.09577254621377532,0.09999999999999998,0.9685524955434199
OPPOST,20260808,1,same_02,OPPOST-MATCH,0.0986516907996904,0.7961842715740204,0.044388527118208565,0.09302592180321552,0.16666666666666663,0.9689523047393882
