seed,participant,match_rrmse,pop_rrmse,wrong_rrmse,U_P,U_W
20260808,1,0.1672869771718979,0.22748250514268875,0.30452212132513523,0.06019552797079086,0.13723514415323734
20260808,2,0.1682112067937851,0.17249018450578055,0.2689183161904415,0.004278977711995452,0.10070710939665639
20260808,3,0.11588697135448456,0.13807753721872965,0.2271952461451292,0.022190565864245088,0.11130827479064465
20260808,4,0.10382336874802907,0.14826727161804834,0.2836212683469057,0.04444390287001927,0.17979789959887665
20260808,5,0.2655249585707982,0.12375218917926152,0.38749356692035997,-0.1417727693915367,0.12196860834956175
20260808,6,0.4408298283815384,0.14527201652526855,0.19942202077557641,-0.29555781185626984,-0.24140780760596198
20260808,7,0.18035238484541574,0.16410817950963974,0.23542940771828094,-0.016244205335776002,0.0550770228728652
20260808,8,0.20919177929560342,0.17727080484231314,0.509684603350858,-0.031920974453290285,0.30049282405525457
20260808,9,0.17934181044499078,0.1409927929441134,0.20481888825694722,-0.03834901750087738,0.025477077811956433
20260810,1,0.18006061017513275,0.2302426422635714,0.3157678457597891,0.05018203208843866,0.13570723558465636
20260810,2,0.17120148738225302,0.1813814491033554,0.2777517487605413,0.010179961721102387,0.1065502613782883
20260810,3,0.11715737730264664,0.14108333239952722,0.22473375995953876,0.023925955096880586,0.10757638265689212
20260810,4,0.10463463018337886,0.145237165192763,0.2820350810264548,0.04060253500938414,0.17740045084307593
20260810,5,0.2669396648804347,0.1256519854068756,0.38903464625279105,-0.14128767947355908,0.12209498137235636
20260810,6,0.4310886785387993,0.13943805048863092,0.19076067612816888,-0.2916506280501684,-0.2403280024106304
20260810,7,0.1755471502741178,0.16327193876107535,0.23256149049848318,-0.01227521151304245,0.057014340224365384
20260810,8,0.22530105213324228,0.18241535127162933,0.5219546963150302,-0.042885700861612946,0.29665364418178797
20260810,9,0.17338050653537115,0.13436444103717804,0.1974487944195668,-0.039016065498193114,0.024068287884195655
20260811,1,0.16796560337146124,0.23411742101113,0.30864430932948983,0.06615181763966876,0.1406787059580286
20260811,2,0.16810532907644907,0.16771011551221213,0.27094957480827964,-0.0003952135642369403,0.10284424573183057
20260811,3,0.1221361334125201,0.14242600897947946,0.23063649858037633,0.020289875566959367,0.10850036516785623
20260811,4,0.10477999846140544,0.14092388500769934,0.28331668054064113,0.0361438865462939,0.17853668207923568
20260811,5,0.2643694430589676,0.1282177815834681,0.38660500198602676,-0.13615166147549948,0.12223555892705917
20260811,6,0.4348619282245636,0.1419887294371923,0.19397565412024656,-0.2928731987873713,-0.24088627410431704
20260811,7,0.17872999608516693,0.1598511810104052,0.23410256765782833,-0.018878815074761718,0.0553725715726614
20260811,8,0.21953570346037546,0.18303291002909342,0.5118098113064965,-0.03650279343128204,0.29227410784612107
20260811,9,0.17879472921291986,0.13678680608669916,0.20005859279384214,-0.0420079231262207,0.021263863580922276
