package,seed,participant,protocol,method,rrmse,correlation,delta_snr,paired_spectral_utility
OPPOST,20260808,1,same_01,OPPOST-POP,0.16266974806785583,0.9870084684205885,7.843022346496582,0.20709769427776337
OPPOST,20260808,1,same_01,OPPOST-MATCH,0.2450256049633026,0.9716187151215553,4.284930229187012,0.14784248173236847
OPPOST,20260808,1,same_01,OPPOST-WRONG-2,0.15165220201015472,0.9886470761702917,8.452184677124023,0.21537518501281738
OPPOST,20260808,1,same_01,OPPOST-WRONG-3,0.14753524959087372,0.9892735314496858,8.691243171691895,0.22252187132835388
OPPOST,20260808,1,same_01,OPPOST-WRONG-4,0.15662267804145813,0.98795533154502,8.172065734863281,0.2119709998369217
OPPOST,20260808,1,same_01,OPPOST-WRONG-5,0.1632666438817978,0.9868877202029464,7.811209678649902,0.20818662643432617
OPPOST,20260808,1,same_01,OPPOST-WRONG-6,0.17310647666454315,0.9853725460544004,7.30289363861084,0.20203998684883118
OPPOST,20260808,1,same_01,OPPOST-WRONG-7,0.19231919944286346,0.9820939046370143,6.388706684112549,0.18496151268482208
OPPOST,20260808,1,same_01,OPPOST-WRONG-8,0.18048827350139618,0.9841400188575532,6.940179824829102,0.19443979859352112
OPPOST,20260808,1,same_01,OPPOST-WRONG-9,0.18441139161586761,0.9834884551475785,6.753404140472412,0.1920139044523239
OPPOST,20260808,1,same_02,OPPOST-POP,0.07654371112585068,0.9970592034400283,12.659992218017578,0.18573230504989624
OPPOST,20260808,1,same_02,OPPOST-MATCH,0.097458615899086,0.9952862772925484,10.561776161193848,0.18525343388319016
OPPOST,20260808,1,same_02,OPPOST-WRONG-2,0.20025184750556946,0.9806251554207885,4.306651592254639,0.16574804484844208
OPPOST,20260808,1,same_02,OPPOST-WRONG-3,0.14249828457832336,0.9898629226882742,7.261989116668701,0.18573182821273804
OPPOST,20260808,1,same_02,OPPOST-WRONG-4,0.0911753699183464,0.9958652434065024,11.140631675720215,0.18109031021595
OPPOST,20260808,1,same_02,OPPOST-WRONG-5,0.19677850604057312,0.9807928036896211,4.4586286544799805,0.18587099015712738
OPPOST,20260808,1,same_02,OPPOST-WRONG-6,0.5284982919692993,0.8761954274966235,-4.122690677642822,-0.015061527490615845
OPPOST,20260808,1,same_02,OPPOST-WRONG-7,0.11144421249628067,0.9938674540651229,9.397031784057617,0.17616121470928192
OPPOST,20260808,1,same_02,OPPOST-WRONG-8,0.09409735351800919,0.9955692325786061,10.866633415222168,0.18377067521214485
OPPOST,20260808,1,same_02,OPPOST-WRONG-9,0.1181570515036583,0.9930860634747677,8.888989448547363,0.177088163793087
OPPOST,20260808,1,same_03,OPPOST-POP,0.44323405623435974,0.9113329177960174,-0.7026728391647339,-0.006229393184185028
OPPOST,20260808,1,same_03,OPPOST-MATCH,0.15937671065330505,0.9873596647542248,8.181492805480957,0.02735898643732071
OPPOST,20260808,1,same_03,OPPOST-WRONG-2,0.6847192645072937,0.8163195678493032,-4.480261325836182,-0.042739443480968475
OPPOST,20260808,1,same_03,OPPOST-WRONG-3,0.6168605089187622,0.8469770238802937,-3.57374906539917,-0.02591034024953842
OPPOST,20260808,1,same_03,OPPOST-WRONG-4,0.23756884038448334,0.9721806783099913,4.714200496673584,0.010558314621448517
OPPOST,20260808,1,same_03,OPPOST-WRONG-5,1.0375478267669678,0.6852673008459321,-8.09017276763916,-0.11603271216154099
OPPOST,20260808,1,same_03,OPPOST-WRONG-6,0.952699601650238,0.7124972018647094,-7.349129676818848,-0.09596296399831772
OPPOST,20260808,1,same_03,OPPOST-WRONG-7,0.3594647943973541,0.9408461131140278,1.1168627738952637,0.017368175089359283
OPPOST,20260808,1,same_03,OPPOST-WRONG-8,0.3898221552371979,0.9291857568184776,0.41265931725502014,-0.005668565630912781
OPPOST,20260808,1,same_03,OPPOST-WRONG-9,0.1975448876619339,0.9812930943427413,6.316673755645752,0.02913631498813629
OPPOST,20260808,2,same_01,OPPOST-POP,0.14161217212677002,0.990168869352057,9.976862907409668,0.15629592165350914
OPPOST,20260808,2,same_01,OPPOST-MATCH,0.1642386019229889,0.9866049673542896,8.689369201660156,0.1572503075003624
OPPOST,20260808,2,same_01,OPPOST-WRONG-1,0.20704877376556396,0.9800094024538579,6.677422046661377,0.13521230965852737
OPPOST,20260808,2,same_01,OPPOST-WRONG-3,0.25924888253211975,0.9677898996822252,4.724536418914795,0.1482527144253254
OPPOST,20260808,2,same_01,OPPOST-WRONG-4,0.19458627700805664,0.9816079796722499,7.216630935668945,0.15427454560995102
OPPOST,20260808,2,same_01,OPPOST-WRONG-5,0.23126068711280823,0.9741684562778997,5.716838359832764,0.15236487239599228
OPPOST,20260808,2,same_01,OPPOST-WRONG-6,0.36141571402549744,0.9393607379836285,1.8387341499328613,0.14276045560836792
OPPOST,20260808,2,same_01,OPPOST-WRONG-7,0.14947105944156647,0.9891113216134843,9.507732391357422,0.1488937772810459
OPPOST,20260808,2,same_01,OPPOST-WRONG-8,0.18570122122764587,0.9833584345415205,7.622579574584961,0.14952153339982033
OPPOST,20260808,2,same_01,OPPOST-WRONG-9,0.23460571467876434,0.9739598713563546,5.592103004455566,0.147580835968256
OPPOST,20260808,2,same_02,OPPOST-POP,0.14469197392463684,0.9896302586688343,8.525556564331055,0.16346657276153564
OPPOST,20260808,2,same_02,OPPOST-MATCH,0.16560058295726776,0.9865266031915166,7.353208065032959,0.1546896994113922
OPPOST,20260808,2,same_02,OPPOST-WRONG-1,0.2341625690460205,0.9734672683689363,4.344095706939697,0.15916019678115845
OPPOST,20260808,2,same_02,OPPOST-WRONG-3,0.22342748939990997,0.9758797657356406,4.751712799072266,0.1651865914463997
OPPOST,20260808,2,same_02,OPPOST-WRONG-4,0.25226572155952454,0.9691413712969493,3.6972806453704834,0.15657155960798264
OPPOST,20260808,2,same_02,OPPOST-WRONG-5,0.21224167943000793,0.9782843023829146,5.197831153869629,0.1799052655696869
OPPOST,20260808,2,same_02,OPPOST-WRONG-6,0.6093929409980774,0.8587446359390888,-3.963503360748291,0.05585886538028717
OPPOST,20260808,2,same_02,OPPOST-WRONG-7,0.19478437304496765,0.9812568340229435,5.943362712860107,0.15743616968393326
OPPOST,20260808,2,same_02,OPPOST-WRONG-8,0.17322096228599548,0.9852217414732527,6.962435722351074,0.16340982168912888
OPPOST,20260808,2,same_02,OPPOST-WRONG-9,0.28615742921829224,0.9607865623113367,2.6023447513580322,0.15462880581617355
OPPOST,20260808,2,same_03,OPPOST-POP,0.23116640746593475,0.9745035144665545,7.288753509521484,0.12188712507486343
OPPOST,20260808,2,same_03,OPPOST-MATCH,0.17479443550109863,0.9856860530420727,9.716695785522461,0.12428921461105347
OPPOST,20260808,2,same_03,OPPOST-WRONG-1,0.28821226954460144,0.9608522398098727,5.37299919128418,0.1307433694601059
OPPOST,20260808,2,same_03,OPPOST-WRONG-3,0.2583406865596771,0.9694362309261935,6.323390960693359,0.11119723320007324
OPPOST,20260808,2,same_03,OPPOST-WRONG-4,0.29055631160736084,0.9596756319754645,5.302641868591309,0.1245635449886322
OPPOST,20260808,2,same_03,OPPOST-WRONG-5,0.3983919620513916,0.9366175462788858,2.561037302017212,0.04953579604625702
OPPOST,20260808,2,same_03,OPPOST-WRONG-6,0.2633553147315979,0.9704359818716026,6.156406402587891,0.09666039049625397
OPPOST,20260808,2,same_03,OPPOST-WRONG-7,0.28849753737449646,0.9607369927735914,5.364405632019043,0.13816630840301514
OPPOST,20260808,2,same_03,OPPOST-WRONG-8,0.3202784061431885,0.9513688796432839,4.456695079803467,0.11665764451026917
OPPOST,20260808,2,same_03,OPPOST-WRONG-9,0.3374156057834625,0.9482480903323987,4.0039448738098145,0.12817610055208206
OPPOST,20260808,3,same_01,OPPOST-POP,0.15645357966423035,0.9883349164781413,8.010194778442383,0.13795584440231323
OPPOST,20260808,3,same_01,OPPOST-MATCH,0.10947178304195404,0.9941280853056264,11.111860275268555,0.15435758233070374
OPPOST,20260808,3,same_01,OPPOST-WRONG-1,0.2890452742576599,0.9622716243803884,2.67858624458313,0.10309188067913055
OPPOST,20260808,3,same_01,OPPOST-WRONG-2,0.17536446452140808,0.9850609150555296,7.01907205581665,0.12983771413564682
OPPOST,20260808,3,same_01,OPPOST-WRONG-4,0.20036886632442474,0.9811732053666581,5.861299514770508,0.14022547006607056
OPPOST,20260808,3,same_01,OPPOST-WRONG-5,0.17545588314533234,0.9852482518203158,7.014545917510986,0.12923644483089447
OPPOST,20260808,3,same_01,OPPOST-WRONG-6,0.24234561622142792,0.9722435308159852,4.209200382232666,0.12356023490428925
OPPOST,20260808,3,same_01,OPPOST-WRONG-7,0.20186425745487213,0.9804424109819749,5.79671573638916,0.12565592676401138
OPPOST,20260808,3,same_01,OPPOST-WRONG-8,0.18329639732837677,0.9841089769197554,6.634825706481934,0.13151826709508896
