adaptive_subject_attack_balanced_accuracy,between_participant_variance,calibration_error,cross_session_same_different_auroc,cross_session_verification_balanced_accuracy,fixed_head_balanced_accuracy,fold,linear_subject_probe_balanced_accuracy,method,n_test_trials,retrained_head_balanced_accuracy,seed,selection_balance,strength,worst_participant_accuracy,variant
0.3388888888888889,0.011594444444444438,0.2021523235903846,0.547173134390533,0.24666666666666665,0.6977777777777778,0,0.35555555555555557,OneStep-Bridge,900,0.7077777777777777,20260940,1.31611601989428,weak,0.53,canonical
0.5677777777777777,0.011249999999999994,0.20335055609544123,0.5810389920591196,0.39222222222222225,0.6966666666666667,0,0.64,OneStep-Bridge,900,0.7044444444444444,20260940,1.2510627674607548,medium,0.53,canonical
0.9033333333333334,0.010486111111111106,0.2015625641743342,0.6832965961427266,0.7533333333333334,0.6988888888888889,0,0.9611111111111111,OneStep-Bridge,900,0.6988888888888889,20260940,1.1536147848301719,strong,0.54,canonical
0.23888888888888887,0.011399999999999993,0.2005334126287036,0.5360181597626342,0.22,0.7,0,0.2822222222222222,Gaussian-Bridge,900,0.6966666666666667,20260940,1.3333426284681809,weak,0.53,canonical
0.15555555555555556,0.010324999999999996,0.20299025085237288,0.5078336203131191,0.1811111111111111,0.7066666666666667,0,0.19222222222222218,Gaussian-Bridge,900,0.6933333333333334,20260940,1.360327749079799,medium,0.53,canonical
0.1377777777777778,0.009819444444444445,0.20621485590934757,0.49136551835613973,0.13111111111111112,0.6977777777777778,0,0.1422222222222222,Gaussian-Bridge,900,0.6811111111111111,20260940,1.3435809962800584,strong,0.53,canonical
0.28555555555555556,0.01181944444444444,0.2114951056241989,0.5375691692111447,0.22666666666666668,0.6977777777777778,0,0.2955555555555555,Stratified-Resample,900,0.701111111111111,20260940,1.3237430830788854,weak,0.53,canonical
0.2,0.01181944444444444,0.21397508766916065,0.5125127923539562,0.16777777777777775,0.6977777777777778,0,0.20111111111111113,Stratified-Resample,900,0.6977777777777778,20260940,1.34430427632016,medium,0.53,canonical
0.11777777777777779,0.01181944444444444,0.20941188580460013,0.4989334421767081,0.12666666666666668,0.6977777777777778,0,0.1211111111111111,Stratified-Resample,900,0.6877777777777778,20260940,1.356004455328782,strong,0.53,canonical
0.5477777777777777,0.011827777777777772,0.20423172010315793,0.5780355290288173,0.3533333333333333,0.6955555555555555,0,0.6255555555555555,SARD-Bridge,900,0.6933333333333334,20260940,1.2441408915415626,weak,0.53,canonical
0.9666666666666666,0.011552777777777771,0.20400405671861438,0.6666996400294041,0.7,0.6955555555555556,0,0.9955555555555556,SARD-Bridge,900,0.6977777777777778,20260940,1.1349967026637264,medium,0.53,canonical
0.9822222222222222,0.011677777777777773,0.20464340090751645,0.692037529234485,0.7455555555555556,0.6944444444444444,0,1.0,SARD-Bridge,900,0.6866666666666668,20260940,1.116351802632107,strong,0.53,canonical
0.3766666666666667,0.011286111111111111,0.16168495688173506,0.5489085956891554,0.2822222222222222,0.7088888888888889,0,0.36777777777777776,OneStep-Bridge,900,0.7166666666666667,20260941,1.3264980293199733,weak,0.55,canonical
0.6055555555555556,0.011336111111111111,0.16177332361539207,0.5697710046032967,0.41111111111111115,0.7088888888888889,0,0.6377777777777778,OneStep-Bridge,900,0.7177777777777778,20260941,1.268300677317448,medium,0.55,canonical
0.8888888888888888,0.011744444444444443,0.16298916565047372,0.6284043206844482,0.7244444444444444,0.7077777777777778,0,0.958888888888889,OneStep-Bridge,900,0.7033333333333334,20260941,1.1760484568204443,strong,0.54,canonical
0.28111111111111114,0.010527777777777775,0.16257258699999916,0.5315035822712332,0.23000000000000004,0.7055555555555555,0,0.2822222222222222,Gaussian-Bridge,900,0.7144444444444444,20260941,1.3465718639950988,weak,0.55,canonical
0.15666666666666668,0.009650000000000002,0.158377943833669,0.505067446170125,0.14333333333333337,0.7066666666666667,0,0.1577777777777778,Gaussian-Bridge,900,0.7122222222222223,20260941,1.37921547760521,medium,0.57,canonical
0.12333333333333332,0.006225,0.1661821913719177,0.4993145940012558,0.1111111111111111,0.6966666666666668,0,0.11777777777777779,Gaussian-Bridge,900,0.6922222222222223,20260941,1.3579870149556814,strong,0.59,canonical
0.2788888888888889,0.011319444444444444,0.16897666480806134,0.5309983198166826,0.25000000000000006,0.7077777777777778,0,0.29888888888888887,Stratified-Resample,900,0.7255555555555555,20260941,1.360511279129443,weak,0.55,canonical
0.1511111111111111,0.011319444444444444,0.17120393998093075,0.5064088186308352,0.15555555555555556,0.7077777777777778,0,0.17333333333333334,Stratified-Resample,900,0.7033333333333334,20260941,1.37269245147025,medium,0.55,canonical
0.10555555555555557,0.011319444444444444,0.1764382912715276,0.5033522181366832,0.12222222222222223,0.7077777777777778,0,0.12222222222222223,Stratified-Resample,900,0.6833333333333333,20260941,1.364387000408554,strong,0.55,canonical
0.5111111111111111,0.01126111111111111,0.16188962148295508,0.5521128630231628,0.3133333333333333,0.7088888888888889,0,0.6333333333333333,SARD-Bridge,900,0.7122222222222223,20260941,1.288122047031017,weak,0.55,canonical
0.9566666666666666,0.01126111111111111,0.1621642184919781,0.6279056449327163,0.6155555555555555,0.7088888888888889,0,0.9966666666666667,SARD-Bridge,900,0.7011111111111111,20260941,1.1580427688400619,medium,0.55,canonical
0.9766666666666666,0.01126111111111111,0.16240737113687728,0.6749588028591698,0.6888888888888889,0.7088888888888889,0,1.0,SARD-Bridge,900,0.6922222222222223,20260941,1.1394485641585277,strong,0.55,canonical
0.3111111111111111,0.01301111111111111,0.06583590143256715,0.5379359464278829,0.2177777777777778,0.7811111111111111,1,0.38222222222222224,OneStep-Bridge,900,0.7677777777777778,20260940,1.467317516468323,weak,0.62,canonical
