exact_copy_definition,exact_copy_rate,fold,interpretation,membership_attack_positive_rate_0_5,membership_attack_probability,method,near_copy_rate,near_copy_threshold_training_only,nearest_heldout_fiber_distance,nearest_training_donor_entropy,nearest_training_donor_max_share,nearest_training_fiber_distance,release_count,samples,seed
bytewise_float32_training_bank_membership,0.0,0,registered exposure diagnostic; not formal membership privacy,0.0,0.0009735065273361103,Gaussian-Bridge,0.0,0.6852959632873535,7.037790775299072,3.510873035409159,0.05597222222222222,6.666182518005371,8,7200,20260940
bytewise_float32_training_bank_membership,0.0,0,registered exposure diagnostic; not formal membership privacy,1.0,0.9993717730358058,Stratified-Resample,1.0,0.6852959632873535,7.545726776123047,3.5807155390846512,0.03236111111111111,3.246976518767042e-07,8,7200,20260940
bytewise_float32_training_bank_membership,0.0,0,registered exposure diagnostic; not formal membership privacy,0.0,0.005896830891838798,SARD-Bridge,0.0,0.6852959632873535,6.426884174346924,3.4907189524087445,0.06291666666666666,6.056500434875488,8,7200,20260940
bytewise_float32_training_bank_membership,0.0,0,registered exposure diagnostic; not formal membership privacy,0.0,0.0016597849445406103,Gaussian-Bridge,0.0,0.7002044677734376,7.060176372528076,3.487232253739529,0.09027777777777778,6.657690525054932,8,7200,20260941
bytewise_float32_training_bank_membership,0.0,0,registered exposure diagnostic; not formal membership privacy,0.0825,0.1836781889292529,Stratified-Resample,0.0,0.7002044677734376,6.779228210449219,3.581093865138103,0.03152777777777778,4.237245082855225,8,7200,20260941
bytewise_float32_training_bank_membership,0.0,0,registered exposure diagnostic; not formal membership privacy,0.0,0.006316531704614739,SARD-Bridge,0.0,0.7002044677734376,6.604454040527344,3.4523824894227126,0.0973611111111111,6.189547538757324,8,7200,20260941
bytewise_float32_training_bank_membership,0.0,1,registered exposure diagnostic; not formal membership privacy,0.0,0.00012437180190187627,Gaussian-Bridge,0.0,0.5657881736755371,6.762084484100342,3.5615337937318157,0.043055555555555555,6.379786014556885,8,7200,20260940
bytewise_float32_training_bank_membership,0.0,1,registered exposure diagnostic; not formal membership privacy,0.03680555555555556,0.09630124459090615,Stratified-Resample,0.0,0.5657881736755371,5.612620830535889,3.5782449647453207,0.03305555555555555,3.708249807357788,8,7200,20260940
bytewise_float32_training_bank_membership,0.0,1,registered exposure diagnostic; not formal membership privacy,0.0,0.001135054964504418,SARD-Bridge,0.0,0.5657881736755371,5.809547424316406,3.439727397263045,0.07416666666666667,5.525302886962891,8,7200,20260940
bytewise_float32_training_bank_membership,0.0,1,registered exposure diagnostic; not formal membership privacy,0.0,0.0012623941579497065,Gaussian-Bridge,0.0,0.682964038848877,6.9916582107543945,3.5391592666851945,0.04652777777777778,6.614651679992676,8,7200,20260941
bytewise_float32_training_bank_membership,0.0,1,registered exposure diagnostic; not formal membership privacy,0.08055555555555556,0.18283280753032166,Stratified-Resample,0.0,0.682964038848877,6.640886306762695,3.5789764677004983,0.03236111111111111,4.205470561981201,8,7200,20260941
bytewise_float32_training_bank_membership,0.0,1,registered exposure diagnostic; not formal membership privacy,0.0,0.004644859282472665,SARD-Bridge,0.0,0.682964038848877,6.498291015625,3.5075551746840894,0.07236111111111111,6.121084213256836,8,7200,20260941
bytewise_float32_training_bank_membership,0.0,2,registered exposure diagnostic; not formal membership privacy,0.0,6.02999649466033e-05,Gaussian-Bridge,0.0,0.5771615982055665,6.837414741516113,3.5601297823897897,0.049305555555555554,6.4479079246521,8,7200,20260940
bytewise_float32_training_bank_membership,0.0,2,registered exposure diagnostic; not formal membership privacy,1.0,0.9992801519671043,Stratified-Resample,1.0,0.5771615982055665,6.3004469871521,3.5808928290525657,0.03236111111111111,3.1487650176131865e-07,8,7200,20260940
bytewise_float32_training_bank_membership,0.0,2,registered exposure diagnostic; not formal membership privacy,0.0,0.0019467077798616254,SARD-Bridge,0.0,0.5771615982055665,5.637355804443359,3.455430500170776,0.10986111111111112,5.309140682220459,8,7200,20260940
bytewise_float32_training_bank_membership,0.0,2,registered exposure diagnostic; not formal membership privacy,0.0,4.4660869854150355e-05,Gaussian-Bridge,0.0,0.6012243747711182,7.026227951049805,3.549538507432879,0.06194444444444445,6.63076639175415,8,7200,20260941
bytewise_float32_training_bank_membership,0.0,2,registered exposure diagnostic; not formal membership privacy,1.0,0.9992020034532182,Stratified-Resample,1.0,0.6012243747711182,6.477848529815674,3.579565635073168,0.03305555555555555,3.179849557000125e-07,8,7200,20260941
bytewise_float32_training_bank_membership,0.0,2,registered exposure diagnostic; not formal membership privacy,0.0,0.0012979674385168519,SARD-Bridge,0.0,0.6012243747711182,5.904613494873047,3.4254827390268754,0.1125,5.560354709625244,8,7200,20260941
bytewise_float32_training_bank_membership,0.0,3,registered exposure diagnostic; not formal membership privacy,0.0,0.0037292954853206696,Gaussian-Bridge,0.0,0.5749286651611328,5.948296546936035,3.516123165993935,0.06708333333333333,5.5120978355407715,8,7200,20260940
