adaptive_subject_attack_recall,cross_session_same_different_auroc,cross_session_verification_recall,fixed_head_balanced_accuracy,fold,linear_subject_probe_recall,method,participant,seed,strength
0.47,0.5783900944218839,0.41,0.8400000000000001,0,0.73,SARD-Bridge,6,20260940,weak
0.48,0.5753830075110559,0.45,0.6699999999999999,0,0.64,SARD-Bridge,7,20260940,weak
0.71,0.5869779482262704,0.41,0.6,0,0.76,SARD-Bridge,8,20260940,weak
0.74,0.6337181126179195,0.43,0.61,0,0.77,SARD-Bridge,9,20260940,weak
0.33,0.5388376609692613,0.28,0.69,0,0.46,RAW,1,20260941,strong
0.23,0.5099841621792841,0.16,0.71,0,0.4,RAW,2,20260941,strong
0.07,0.4824860313815538,0.05,0.79,0,0.22,RAW,3,20260941,strong
0.27,0.5408042846768337,0.11,0.9099999999999999,0,0.42,RAW,4,20260941,strong
0.35,0.5348216832355794,0.17,0.79,0,0.43,RAW,5,20260941,strong
0.25,0.535827457566588,0.28,0.8500000000000001,0,0.27,RAW,6,20260941,strong
0.35,0.5599342838273422,0.38,0.64,0,0.39,RAW,7,20260941,strong
0.3,0.5268166846995926,0.18,0.6599999999999999,0,0.26,RAW,8,20260941,strong
0.77,0.6345166809238666,0.55,0.65,0,0.82,RAW,9,20260941,strong
0.4,0.5412686931279913,0.38,0.63,0,0.24,LEACE,1,20260941,strong
0.12,0.5122320768662232,0.14,0.62,0,0.3,LEACE,2,20260941,strong
0.01,0.46567827529021555,0.0,0.76,0,0.05,LEACE,3,20260941,strong
0.11,0.5108473798876276,0.05,0.85,0,0.28,LEACE,4,20260941,strong
0.33,0.5230932785703544,0.26,0.74,0,0.22,LEACE,5,20260941,strong
0.22,0.5271810315288576,0.3,0.74,0,0.26,LEACE,6,20260941,strong
0.2,0.5490684280703036,0.22,0.52,0,0.21,LEACE,7,20260941,strong
0.2,0.5228259053589613,0.2,0.71,0,0.17,LEACE,8,20260941,strong
0.15,0.48369926813040587,0.13,0.69,0,0.3,LEACE,9,20260941,strong
0.41,0.5325403289345035,0.27,0.69,0,0.47,OneStep-Bridge,1,20260941,weak
0.33,0.5190143596241157,0.19,0.71,0,0.44,OneStep-Bridge,2,20260941,weak
0.19,0.49139431049878807,0.06,0.79,0,0.27,OneStep-Bridge,3,20260941,weak
0.41,0.544020181171884,0.11,0.9099999999999999,0,0.55,OneStep-Bridge,4,20260941,weak
0.45,0.5420819266611696,0.27,0.79,0,0.48,OneStep-Bridge,5,20260941,weak
0.32,0.5439845178975613,0.33,0.8500000000000001,0,0.31,OneStep-Bridge,6,20260941,weak
0.37,0.5630605125207766,0.4,0.64,0,0.42,OneStep-Bridge,7,20260941,weak
0.3,0.5329137363161915,0.23,0.6599999999999999,0,0.25,OneStep-Bridge,8,20260941,weak
0.83,0.6275468543432615,0.57,0.65,0,0.82,OneStep-Bridge,9,20260941,weak
0.16,0.49257400836480103,0.21,0.71,0,0.14,Gaussian-Bridge,1,20260941,medium
0.11,0.5102270087635941,0.07,0.74,0,0.21,Gaussian-Bridge,2,20260941,medium
0.1,0.5046837606837606,0.07,0.76,0,0.11,Gaussian-Bridge,3,20260941,medium
0.23,0.5194845774567136,0.04,0.9099999999999999,0,0.21,Gaussian-Bridge,4,20260941,medium
0.14,0.519110516462602,0.22,0.75,0,0.18,Gaussian-Bridge,5,20260941,medium
0.2,0.5266540223061962,0.25,0.85,0,0.16,Gaussian-Bridge,6,20260941,medium
0.2,0.5376873021473115,0.32,0.5900000000000001,0,0.15,Gaussian-Bridge,7,20260941,medium
0.17,0.49906619940173114,0.21,0.6499999999999999,0,0.18,Gaussian-Bridge,8,20260941,medium
0.28,0.49595289939601317,0.18,0.66,0,0.45,Gaussian-Bridge,9,20260941,medium
0.1,0.4895914612961834,0.16,0.69,0,0.2,Stratified-Resample,1,20260941,medium
0.11,0.503496990814064,0.13,0.71,0,0.18,Stratified-Resample,2,20260941,medium
0.1,0.49586835055491774,0.1,0.79,0,0.1,Stratified-Resample,3,20260941,medium
0.17,0.5243196498872453,0.03,0.9099999999999999,0,0.18,Stratified-Resample,4,20260941,medium
0.17,0.525036949453148,0.25,0.79,0,0.23,Stratified-Resample,5,20260941,medium
0.17,0.5219408610712959,0.28,0.8500000000000001,0,0.14,Stratified-Resample,6,20260941,medium
0.13,0.5127803343680394,0.3,0.64,0,0.15,Stratified-Resample,7,20260941,medium
0.19,0.4863917706211813,0.11,0.6599999999999999,0,0.21,Stratified-Resample,8,20260941,medium
0.17,0.4882648123666088,0.14,0.65,0,0.28,Stratified-Resample,9,20260941,medium
0.53,0.5176285428425516,0.24,0.69,0,0.64,SARD-Bridge,1,20260941,weak
0.47,0.5207739415056488,0.21,0.7,0,0.59,SARD-Bridge,2,20260941,weak
0.5,0.5239076412807756,0.1,0.79,0,0.56,SARD-Bridge,3,20260941,weak
0.57,0.5331737568321675,0.1,0.9099999999999999,0,0.7,SARD-Bridge,4,20260941,weak
0.65,0.5851496906617711,0.39,0.79,0,0.65,SARD-Bridge,5,20260941,weak
0.36,0.5462209288296245,0.38,0.8500000000000001,0,0.57,SARD-Bridge,6,20260941,weak
0.48,0.5708722389546168,0.41,0.63,0,0.57,SARD-Bridge,7,20260941,weak
0.46,0.5411001543406314,0.18,0.6599999999999999,0,0.55,SARD-Bridge,8,20260941,weak
0.91,0.6185118939609957,0.57,0.65,0,0.92,SARD-Bridge,9,20260941,weak
0.19,0.5019497388616904,0.09,0.5900000000000001,1,0.27,RAW,10,20260940,strong
0.41,0.59328291701678,0.44,0.63,1,0.36,RAW,11,20260940,strong
0.62,0.5745820280686481,0.32,0.6699999999999999,1,0.67,RAW,12,20260940,strong
0.27,0.5405019370873029,0.09,0.79,1,0.29,RAW,13,20260940,strong
0.14,0.5191366161378401,0.18,0.78,1,0.16,RAW,14,20260940,strong
0.43,0.5756214545757838,0.34,0.71,1,0.48,RAW,15,20260940,strong
0.33,0.5292618418355999,0.12,0.89,1,0.37,RAW,16,20260940,strong
0.18,0.5243336529242569,0.18,0.77,1,0.2,RAW,17,20260940,strong
0.14,0.5141764637070831,0.13,0.59,1,0.08,RAW,18,20260940,strong
0.17,0.48364677510701626,0.08,0.55,1,0.13,LEACE,10,20260940,strong
0.21,0.538323451813636,0.3,0.66,1,0.22,LEACE,11,20260940,strong
0.37,0.5152815678735995,0.14,0.62,1,0.3,LEACE,12,20260940,strong
0.18,0.5380278258327038,0.15,0.75,1,0.13,LEACE,13,20260940,strong
0.06,0.5180538555691554,0.22,0.79,1,0.16,LEACE,14,20260940,strong
0.24,0.5041881635230617,0.19,0.73,1,0.37,LEACE,15,20260940,strong
0.22,0.5024510732369221,0.08,0.85,1,0.17,LEACE,16,20260940,strong
0.19,0.5142070949185044,0.2,0.6499999999999999,1,0.23,LEACE,17,20260940,strong
0.13,0.5166925692895161,0.1,0.55,1,0.02,LEACE,18,20260940,strong
0.3,0.5182710185747684,0.15,0.5900000000000001,1,0.29,OneStep-Bridge,10,20260940,weak
0.38,0.6036874031679623,0.48,0.63,1,0.35,OneStep-Bridge,11,20260940,weak
0.52,0.5588666576721988,0.27,0.6699999999999999,1,0.67,OneStep-Bridge,12,20260940,weak
0.25,0.5379742209010502,0.12,0.79,1,0.33,OneStep-Bridge,13,20260940,weak
0.18,0.5117088786366633,0.19,0.78,1,0.19,OneStep-Bridge,14,20260940,weak
0.43,0.5520544369186642,0.32,0.71,1,0.55,OneStep-Bridge,15,20260940,weak
0.31,0.5271910321898229,0.12,0.89,1,0.41,OneStep-Bridge,16,20260940,weak
0.2,0.5225254074784276,0.16,0.77,1,0.21,OneStep-Bridge,17,20260940,weak
0.09,0.5187574678932811,0.19,0.59,1,0.1,OneStep-Bridge,18,20260940,weak
0.19,0.48164235042887754,0.08,0.5900000000000001,1,0.18,Gaussian-Bridge,10,20260940,strong
0.12,0.5373695766713871,0.3,0.61,1,0.27,Gaussian-Bridge,11,20260940,strong
0.1,0.5068507315555144,0.07,0.65,1,0.12,Gaussian-Bridge,12,20260940,strong
0.07,0.5020326015447967,0.13,0.76,1,0.16,Gaussian-Bridge,13,20260940,strong
0.15,0.5336192448921947,0.23,0.78,1,0.15,Gaussian-Bridge,14,20260940,strong
0.09,0.49381984560175135,0.13,0.6799999999999999,1,0.11,Gaussian-Bridge,15,20260940,strong
0.2,0.5048215286499235,0.14,0.9,1,0.17,Gaussian-Bridge,16,20260940,strong
0.04,0.5205196548418025,0.14,0.78,1,0.1,Gaussian-Bridge,17,20260940,strong
0.23,0.49547853006793174,0.09,0.5800000000000001,1,0.17,Gaussian-Bridge,18,20260940,strong
0.13,0.47872721740156826,0.11,0.5900000000000001,1,0.13,Stratified-Resample,10,20260940,medium
0.18,0.5721478251842624,0.51,0.63,1,0.23,Stratified-Resample,11,20260940,medium
0.2,0.5313593431018505,0.25,0.6699999999999999,1,0.16,Stratified-Resample,12,20260940,medium
0.11,0.4991993372481177,0.08,0.79,1,0.11,Stratified-Resample,13,20260940,medium
0.12,0.5147905093682328,0.22,0.78,1,0.18,Stratified-Resample,14,20260940,medium
0.13,0.50742474249808,0.15,0.71,1,0.18,Stratified-Resample,15,20260940,medium
0.12,0.49928852342142044,0.02,0.89,1,0.18,Stratified-Resample,16,20260940,medium
0.12,0.5074256951102588,0.06,0.77,1,0.1,Stratified-Resample,17,20260940,medium
0.1,0.49497301113812775,0.09,0.59,1,0.06,Stratified-Resample,18,20260940,medium
0.43,0.5076143231357821,0.12,0.5900000000000001,1,0.42,SARD-Bridge,10,20260940,weak
0.54,0.5936619207950656,0.45,0.63,1,0.57,SARD-Bridge,11,20260940,weak
0.73,0.6246854808609872,0.48,0.65,1,0.83,SARD-Bridge,12,20260940,weak
0.39,0.547761506785897,0.15,0.79,1,0.46,SARD-Bridge,13,20260940,weak
0.19,0.5385698145184068,0.31,0.78,1,0.36,SARD-Bridge,14,20260940,weak
0.59,0.5903290413638693,0.36,0.7,1,0.64,SARD-Bridge,15,20260940,weak
0.51,0.5463576770022602,0.24,0.89,1,0.83,SARD-Bridge,16,20260940,weak
0.33,0.5209319271332694,0.17,0.77,1,0.41,SARD-Bridge,17,20260940,weak
0.18,0.5253877037742628,0.24,0.59,1,0.22,SARD-Bridge,18,20260940,weak
0.29,0.4953828424755711,0.09,0.63,1,0.34,RAW,10,20260941,strong
0.23,0.5517358251504593,0.29,0.73,1,0.29,RAW,11,20260941,strong
0.73,0.5985977803291236,0.49,0.66,1,0.6,RAW,12,20260941,strong
0.39,0.555846042120552,0.3,0.69,1,0.26,RAW,13,20260941,strong
0.32,0.546315685755921,0.28,0.73,1,0.28,RAW,14,20260941,strong
0.53,0.6237405106970324,0.56,0.5700000000000001,1,0.52,RAW,15,20260941,strong
0.44,0.538618826010761,0.17,0.89,1,0.33,RAW,16,20260941,strong
0.12,0.5252762617744399,0.16,0.71,1,0.15,RAW,17,20260941,strong
0.04,0.491326870069385,0.02,0.62,1,0.06,RAW,18,20260941,strong
0.1,0.4800505381304689,0.07,0.61,1,0.12,LEACE,10,20260941,strong
0.26,0.5449361207897793,0.37,0.65,1,0.29,LEACE,11,20260941,strong
0.32,0.5158362035973976,0.24,0.63,1,0.31,LEACE,12,20260941,strong
0.31,0.5476789741237625,0.38,0.7,1,0.27,LEACE,13,20260941,strong
0.15,0.49783904040325466,0.31,0.6699999999999999,1,0.21,LEACE,14,20260941,strong
0.21,0.5300158778419648,0.16,0.63,1,0.37,LEACE,15,20260941,strong
0.24,0.5222657275162921,0.11,0.82,1,0.2,LEACE,16,20260941,strong
0.19,0.5330549500381874,0.11,0.66,1,0.25,LEACE,17,20260941,strong
0.05,0.49541501412758904,0.02,0.6599999999999999,1,0.11,LEACE,18,20260941,strong
0.43,0.5076803909395878,0.19,0.62,1,0.39,OneStep-Bridge,10,20260941,weak
0.37,0.5714338507021434,0.39,0.73,1,0.36,OneStep-Bridge,11,20260941,weak
0.72,0.5871034570736063,0.45,0.66,1,0.55,OneStep-Bridge,12,20260941,weak
0.46,0.5585913312693498,0.25,0.69,1,0.42,OneStep-Bridge,13,20260941,weak
0.33,0.5260803501511686,0.29,0.73,1,0.26,OneStep-Bridge,14,20260941,weak
0.55,0.6217782217782217,0.49,0.5700000000000001,1,0.52,OneStep-Bridge,15,20260941,weak
0.49,0.5383842627262598,0.15,0.89,1,0.38,OneStep-Bridge,16,20260941,weak
0.23,0.5270394443737271,0.23,0.71,1,0.25,OneStep-Bridge,17,20260941,weak
0.06,0.5108689547312302,0.04,0.62,1,0.17,OneStep-Bridge,18,20260941,weak
0.15,0.5238793615716562,0.15,0.5900000000000001,1,0.26,Gaussian-Bridge,10,20260941,medium
0.17,0.5311023123218246,0.26,0.71,1,0.22,Gaussian-Bridge,11,20260941,medium
0.19,0.5298277841561424,0.13,0.64,1,0.22,Gaussian-Bridge,12,20260941,medium
0.09,0.5091512823452968,0.15,0.73,1,0.15,Gaussian-Bridge,13,20260941,medium
0.2,0.5181324579554116,0.23,0.73,1,0.24,Gaussian-Bridge,14,20260941,medium
0.15,0.537609250652729,0.26,0.56,1,0.25,Gaussian-Bridge,15,20260941,medium
0.13,0.5086014548691589,0.04,0.9,1,0.16,Gaussian-Bridge,16,20260941,medium
0.19,0.4912914889893075,0.05,0.6699999999999999,1,0.14,Gaussian-Bridge,17,20260941,medium
0.11,0.4924631256966586,0.1,0.63,1,0.18,Gaussian-Bridge,18,20260941,medium
0.16,0.5147257328693393,0.07,0.63,1,0.17,Stratified-Resample,10,20260941,medium
0.18,0.5324210748600993,0.23,0.73,1,0.15,Stratified-Resample,11,20260941,medium
0.32,0.5233090955479015,0.19,0.66,1,0.23,Stratified-Resample,12,20260941,medium
0.13,0.49248174903489655,0.09,0.69,1,0.15,Stratified-Resample,13,20260941,medium
0.15,0.5100808479964322,0.28,0.73,1,0.12,Stratified-Resample,14,20260941,medium
0.21,0.5213762083327301,0.25,0.5700000000000001,1,0.27,Stratified-Resample,15,20260941,medium
0.25,0.5131100688212522,0.06,0.89,1,0.23,Stratified-Resample,16,20260941,medium
0.13,0.5117525617362526,0.14,0.71,1,0.1,Stratified-Resample,17,20260941,medium
0.12,0.507214467169557,0.03,0.62,1,0.11,Stratified-Resample,18,20260941,medium
0.57,0.5726632759416097,0.41,0.62,1,0.59,SARD-Bridge,10,20260941,weak
0.55,0.595739626227431,0.47,0.73,1,0.6,SARD-Bridge,11,20260941,weak
0.81,0.5875320831738742,0.42,0.64,1,0.88,SARD-Bridge,12,20260941,weak
0.71,0.597820395214616,0.38,0.69,1,0.74,SARD-Bridge,13,20260941,weak
0.5,0.5575721745984826,0.35,0.73,1,0.65,SARD-Bridge,14,20260941,weak
0.61,0.6372313676661503,0.54,0.5700000000000001,1,0.71,SARD-Bridge,15,20260941,weak
0.71,0.5615531550203753,0.3,0.89,1,0.8,SARD-Bridge,16,20260941,weak
0.44,0.5234723061990836,0.1,0.71,1,0.53,SARD-Bridge,17,20260941,weak
0.29,0.5130215758958274,0.05,0.62,1,0.52,SARD-Bridge,18,20260941,weak
0.37,0.5860337839228031,0.44,0.67,2,0.4,RAW,19,20260940,strong
0.17,0.506242299955538,0.04,0.83,2,0.26,RAW,20,20260940,strong
0.06,0.501449126929338,0.14,0.54,2,0.09,RAW,21,20260940,strong
0.4,0.505806388733218,0.09,0.6799999999999999,2,0.37,RAW,22,20260940,strong
0.33,0.5443630543263347,0.31,0.61,2,0.35,RAW,23,20260940,strong
0.57,0.6901148942208435,0.65,0.75,2,0.58,RAW,24,20260940,strong
0.46,0.5221519325452213,0.05,0.96,2,0.41,RAW,25,20260940,strong
0.39,0.5263844678811122,0.21,0.86,2,0.36,RAW,26,20260940,strong
0.04,0.49223652436935467,0.03,0.86,2,0.15,RAW,27,20260940,strong
0.28,0.5309505477786187,0.26,0.65,2,0.26,LEACE,19,20260940,strong
0.18,0.518815040280169,0.08,0.72,2,0.18,LEACE,20,20260940,strong
0.12,0.5087100259099759,0.13,0.47,2,0.15,LEACE,21,20260940,strong
0.16,0.49916425038376255,0.12,0.62,2,0.16,LEACE,22,20260940,strong
0.29,0.5196497504943037,0.16,0.51,2,0.24,LEACE,23,20260940,strong
0.45,0.5414034057736322,0.28,0.69,2,0.33,LEACE,24,20260940,strong
0.23,0.4920309766703673,0.06,0.95,2,0.12,LEACE,25,20260940,strong
0.17,0.48987535953978906,0.07,0.8300000000000001,2,0.26,LEACE,26,20260940,strong
0.14,0.5177067405309201,0.05,0.8200000000000001,2,0.22,LEACE,27,20260940,strong
0.45,0.5843672201304447,0.51,0.67,2,0.47,OneStep-Bridge,19,20260940,weak
0.23,0.5082097898536673,0.1,0.83,2,0.32,OneStep-Bridge,20,20260940,weak
0.14,0.505534059653017,0.16,0.54,2,0.13,OneStep-Bridge,21,20260940,weak
0.4,0.5034097609707366,0.06,0.69,2,0.39,OneStep-Bridge,22,20260940,weak
0.37,0.5476094529705301,0.37,0.61,2,0.45,OneStep-Bridge,23,20260940,weak
0.61,0.6823234910858679,0.66,0.74,2,0.57,OneStep-Bridge,24,20260940,weak
0.56,0.5198975473726846,0.04,0.96,2,0.54,OneStep-Bridge,25,20260940,weak
0.45,0.5205608820709492,0.2,0.86,2,0.38,OneStep-Bridge,26,20260940,weak
0.06,0.5051345683035453,0.03,0.85,2,0.21,OneStep-Bridge,27,20260940,weak
0.21,0.5227736646102634,0.16,0.6799999999999999,2,0.16,Gaussian-Bridge,19,20260940,strong
0.16,0.48677306193920666,0.13,0.83,2,0.18,Gaussian-Bridge,20,20260940,strong
0.06,0.48608926779452044,0.07,0.52,2,0.14,Gaussian-Bridge,21,20260940,strong
0.16,0.5080402524304963,0.15,0.6799999999999999,2,0.15,Gaussian-Bridge,22,20260940,strong
0.22,0.5202061952735146,0.16,0.56,2,0.15,Gaussian-Bridge,23,20260940,strong
0.1,0.5058638622092576,0.16,0.62,2,0.1,Gaussian-Bridge,24,20260940,strong
0.12,0.5061099568840337,0.04,0.96,2,0.2,Gaussian-Bridge,25,20260940,strong
0.16,0.5034630872483221,0.13,0.8400000000000001,2,0.16,Gaussian-Bridge,26,20260940,strong
0.11,0.5115924681857302,0.13,0.82,2,0.19,Gaussian-Bridge,27,20260940,strong
0.25,0.5329885419678447,0.22,0.67,2,0.13,Stratified-Resample,19,20260940,strong
0.01,0.512231441056588,0.03,0.83,2,0.08,Stratified-Resample,20,20260940,strong
0.21,0.47460605708466985,0.09,0.54,2,0.17,Stratified-Resample,21,20260940,strong
0.08,0.4903598840184206,0.17,0.6799999999999999,2,0.09,Stratified-Resample,22,20260940,strong
0.2,0.48873740702382074,0.15,0.61,2,0.08,Stratified-Resample,23,20260940,strong
0.07,0.4974025045575321,0.12,0.75,2,0.09,Stratified-Resample,24,20260940,strong
0.01,0.5074241245438537,0.03,0.96,2,0.09,Stratified-Resample,25,20260940,strong
0.13,0.4910896452540748,0.06,0.86,2,0.19,Stratified-Resample,26,20260940,strong
0.11,0.5142709873912716,0.06,0.86,2,0.08,Stratified-Resample,27,20260940,strong
0.58,0.602096253534274,0.49,0.68,2,0.71,SARD-Bridge,19,20260940,weak
0.35,0.5051532761791718,0.07,0.83,2,0.39,SARD-Bridge,20,20260940,weak
0.16,0.5123961163595253,0.14,0.54,2,0.32,SARD-Bridge,21,20260940,weak
0.51,0.5282902463390269,0.18,0.69,2,0.57,SARD-Bridge,22,20260940,weak
0.51,0.5529168628189436,0.38,0.61,2,0.61,SARD-Bridge,23,20260940,weak
0.77,0.7410162727998466,0.76,0.74,2,0.81,SARD-Bridge,24,20260940,weak
0.75,0.5286955744699864,0.04,0.96,2,0.72,SARD-Bridge,25,20260940,weak
0.48,0.5303662511984659,0.32,0.86,2,0.63,SARD-Bridge,26,20260940,weak
0.26,0.521027080774405,0.12,0.86,2,0.4,SARD-Bridge,27,20260940,weak
0.29,0.5317230237065979,0.29,0.6699999999999999,2,0.38,RAW,19,20260941,strong
0.15,0.5055833597297013,0.07,0.8799999999999999,2,0.22,RAW,20,20260941,strong
0.09,0.5136920525577242,0.12,0.5,2,0.12,RAW,21,20260941,strong
0.41,0.4992632725604862,0.15,0.69,2,0.53,RAW,22,20260941,strong
0.39,0.530469685890754,0.32,0.63,2,0.48,RAW,23,20260941,strong
0.58,0.6815310293571163,0.54,0.81,2,0.5,RAW,24,20260941,strong
0.44,0.5230367101153494,0.11,0.98,2,0.44,RAW,25,20260941,strong
0.33,0.5435097377800407,0.18,0.8300000000000001,2,0.3,RAW,26,20260941,strong
0.15,0.47620127709948074,0.05,0.8300000000000001,2,0.23,RAW,27,20260941,strong
0.28,0.5215081322344802,0.26,0.66,2,0.36,LEACE,19,20260941,strong
0.15,0.5135476718403547,0.23,0.83,2,0.17,LEACE,20,20260941,strong
0.07,0.5345008291873964,0.18,0.49,2,0.16,LEACE,21,20260941,strong
0.22,0.5189236708328555,0.15,0.6599999999999999,2,0.15,LEACE,22,20260941,strong
0.35,0.5410354144302524,0.26,0.67,2,0.39,LEACE,23,20260941,strong
0.21,0.49031934249325554,0.09,0.6799999999999999,2,0.22,LEACE,24,20260941,strong
0.23,0.4972049477471831,0.14,0.95,2,0.22,LEACE,25,20260941,strong
0.19,0.5099416449210794,0.08,0.79,2,0.21,LEACE,26,20260941,strong
0.12,0.4789976324407462,0.24,0.78,2,0.17,LEACE,27,20260941,strong
0.28,0.5445046902498618,0.41,0.6799999999999999,2,0.43,OneStep-Bridge,19,20260941,weak
0.21,0.5018899799387604,0.03,0.8999999999999999,2,0.23,OneStep-Bridge,20,20260941,weak
0.14,0.5210419696389846,0.16,0.5,2,0.16,OneStep-Bridge,21,20260941,weak
0.34,0.5061546840958606,0.14,0.69,2,0.45,OneStep-Bridge,22,20260941,weak
0.34,0.5348206460579471,0.38,0.63,2,0.49,OneStep-Bridge,23,20260941,weak
0.6,0.6355383746688095,0.44,0.81,2,0.5,OneStep-Bridge,24,20260941,weak
0.46,0.5240191842004325,0.08,0.98,2,0.45,OneStep-Bridge,25,20260941,weak
0.38,0.5287270477978615,0.13,0.8300000000000001,2,0.34,OneStep-Bridge,26,20260941,weak
0.11,0.47869304680681923,0.04,0.8300000000000001,2,0.28,OneStep-Bridge,27,20260941,weak
0.07,0.5239657434250119,0.2,0.6599999999999999,2,0.13,Gaussian-Bridge,19,20260941,strong
0.08,0.5042994403970014,0.08,0.8899999999999999,2,0.17,Gaussian-Bridge,20,20260941,strong
0.11,0.5014210996300549,0.03,0.55,2,0.07,Gaussian-Bridge,21,20260941,strong
0.08,0.4885257806826434,0.05,0.68,2,0.11,Gaussian-Bridge,22,20260941,strong
0.25,0.5289108079095166,0.27,0.61,2,0.17,Gaussian-Bridge,23,20260941,strong
0.13,0.47441833528790045,0.07,0.78,2,0.17,Gaussian-Bridge,24,20260941,strong
0.08,0.5001187236296554,0.11,0.97,2,0.14,Gaussian-Bridge,25,20260941,strong
0.15,0.49102895080193487,0.17,0.8200000000000001,2,0.1,Gaussian-Bridge,26,20260941,strong
0.12,0.4784316648089104,0.09,0.8200000000000001,2,0.14,Gaussian-Bridge,27,20260941,strong
0.07,0.5205057230350976,0.22,0.6699999999999999,2,0.14,Stratified-Resample,19,20260941,strong
