between_query_variation,conditional_covariance_discrepancy,conditional_energy_distance,conditional_mmd_rbf,duplicate_rate,fold,method,releases_per_query,variance_retained,within_query_diversity
57.83393478393555,0.4722411512561329,0.28038128455215094,0.012265687797620828,1.0,0,OneStep-Bridge,8,0.6128205060958862,2.7637516841066967e-13
21.426719665527344,0.43985135753781357,0.30009874133371106,0.013349296270380062,0.0,0,Gaussian-Bridge,8,0.5755888819694519,37.55080795288086
18.086082458496094,0.20272767007433798,0.04037625710997972,0.0010135136652005272,0.0011111111111111111,0,Stratified-Resample,8,0.9918503165245056,86.21055603027344
44.80120086669922,0.49293931496925164,0.471997189604485,0.021410559366195514,0.0,0,SARD-Bridge,8,0.48784369230270386,1.4135193824768066
55.517799377441406,0.4848705679705085,0.28483806272393686,0.011847786700389884,1.0,0,OneStep-Bridge,8,0.6325896382331848,2.577371638595033e-13
21.788393020629883,0.4212158590208624,0.2969380562505979,0.012287866379490975,0.0,0,Gaussian-Bridge,8,0.5913797616958618,34.37630081176758
21.90201187133789,0.4462575793419048,0.3044029076470256,0.012949801197867039,0.0006349206349206349,0,Stratified-Resample,8,0.5928253531455994,34.391422271728516
41.81269073486328,0.4931855217366575,0.46691741368598905,0.0201253953966134,0.0,0,SARD-Bridge,8,0.4964607357978821,2.0070106983184814
43.622459411621094,0.48378629722249183,0.3337372297108665,0.013622044066370576,1.0,1,OneStep-Bridge,8,0.5992650985717773,2.0647386252993505e-13
17.55051040649414,0.19457937418498095,0.04464338308239313,0.0008931259832103411,0.0,1,Gaussian-Bridge,8,0.9825039505958557,61.610504150390625
20.455516815185547,0.3973453271102837,0.28553534834248495,0.011526338470977837,0.0011111111111111111,1,Stratified-Resample,8,0.6082209348678589,27.191299438476562
35.91450119018555,0.5838803754698427,0.5148074564278815,0.022184777830704938,0.0,1,SARD-Bridge,8,0.5149744153022766,1.794761300086975
50.612945556640625,0.5359059108198126,0.35899274266835945,0.015152684079595247,1.0,1,OneStep-Bridge,8,0.5927914977073669,2.4297615785692783e-13
19.511062622070312,0.44904973582863533,0.3170336065802317,0.01330938450326169,0.0,1,Gaussian-Bridge,8,0.581690788269043,34.4235725402832
19.695253372192383,0.45935646868429475,0.3083552451155569,0.013106309633321045,0.0006349206349206349,1,Stratified-Resample,8,0.5797178745269775,34.020992279052734
40.314205169677734,0.5443628286929314,0.5385523299541504,0.02347556132033124,0.0,1,SARD-Bridge,8,0.48821401596069336,1.563810110092163
46.66576385498047,0.4337789230025001,0.27260528579499166,0.010587219384472268,1.0,2,OneStep-Bridge,8,0.6501277685165405,2.2120783124083415e-13
20.068811416625977,0.20869552996151175,0.050010735770531056,0.001167877290618069,0.0,2,Gaussian-Bridge,8,1.0212609767913818,60.774295806884766
18.864038467407227,0.17636631585372678,0.03331952080517553,0.0007174310860758037,0.0009523809523809524,2,Stratified-Resample,8,1.0011016130447388,60.49773406982422
37.797142028808594,0.515757620135681,0.4758244287542013,0.019596113946915628,0.0,2,SARD-Bridge,8,0.5475602149963379,1.7196693420410156
50.141456604003906,0.466543568420126,0.2629997169133169,0.010374401660911525,1.0,2,OneStep-Bridge,8,0.6832922101020813,2.326618173294215e-13
19.22726821899414,0.22484000051074537,0.03924459546006709,0.0008214227046043909,0.0,2,Gaussian-Bridge,8,1.012342929840088,62.85655212402344
18.41146469116211,0.18314553943087283,0.043371977228195746,0.0011089521766778354,0.0011111111111111111,2,Stratified-Resample,8,1.0036805868148804,63.06221008300781
37.979652404785156,0.5719982637661263,0.5534837437711815,0.02357104981927738,0.0,2,SARD-Bridge,8,0.5362683534622192,1.567260503768921
48.79153060913086,0.39089075895199443,0.2655512466554093,0.010164894451579976,1.0,3,OneStep-Bridge,8,0.6998550891876221,2.2239034344530978e-13
22.87799644470215,0.33104140057078435,0.2578062049652523,0.009906644234853657,0.0,3,Gaussian-Bridge,8,0.6415120363235474,24.93921661376953
19.97498321533203,0.18393239984184456,0.031398531155833354,0.0006376472511664399,0.0009523809523809524,3,Stratified-Resample,8,1.0057308673858643,57.2405891418457
38.80868148803711,0.4432616377729712,0.4478143775876404,0.018129924292622057,0.0,3,SARD-Bridge,8,0.5748035907745361,1.4437756538391113
48.70558547973633,0.4367542953867417,0.2880536544391745,0.011354785976115389,1.0,3,OneStep-Bridge,8,0.6968135833740234,2.3547616222370504e-13
22.221635818481445,0.3615660455635772,0.3076190362499247,0.012092435072546204,0.0,3,Gaussian-Bridge,8,0.6376768350601196,25.514949798583984
22.077152252197266,0.37925753076240065,0.2861660801967716,0.011604411680284699,0.0007936507936507937,3,Stratified-Resample,8,0.6320274472236633,25.229101181030273
37.95094680786133,0.5274507086916178,0.5337773288971732,0.022499504414730476,0.0,3,SARD-Bridge,8,0.5610670447349548,1.4455498456954956
