fold,metric,panel,participant,condition,identity_margin,auroc,rank1,tar_at_far5
0,cosine,physiological,1,1,0.04717940464615822,0.6825,0.45,0.3
0,cosine,physiological,1,2,0.028733890503644943,0.60875,0.45,0.2
0,cosine,physiological,6,1,0.03756535053253174,0.65125,0.65,0.0
0,cosine,physiological,6,2,0.03887398913502693,0.6312500000000001,0.6,0.05
0,cosine,physiological,11,1,0.04185843467712402,0.631578947368421,0.21052631578947367,0.10526315789473684
0,cosine,physiological,11,2,0.07096417993307114,0.7590027700831025,0.7894736842105263,0.3684210526315789
0,cosine,phase_locked_erp,1,1,0.4432624876499176,1.0,1.0,1.0
0,cosine,phase_locked_erp,1,2,0.15215425193309784,1.0,1.0,1.0
0,cosine,phase_locked_erp,6,1,0.41825979948043823,1.0,1.0,1.0
0,cosine,phase_locked_erp,6,2,0.13301558792591095,1.0,1.0,1.0
0,cosine,phase_locked_erp,11,1,0.419425368309021,1.0,1.0,1.0
0,cosine,phase_locked_erp,11,2,0.19043326377868652,1.0,1.0,1.0
0,cosine,induced_residual,1,1,0.00020561653946060687,0.48875,0.3,0.25
0,cosine,induced_residual,1,2,6.066063724574633e-05,0.50125,0.45,0.25
0,cosine,induced_residual,6,1,0.00021721124358009547,0.535,0.2,0.0
0,cosine,induced_residual,6,2,0.0003366284945514053,0.5149999999999999,0.3,0.05
0,cosine,induced_residual,11,1,0.00037346547469496727,0.5041551246537396,0.42105263157894735,0.05263157894736842
0,cosine,induced_residual,11,2,-0.0003689894510898739,0.48060941828254844,0.2631578947368421,0.05263157894736842
0,cosine,artifact_acquisition_only,1,1,0.04573661834001541,0.9450000000000001,0.95,0.7
0,cosine,artifact_acquisition_only,1,2,0.04169898107647896,0.935,0.8,0.65
0,cosine,artifact_acquisition_only,6,1,0.03647659346461296,0.8825000000000001,0.8,0.6
0,cosine,artifact_acquisition_only,6,2,0.03433645889163017,0.87125,0.75,0.4
0,cosine,artifact_acquisition_only,11,1,0.06100156530737877,0.9944598337950138,1.0,0.9473684210526315
0,cosine,artifact_acquisition_only,11,2,0.06046826019883156,0.9487534626038782,0.9473684210526315,0.9473684210526315
0,cosine,amplitude_only,1,1,0.05365598201751709,0.6175,0.6,0.25
0,cosine,amplitude_only,1,2,0.021652059629559517,0.54,0.4,0.1
0,cosine,amplitude_only,6,1,0.021808147430419922,0.585,0.6,0.0
0,cosine,amplitude_only,6,2,0.011879494413733482,0.53875,0.45,0.05
0,cosine,amplitude_only,11,1,0.07703588902950287,0.6648199445983379,0.3684210526315789,0.10526315789473684
0,cosine,amplitude_only,11,2,0.016364431008696556,0.5401662049861496,0.21052631578947367,0.10526315789473684
0,cosine,topography_only,1,1,0.05365598946809769,0.6175,0.6,0.25
0,cosine,topography_only,1,2,0.021652065217494965,0.54,0.4,0.1
0,cosine,topography_only,6,1,0.02180814929306507,0.585,0.6,0.0
0,cosine,topography_only,6,2,0.011879490688443184,0.53875,0.45,0.05
0,cosine,topography_only,11,1,0.07703591138124466,0.6648199445983379,0.3684210526315789,0.10526315789473684
0,cosine,topography_only,11,2,0.016364434733986855,0.5401662049861496,0.21052631578947367,0.10526315789473684
0,cosine,latency_morphology_only,1,1,0.04717940837144852,0.6825,0.45,0.3
0,cosine,latency_morphology_only,1,2,0.028733888640999794,0.60875,0.45,0.2
0,cosine,latency_morphology_only,6,1,0.03756535053253174,0.65125,0.65,0.0
0,cosine,latency_morphology_only,6,2,0.03887398540973663,0.6312500000000001,0.6,0.05
0,cosine,latency_morphology_only,11,1,0.04185843467712402,0.631578947368421,0.21052631578947367,0.10526315789473684
0,cosine,latency_morphology_only,11,2,0.07096418738365173,0.7590027700831025,0.7894736842105263,0.3684210526315789
0,cosine,band_0.5_4,1,1,0.02259909361600876,0.655,0.6,0.4
0,cosine,band_0.5_4,1,2,0.06938787549734116,0.69625,0.55,0.1
0,cosine,band_0.5_4,6,1,0.002541065216064453,0.52625,0.3,0.0
0,cosine,band_0.5_4,6,2,0.07500839978456497,0.7875,0.85,0.55
0,cosine,band_0.5_4,11,1,-0.024010416120290756,0.39196675900277006,0.15789473684210525,0.0
0,cosine,band_0.5_4,11,2,0.10033721476793289,0.7437673130193905,0.7894736842105263,0.5789473684210527
0,cosine,band_4_8,1,1,0.03075268492102623,0.70625,0.55,0.25
0,cosine,band_4_8,1,2,0.12436170876026154,0.84,0.85,0.65
0,cosine,band_4_8,6,1,-0.006216063629835844,0.4875,0.4,0.1
0,cosine,band_4_8,6,2,0.025188123807311058,0.6125,0.3,0.0
0,cosine,band_4_8,11,1,0.02958597242832184,0.6634349030470914,0.47368421052631576,0.3157894736842105
0,cosine,band_4_8,11,2,0.03152298182249069,0.5692520775623269,0.42105263157894735,0.10526315789473684
0,cosine,band_8_13,1,1,0.24404101073741913,0.8725,1.0,0.55
0,cosine,band_8_13,1,2,0.16569094359874725,0.85125,0.9,0.5
0,cosine,band_8_13,6,1,0.1495230346918106,0.83375,0.75,0.3
0,cosine,band_8_13,6,2,0.22809132933616638,0.95875,0.85,0.8
0,cosine,band_8_13,11,1,0.07779119163751602,0.6204986149584488,0.21052631578947367,0.0
0,cosine,band_8_13,11,2,0.055205170065164566,0.6648199445983379,0.21052631578947367,0.0
0,cosine,band_13_30,1,1,-0.002318947110325098,0.45375,0.2,0.05
0,cosine,band_13_30,1,2,0.009694223292171955,0.59375,0.4,0.15
0,cosine,band_13_30,6,1,0.008279785513877869,0.5725,0.2,0.1
0,cosine,band_13_30,6,2,0.012538057751953602,0.59625,0.45,0.05
0,cosine,band_13_30,11,1,0.02538912184536457,0.7174515235457064,0.5789473684210527,0.15789473684210525
0,cosine,band_13_30,11,2,0.05522461235523224,0.817174515235457,0.7368421052631579,0.42105263157894735
0,cosine,band_30_45,1,1,0.009764055721461773,0.58,0.35,0.15
0,cosine,band_30_45,1,2,0.009700820781290531,0.61875,0.55,0.25
0,cosine,band_30_45,6,1,0.011340541765093803,0.5825,0.4,0.0
0,cosine,band_30_45,6,2,-0.001310569467023015,0.51125,0.4,0.0
0,cosine,band_30_45,11,1,0.04173377901315689,0.7590027700831026,0.631578947368421,0.5789473684210527
0,cosine,band_30_45,11,2,0.0383567251265049,0.8102493074792244,0.631578947368421,0.47368421052631576
0,cosine,band_45_100,1,1,0.007389933802187443,0.60375,0.4,0.15
0,cosine,band_45_100,1,2,-0.0008417816716246307,0.5,0.3,0.05
0,cosine,band_45_100,6,1,0.0014734185533598065,0.525,0.45,0.15
0,cosine,band_45_100,6,2,-0.004307125695049763,0.41375000000000006,0.3,0.15
0,cosine,band_45_100,11,1,0.006518007256090641,0.5831024930747923,0.5263157894736842,0.10526315789473684
0,cosine,band_45_100,11,2,0.0024246866814792156,0.5096952908587258,0.3684210526315789,0.05263157894736842
0,old_verifier_A,full_original,1,aggregate,0.4170958250761032,0.9456249999999999,0.95,0.7
0,old_verifier_A,full_original,6,aggregate,-0.0033654922153800726,0.47875,0.0,0.07500000000000001
0,old_verifier_A,full_original,11,aggregate,0.41474078595638275,0.9965373961218837,1.0,0.9473684210526316
0,old_verifier_B,full_original,1,aggregate,0.4575592130422592,0.9681249999999999,0.975,0.7
0,old_verifier_B,full_original,6,aggregate,0.007874689064919949,0.518125,0.275,0.575
0,old_verifier_B,full_original,11,aggregate,0.4995168596506119,0.9958448753462603,1.0,1.0
